Index,T (C),P (kbars),log(10) f O2,mass (gm),rho (gm/cc),wt% SiO2,wt% TiO2,wt% Al2O3,wt% Fe2O3,wt% Cr2O3,wt% FeO,wt% MnO,wt% MgO,wt% NiO,wt% CoO,wt% CaO,wt% Na2O,wt% K2O,wt% P2O5,wt% H2O,wt% CO2,wt% SO3,wt% Cl2O-1,wt% F2O-1,G (kJ),H (kJ),S (J/K),V (cc),Cp (J/K),     diopside,clinoenstatit, hedenbergite,alumino-buffo,    buffonite,     essenite,      jadeite
650,775.50,2.000,-15.243,8.3804,3.4562,52.1383,0.0295,1.5887,0.4503,0.0000,24.1389,0.0000,20.7981,0.0000,0.0000,0.8380,0.0182,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-115.374,-98.069,16.502,2.425,9.679,-0.766197,0.964952,0.758221,0.028971,-0.027303,0.040030,0.001327
651,775.00,2.000,-15.247,8.3874,3.4563,52.1397,0.0294,1.5846,0.4492,0.0000,24.1456,0.0000,20.7952,0.0000,0.0000,0.8380,0.0182,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-115.456,-98.151,16.510,2.427,9.686,-0.766320,0.964951,0.758454,0.028892,-0.027233,0.039931,0.001325
652,774.50,2.000,-15.251,8.3943,3.4564,52.1412,0.0292,1.5805,0.4482,0.0000,24.1523,0.0000,20.7924,0.0000,0.0000,0.8380,0.0182,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-115.538,-98.231,16.519,2.429,9.694,-0.766442,0.964950,0.758686,0.028814,-0.027163,0.039831,0.001323
653,774.00,2.000,-15.255,8.4012,3.4566,52.1426,0.0291,1.5764,0.4471,0.0000,24.1590,0.0000,20.7896,0.0000,0.0000,0.8381,0.0181,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-115.619,-98.311,16.528,2.431,9.701,-0.766561,0.964950,0.758916,0.028736,-0.027094,0.039732,0.001321
654,773.50,2.000,-15.260,8.4081,3.4567,52.1441,0.0289,1.5723,0.4460,0.0000,24.1656,0.0000,20.7868,0.0000,0.0000,0.8381,0.0181,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-115.699,-98.391,16.537,2.432,9.708,-0.766678,0.964949,0.759144,0.028659,-0.027024,0.039632,0.001320
655,773.00,2.000,-15.264,8.4149,3.4568,52.1455,0.0288,1.5683,0.4450,0.0000,24.1721,0.0000,20.7841,0.0000,0.0000,0.8382,0.0181,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-115.779,-98.470,16.545,2.434,9.715,-0.766794,0.964947,0.759370,0.028581,-0.026955,0.039533,0.001318
656,772.50,2.000,-15.268,8.4217,3.4569,52.1470,0.0286,1.5642,0.4439,0.0000,24.1786,0.0000,20.7814,0.0000,0.0000,0.8382,0.0181,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-115.858,-98.549,16.553,2.436,9.722,-0.766907,0.964946,0.759593,0.028503,-0.026886,0.039434,0.001316
657,772.00,2.000,-15.272,8.4284,3.4571,52.1485,0.0285,1.5601,0.4428,0.0000,24.1850,0.0000,20.7787,0.0000,0.0000,0.8383,0.0180,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-115.936,-98.627,16.562,2.438,9.729,-0.767018,0.964945,0.759815,0.028426,-0.026817,0.039335,0.001314
658,771.50,2.000,-15.276,8.4350,3.4572,52.1500,0.0283,1.5561,0.4418,0.0000,24.1914,0.0000,20.7761,0.0000,0.0000,0.8384,0.0180,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-116.014,-98.704,16.570,2.440,9.736,-0.767128,0.964943,0.760035,0.028349,-0.026748,0.039236,0.001312
659,771.00,2.000,-15.280,8.4417,3.4573,52.1515,0.0282,1.5520,0.4407,0.0000,24.1977,0.0000,20.7735,0.0000,0.0000,0.8384,0.0180,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-116.091,-98.781,16.578,2.442,9.743,-0.767235,0.964941,0.760253,0.028272,-0.026679,0.039137,0.001311
660,770.50,2.000,-15.284,8.4482,3.4574,52.1530,0.0280,1.5480,0.4396,0.0000,24.2040,0.0000,20.7709,0.0000,0.0000,0.8385,0.0180,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-116.167,-98.857,16.586,2.443,9.750,-0.767341,0.964939,0.760469,0.028195,-0.026610,0.039038,0.001309
661,770.00,2.000,-15.289,8.4547,3.4576,52.1545,0.0279,1.5439,0.4386,0.0000,24.2102,0.0000,20.7684,0.0000,0.0000,0.8386,0.0179,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-116.243,-98.933,16.594,2.445,9.756,-0.767444,0.964937,0.760684,0.028118,-0.026541,0.038940,0.001307
662,769.50,2.000,-15.293,8.4612,3.4577,52.1560,0.0278,1.5399,0.4375,0.0000,24.2164,0.0000,20.7659,0.0000,0.0000,0.8387,0.0179,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-116.318,-99.009,16.601,2.447,9.763,-0.767546,0.964935,0.760896,0.028041,-0.026472,0.038841,0.001305
663,769.00,2.000,-15.297,8.4676,3.4578,52.1576,0.0276,1.5359,0.4364,0.0000,24.2225,0.0000,20.7634,0.0000,0.0000,0.8387,0.0179,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-116.393,-99.084,16.609,2.449,9.770,-0.767646,0.964932,0.761107,0.027965,-0.026404,0.038743,0.001303
664,768.50,2.000,-15.301,8.4740,3.4579,52.1591,0.0275,1.5318,0.4353,0.0000,24.2285,0.0000,20.7610,0.0000,0.0000,0.8388,0.0179,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-116.467,-99.158,16.617,2.451,9.776,-0.767744,0.964930,0.761315,0.027888,-0.026335,0.038644,0.001302
665,768.00,2.000,-15.305,8.4804,3.4580,52.1607,0.0273,1.5278,0.4343,0.0000,24.2345,0.0000,20.7586,0.0000,0.0000,0.8389,0.0178,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-116.540,-99.232,16.624,2.452,9.783,-0.767840,0.964927,0.761522,0.027812,-0.026267,0.038546,0.001300
666,767.50,2.000,-15.309,8.4866,3.4582,52.1622,0.0272,1.5238,0.4332,0.0000,24.2404,0.0000,20.7563,0.0000,0.0000,0.8390,0.0178,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-116.613,-99.306,16.631,2.454,9.789,-0.767934,0.964924,0.761727,0.027736,-0.026199,0.038448,0.001298
667,767.00,2.000,-15.313,8.4929,3.4583,52.1638,0.0271,1.5198,0.4321,0.0000,24.2463,0.0000,20.7540,0.0000,0.0000,0.8391,0.0178,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-116.685,-99.379,16.639,2.456,9.796,-0.768027,0.964921,0.761930,0.027660,-0.026131,0.038350,0.001296
668,766.50,2.000,-15.317,8.4991,3.4584,52.1654,0.0269,1.5158,0.4311,0.0000,24.2522,0.0000,20.7517,0.0000,0.0000,0.8392,0.0178,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-116.757,-99.451,16.646,2.458,9.802,-0.768118,0.964918,0.762132,0.027584,-0.026063,0.038252,0.001294
669,766.00,2.000,-15.322,8.5052,3.4585,52.1670,0.0268,1.5118,0.4300,0.0000,24.2579,0.0000,20.7494,0.0000,0.0000,0.8393,0.0177,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-116.828,-99.523,16.653,2.459,9.809,-0.768206,0.964914,0.762331,0.027508,-0.025995,0.038154,0.001293
670,765.50,2.000,-15.326,8.5113,3.4586,52.1686,0.0266,1.5078,0.4289,0.0000,24.2637,0.0000,20.7472,0.0000,0.0000,0.8394,0.0177,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-116.899,-99.595,16.660,2.461,9.815,-0.768294,0.964911,0.762529,0.027433,-0.025927,0.038057,0.001291
671,765.00,2.000,-15.330,8.5174,3.4587,52.1702,0.0265,1.5038,0.4279,0.0000,24.2694,0.0000,20.7450,0.0000,0.0000,0.8396,0.0177,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-116.969,-99.666,16.667,2.463,9.821,-0.768379,0.964907,0.762726,0.027357,-0.025859,0.037959,0.001289
672,764.50,2.000,-15.334,8.5234,3.4588,52.1718,0.0264,1.4999,0.4268,0.0000,24.2750,0.0000,20.7428,0.0000,0.0000,0.8397,0.0177,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-117.038,-99.737,16.674,2.464,9.827,-0.768463,0.964904,0.762920,0.027282,-0.025791,0.037861,0.001287
673,764.00,2.000,-15.338,8.5294,3.4590,52.1734,0.0262,1.4959,0.4257,0.0000,24.2806,0.0000,20.7407,0.0000,0.0000,0.8398,0.0176,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-117.107,-99.807,16.680,2.466,9.833,-0.768545,0.964900,0.763113,0.027207,-0.025724,0.037764,0.001285
674,763.50,2.000,-15.342,8.5353,3.4591,52.1751,0.0261,1.4919,0.4247,0.0000,24.2861,0.0000,20.7386,0.0000,0.0000,0.8399,0.0176,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-117.175,-99.876,16.687,2.468,9.840,-0.768625,0.964895,0.763304,0.027132,-0.025656,0.037667,0.001284
675,763.00,2.000,-15.346,8.5412,3.4592,52.1767,0.0260,1.4880,0.4236,0.0000,24.2916,0.0000,20.7365,0.0000,0.0000,0.8401,0.0176,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-117.243,-99.946,16.693,2.469,9.846,-0.768704,0.964891,0.763493,0.027057,-0.025589,0.037570,0.001282
676,762.50,2.000,-15.350,8.5471,3.4593,52.1783,0.0258,1.4840,0.4226,0.0000,24.2971,0.0000,20.7344,0.0000,0.0000,0.8402,0.0176,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-117.310,-100.015,16.700,2.471,9.852,-0.768780,0.964887,0.763681,0.026982,-0.025522,0.037473,0.001280
677,762.00,2.000,-15.354,8.5529,3.4594,52.1800,0.0257,1.4801,0.4215,0.0000,24.3024,0.0000,20.7324,0.0000,0.0000,0.8403,0.0175,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-117.376,-100.083,16.706,2.472,9.857,-0.768856,0.964882,0.763867,0.026908,-0.025455,0.037376,0.001278
678,761.50,2.000,-15.358,8.5586,3.4595,52.1817,0.0256,1.4761,0.4204,0.0000,24.3078,0.0000,20.7304,0.0000,0.0000,0.8405,0.0175,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-117.443,-100.151,16.713,2.474,9.863,-0.768929,0.964878,0.764051,0.026833,-0.025388,0.037279,0.001276
679,761.00,2.000,-15.362,8.5644,3.4596,52.1833,0.0254,1.4722,0.4194,0.0000,24.3131,0.0000,20.7285,0.0000,0.0000,0.8406,0.0175,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-117.508,-100.218,16.719,2.476,9.869,-0.769001,0.964873,0.764234,0.026759,-0.025321,0.037182,0.001274
680,760.50,2.000,-15.366,8.5700,3.4597,52.1850,0.0253,1.4683,0.4183,0.0000,24.3183,0.0000,20.7265,0.0000,0.0000,0.8408,0.0175,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-117.573,-100.285,16.725,2.477,9.875,-0.769071,0.964868,0.764415,0.026685,-0.025254,0.037085,0.001273
681,760.00,2.000,-15.371,8.5757,3.4598,52.1867,0.0252,1.4644,0.4172,0.0000,24.3235,0.0000,20.7246,0.0000,0.0000,0.8409,0.0174,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-117.637,-100.352,16.731,2.479,9.881,-0.769140,0.964863,0.764594,0.026611,-0.025188,0.036989,0.001271
682,759.50,2.000,-15.375,8.5813,3.4599,52.1884,0.0251,1.4604,0.4162,0.0000,24.3287,0.0000,20.7228,0.0000,0.0000,0.8411,0.0174,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-117.701,-100.418,16.737,2.480,9.886,-0.769207,0.964858,0.764772,0.026537,-0.025121,0.036893,0.001269
683,759.00,2.000,-15.379,8.5869,3.4601,52.1901,0.0249,1.4565,0.4151,0.0000,24.3338,0.0000,20.7209,0.0000,0.0000,0.8413,0.0174,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-117.765,-100.484,16.743,2.482,9.892,-0.769273,0.964852,0.764948,0.026464,-0.025055,0.036796,0.001267
684,758.50,2.000,-15.383,8.5924,3.4602,52.1918,0.0248,1.4526,0.4140,0.0000,24.3389,0.0000,20.7191,0.0000,0.0000,0.8414,0.0174,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-117.828,-100.549,16.748,2.483,9.898,-0.769337,0.964847,0.765123,0.026390,-0.024988,0.036700,0.001265
685,758.00,2.000,-15.387,8.5979,3.4603,52.1935,0.0247,1.4487,0.4130,0.0000,24.3439,0.0000,20.7173,0.0000,0.0000,0.8416,0.0173,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-117.890,-100.614,16.754,2.485,9.903,-0.769399,0.964841,0.765296,0.026317,-0.024922,0.036604,0.001264
686,757.50,2.000,-15.391,8.6033,3.4604,52.1952,0.0245,1.4449,0.4119,0.0000,24.3489,0.0000,20.7155,0.0000,0.0000,0.8418,0.0173,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-117.952,-100.679,16.760,2.486,9.909,-0.769460,0.964835,0.765468,0.026243,-0.024856,0.036508,0.001262
687,757.00,2.000,-15.395,8.6087,3.4605,52.1969,0.0244,1.4410,0.4109,0.0000,24.3538,0.0000,20.7138,0.0000,0.0000,0.8419,0.0173,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-118.014,-100.743,16.765,2.488,9.914,-0.769520,0.964829,0.765638,0.026170,-0.024790,0.036412,0.001260
688,756.50,2.000,-15.399,8.6141,3.4606,52.1986,0.0243,1.4371,0.4098,0.0000,24.3587,0.0000,20.7121,0.0000,0.0000,0.8421,0.0173,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-118.074,-100.807,16.770,2.489,9.920,-0.769578,0.964823,0.765806,0.026097,-0.024724,0.036317,0.001258
689,756.00,2.000,-15.403,8.6194,3.4607,52.2004,0.0242,1.4332,0.4087,0.0000,24.3636,0.0000,20.7104,0.0000,0.0000,0.8423,0.0172,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-118.135,-100.870,16.776,2.491,9.925,-0.769634,0.964817,0.765973,0.026025,-0.024658,0.036221,0.001256
690,755.50,2.000,-15.407,8.6247,3.4608,52.2021,0.0240,1.4294,0.4077,0.0000,24.3684,0.0000,20.7087,0.0000,0.0000,0.8425,0.0172,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-118.195,-100.933,16.781,2.492,9.930,-0.769689,0.964811,0.766139,0.025952,-0.024592,0.036126,0.001255
691,755.00,2.000,-15.411,8.6300,3.4609,52.2039,0.0239,1.4255,0.4066,0.0000,24.3731,0.0000,20.7071,0.0000,0.0000,0.8427,0.0172,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-118.254,-100.996,16.786,2.494,9.936,-0.769742,0.964804,0.766303,0.025879,-0.024527,0.036030,0.001253
692,754.50,2.000,-15.415,8.6352,3.4610,52.2056,0.0238,1.4217,0.4056,0.0000,24.3778,0.0000,20.7055,0.0000,0.0000,0.8429,0.0172,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-118.313,-101.058,16.791,2.495,9.941,-0.769794,0.964798,0.766465,0.025807,-0.024461,0.035935,0.001251
693,754.00,2.000,-15.419,8.6404,3.4611,52.2074,0.0237,1.4178,0.4045,0.0000,24.3825,0.0000,20.7039,0.0000,0.0000,0.8431,0.0171,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-118.372,-101.119,16.796,2.496,9.946,-0.769845,0.964791,0.766626,0.025735,-0.024396,0.035840,0.001249
694,753.50,2.000,-15.423,8.6455,3.4612,52.2091,0.0236,1.4140,0.4034,0.0000,24.3872,0.0000,20.7024,0.0000,0.0000,0.8433,0.0171,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-118.430,-101.181,16.801,2.498,9.951,-0.769894,0.964784,0.766786,0.025663,-0.024331,0.035745,0.001247
695,753.00,2.000,-15.427,8.6506,3.4613,52.2109,0.0234,1.4101,0.4024,0.0000,24.3918,0.0000,20.7008,0.0000,0.0000,0.8435,0.0171,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-118.487,-101.242,16.806,2.499,9.957,-0.769942,0.964777,0.766944,0.025591,-0.024266,0.035650,0.001245
696,752.50,2.000,-15.431,8.6557,3.4614,52.2127,0.0233,1.4063,0.4013,0.0000,24.3963,0.0000,20.6993,0.0000,0.0000,0.8437,0.0171,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-118.545,-101.302,16.811,2.501,9.962,-0.769988,0.964770,0.767101,0.025519,-0.024201,0.035556,0.001244
697,752.00,2.000,-15.436,8.6607,3.4615,52.2145,0.0232,1.4025,0.4003,0.0000,24.4008,0.0000,20.6978,0.0000,0.0000,0.8439,0.0170,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-118.601,-101.363,16.816,2.502,9.967,-0.770033,0.964763,0.767256,0.025447,-0.024136,0.035461,0.001242
698,751.50,2.000,-15.440,8.6657,3.4616,52.2162,0.0231,1.3987,0.3992,0.0000,24.4053,0.0000,20.6964,0.0000,0.0000,0.8441,0.0170,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-118.657,-101.423,16.820,2.503,9.972,-0.770076,0.964756,0.767410,0.025376,-0.024071,0.035367,0.001240
699,751.00,2.000,-15.444,8.6707,3.4617,52.2180,0.0230,1.3949,0.3982,0.0000,24.4097,0.0000,20.6950,0.0000,0.0000,0.8443,0.0170,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-118.713,-101.482,16.825,2.505,9.977,-0.770119,0.964748,0.767562,0.025304,-0.024006,0.035272,0.001238
700,750.50,2.000,-15.448,8.6756,3.4618,52.2198,0.0228,1.3911,0.3971,0.0000,24.4141,0.0000,20.6935,0.0000,0.0000,0.8445,0.0170,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-118.768,-101.541,16.829,2.506,9.982,-0.770159,0.964740,0.767713,0.025233,-0.023942,0.035178,0.001236
701,750.00,2.000,-15.452,8.6805,3.4619,52.2216,0.0227,1.3873,0.3961,0.0000,24.4185,0.0000,20.6922,0.0000,0.0000,0.8448,0.0169,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-118.823,-101.600,16.834,2.507,9.987,-0.770199,0.964733,0.767863,0.025162,-0.023877,0.035084,0.001235
702,749.50,2.000,-15.456,8.6854,3.4620,52.2234,0.0226,1.3835,0.3950,0.0000,24.4228,0.0000,20.6908,0.0000,0.0000,0.8450,0.0169,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-118.878,-101.658,16.838,2.509,9.991,-0.770237,0.964725,0.768011,0.025091,-0.023813,0.034990,0.001233
703,749.00,2.000,-15.460,8.6902,3.4621,52.2252,0.0225,1.3797,0.3939,0.0000,24.4270,0.0000,20.6895,0.0000,0.0000,0.8452,0.0169,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-118.932,-101.716,16.842,2.510,9.996,-0.770274,0.964717,0.768159,0.025020,-0.023749,0.034896,0.001231
704,748.50,2.000,-15.464,8.6950,3.4622,52.2271,0.0224,1.3760,0.3929,0.0000,24.4313,0.0000,20.6881,0.0000,0.0000,0.8454,0.0169,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-118.985,-101.774,16.847,2.511,10.001,-0.770309,0.964709,0.768304,0.024950,-0.023685,0.034802,0.001229
705,748.00,2.000,-15.471,8.6854,3.4625,52.2238,0.0222,1.3742,0.3922,0.0000,24.4506,0.0000,20.6763,0.0000,0.0000,0.8439,0.0168,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-118.826,-101.648,16.822,2.508,9.989,-0.770992,0.964769,0.768978,0.024920,-0.023662,0.034760,0.001226
706,747.50,2.000,-15.486,8.6394,3.4634,52.2078,0.0221,1.3773,0.3923,0.0000,24.5081,0.0000,20.6376,0.0000,0.0000,0.8380,0.0168,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-118.132,-101.060,16.726,2.494,9.933,-0.773316,0.965004,0.770994,0.024993,-0.023742,0.034846,0.001222
707,747.00,2.000,-15.500,8.5936,3.4643,52.1918,0.0220,1.3804,0.3924,0.0000,24.5657,0.0000,20.5989,0.0000,0.0000,0.8321,0.0167,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-117.442,-100.476,16.631,2.481,9.878,-0.775640,0.965237,0.773009,0.025067,-0.023823,0.034932,0.001217
708,746.50,2.000,-15.515,8.5480,3.4652,52.1758,0.0218,1.3836,0.3925,0.0000,24.6231,0.0000,20.5603,0.0000,0.0000,0.8262,0.0166,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-116.755,-99.894,16.536,2.467,9.824,-0.777964,0.965470,0.775024,0.025141,-0.023905,0.035020,0.001213
709,746.00,2.000,-15.530,8.5027,3.4661,52.1598,0.0217,1.3868,0.3926,0.0000,24.6806,0.0000,20.5216,0.0000,0.0000,0.8204,0.0166,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-116.072,-99.315,16.442,2.453,9.769,-0.780287,0.965702,0.777039,0.025216,-0.023987,0.035108,0.001208
710,745.50,2.000,-15.545,8.4575,3.4670,52.1437,0.0216,1.3900,0.3927,0.0000,24.7380,0.0000,20.4830,0.0000,0.0000,0.8145,0.0165,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-115.392,-98.739,16.348,2.439,9.715,-0.782609,0.965933,0.779053,0.025292,-0.024069,0.035197,0.001204
711,745.00,2.000,-15.559,8.4126,3.4679,52.1276,0.0215,1.3933,0.3928,0.0000,24.7953,0.0000,20.4443,0.0000,0.0000,0.8087,0.0164,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-114.716,-98.167,16.254,2.426,9.661,-0.784931,0.966163,0.781067,0.025368,-0.024152,0.035286,0.001199
712,744.50,2.000,-15.574,8.3678,3.4688,52.1116,0.0213,1.3966,0.3929,0.0000,24.8526,0.0000,20.4056,0.0000,0.0000,0.8030,0.0164,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-114.043,-97.597,16.161,2.412,9.608,-0.787252,0.966392,0.783080,0.025445,-0.024236,0.035376,0.001195
713,744.00,2.000,-15.589,8.3233,3.4697,52.0955,0.0212,1.3999,0.3931,0.0000,24.9099,0.0000,20.3670,0.0000,0.0000,0.7972,0.0163,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-113.374,-97.030,16.069,2.399,9.554,-0.789572,0.966620,0.785093,0.025522,-0.024320,0.035467,0.001190
714,743.50,2.000,-15.603,8.2790,3.4706,52.0794,0.0211,1.4032,0.3932,0.0000,24.9671,0.0000,20.3283,0.0000,0.0000,0.7915,0.0162,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-112.708,-96.466,15.976,2.385,9.501,-0.791892,0.966847,0.787105,0.025600,-0.024404,0.035559,0.001186
715,743.00,2.000,-15.618,8.2348,3.4715,52.0633,0.0210,1.4066,0.3934,0.0000,25.0242,0.0000,20.2896,0.0000,0.0000,0.7858,0.0162,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-112.046,-95.904,15.885,2.372,9.448,-0.794211,0.967073,0.789116,0.025678,-0.024489,0.035651,0.001181
716,742.50,2.000,-15.643,8.1858,3.4725,52.0460,0.0208,1.4101,0.3933,0.0000,25.0857,0.0000,20.2474,0.0000,0.0000,0.7806,0.0161,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-111.314,-95.283,15.784,2.357,9.389,-0.796664,0.967278,0.791281,0.025763,-0.024581,0.035745,0.001177
717,742.00,2.000,-15.672,8.1359,3.4734,52.0284,0.0207,1.4138,0.3932,0.0000,25.1480,0.0000,20.2044,0.0000,0.0000,0.7755,0.0160,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-110.570,-94.651,15.681,2.342,9.330,-0.799145,0.967477,0.793479,0.025851,-0.024676,0.035841,0.001173
718,741.50,2.000,-15.700,8.0866,3.4744,52.0109,0.0206,1.4174,0.3932,0.0000,25.2099,0.0000,20.1616,0.0000,0.0000,0.7705,0.0160,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-109.834,-94.027,15.579,2.327,9.271,-0.801615,0.967676,0.795665,0.025940,-0.024772,0.035938,0.001170
719,741.00,2.000,-15.746,8.0191,3.4763,51.9750,0.0203,1.4228,0.3936,0.0000,25.3372,0.0000,20.0699,0.0000,0.0000,0.7653,0.0159,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-108.793,-93.133,15.441,2.307,9.189,-0.806465,0.967874,0.800177,0.026065,-0.024910,0.036096,0.001163
720,740.50,2.000,-15.808,7.9347,3.4791,51.9208,0.0200,1.4298,0.3947,0.0000,25.5289,0.0000,19.9302,0.0000,0.0000,0.7598,0.0157,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-107.463,-91.987,15.268,2.281,9.086,-0.813670,0.968076,0.806988,0.026227,-0.025091,0.036317,0.001154
721,740.00,2.000,-15.871,7.8524,3.4819,51.8674,0.0196,1.4369,0.3958,0.0000,25.7180,0.0000,19.7924,0.0000,0.0000,0.7543,0.0156,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-106.169,-90.871,15.099,2.255,8.985,-0.820798,0.968279,0.813718,0.026389,-0.025271,0.036538,0.001145
722,739.50,2.000,-15.932,7.7722,3.4847,51.8145,0.0193,1.4440,0.3969,0.0000,25.9045,0.0000,19.6565,0.0000,0.0000,0.7488,0.0155,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-104.908,-89.784,14.935,2.230,8.887,-0.827850,0.968484,0.820370,0.026551,-0.025451,0.036760,0.001136
723,739.00,2.000,-15.993,7.6939,3.4875,51.7623,0.0190,1.4511,0.3980,0.0000,26.0885,0.0000,19.5224,0.0000,0.0000,0.7433,0.0153,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-103.680,-88.726,14.775,2.206,8.791,-0.834827,0.968690,0.826944,0.026713,-0.025630,0.036982,0.001127
724,738.50,2.000,-16.053,7.6175,3.4902,51.7107,0.0187,1.4582,0.3992,0.0000,26.2701,0.0000,19.3901,0.0000,0.0000,0.7377,0.0152,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-102.482,-87.693,14.618,2.183,8.698,-0.841730,0.968896,0.833443,0.026876,-0.025808,0.037205,0.001118
725,738.00,2.000,-16.112,7.5429,3.4928,51.6597,0.0184,1.4653,0.4005,0.0000,26.4493,0.0000,19.2596,0.0000,0.0000,0.7322,0.0151,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-101.313,-86.687,14.465,2.160,8.606,-0.848560,0.969104,0.839867,0.027038,-0.025985,0.037427,0.001109
