Index,T (C),P (kbars),log(10) f O2,mass (gm),rho (gm/cc),wt% SiO2,wt% TiO2,wt% Al2O3,wt% Fe2O3,wt% Cr2O3,wt% FeO,wt% MnO,wt% MgO,wt% NiO,wt% CoO,wt% CaO,wt% Na2O,wt% K2O,wt% P2O5,wt% H2O,wt% CO2,wt% SO3,wt% Cl2O-1,wt% F2O-1,G (kJ),H (kJ),S (J/K),V (cc),Cp (J/K),     diopside,clinoenstatit, hedenbergite,alumino-buffo,    buffonite,     essenite,      jadeite
574,813.50,2.000,-14.905,7.6606,3.4437,52.0723,0.0438,1.9152,0.5304,0.0000,23.4139,0.0000,21.1537,0.0000,0.0000,0.8505,0.0201,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-106.646,-89.883,15.427,2.225,8.906,-0.749286,0.964419,0.733172,0.035290,-0.032822,0.047768,0.001460
575,813.00,2.000,-14.910,7.6730,3.4439,52.0724,0.0436,1.9108,0.5294,0.0000,23.4267,0.0000,21.1469,0.0000,0.0000,0.8502,0.0201,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-106.800,-90.022,15.447,2.228,8.920,-0.749626,0.964434,0.733614,0.035202,-0.032748,0.047665,0.001458
576,812.50,2.000,-14.915,7.6853,3.4441,52.0726,0.0434,1.9063,0.5284,0.0000,23.4394,0.0000,21.1401,0.0000,0.0000,0.8498,0.0201,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-106.953,-90.161,15.467,2.231,8.933,-0.749962,0.964449,0.734052,0.035115,-0.032673,0.047563,0.001456
577,812.00,2.000,-14.920,7.6975,3.4443,52.0728,0.0431,1.9019,0.5274,0.0000,23.4520,0.0000,21.1334,0.0000,0.0000,0.8494,0.0200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-107.104,-90.298,15.487,2.235,8.947,-0.750294,0.964464,0.734486,0.035028,-0.032599,0.047460,0.001455
578,811.50,2.000,-14.925,7.7096,3.4445,52.0731,0.0429,1.8974,0.5263,0.0000,23.4645,0.0000,21.1268,0.0000,0.0000,0.8490,0.0200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-107.255,-90.435,15.507,2.238,8.960,-0.750623,0.964479,0.734917,0.034941,-0.032524,0.047357,0.001453
579,811.00,2.000,-14.929,7.7216,3.4447,52.0733,0.0427,1.8930,0.5253,0.0000,23.4769,0.0000,21.1202,0.0000,0.0000,0.8487,0.0200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-107.404,-90.570,15.527,2.242,8.973,-0.750948,0.964493,0.735345,0.034854,-0.032450,0.047255,0.001451
580,810.50,2.000,-14.934,7.7336,3.4449,52.0736,0.0424,1.8886,0.5243,0.0000,23.4891,0.0000,21.1137,0.0000,0.0000,0.8483,0.0200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-107.551,-90.705,15.546,2.245,8.986,-0.751270,0.964508,0.735769,0.034767,-0.032376,0.047152,0.001450
581,810.00,2.000,-14.939,7.7454,3.4451,52.0739,0.0422,1.8841,0.5232,0.0000,23.5013,0.0000,21.1073,0.0000,0.0000,0.8479,0.0199,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-107.698,-90.838,15.565,2.248,8.999,-0.751588,0.964522,0.736190,0.034680,-0.032301,0.047049,0.001448
582,809.50,2.000,-14.944,7.7572,3.4453,52.0743,0.0420,1.8797,0.5222,0.0000,23.5134,0.0000,21.1009,0.0000,0.0000,0.8476,0.0199,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-107.843,-90.971,15.584,2.252,9.012,-0.751902,0.964535,0.736607,0.034594,-0.032227,0.046947,0.001446
583,809.00,2.000,-14.948,7.7688,3.4455,52.0746,0.0418,1.8753,0.5211,0.0000,23.5254,0.0000,21.0947,0.0000,0.0000,0.8473,0.0199,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-107.987,-91.103,15.603,2.255,9.024,-0.752213,0.964549,0.737021,0.034507,-0.032153,0.046844,0.001445
584,808.50,2.000,-14.953,7.7804,3.4457,52.0750,0.0416,1.8708,0.5201,0.0000,23.5373,0.0000,21.0884,0.0000,0.0000,0.8469,0.0199,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-108.130,-91.233,15.622,2.258,9.037,-0.752520,0.964562,0.737432,0.034420,-0.032079,0.046741,0.001443
585,808.00,2.000,-14.958,7.7919,3.4459,52.0754,0.0413,1.8664,0.5191,0.0000,23.5491,0.0000,21.0823,0.0000,0.0000,0.8466,0.0198,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-108.272,-91.363,15.640,2.261,9.049,-0.752824,0.964575,0.737840,0.034334,-0.032005,0.046638,0.001441
586,807.50,2.000,-14.962,7.8033,3.4461,52.0758,0.0411,1.8620,0.5180,0.0000,23.5608,0.0000,21.0762,0.0000,0.0000,0.8463,0.0198,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-108.413,-91.491,15.658,2.264,9.062,-0.753124,0.964588,0.738244,0.034248,-0.031930,0.046536,0.001439
587,807.00,2.000,-14.967,7.8146,3.4463,52.0762,0.0409,1.8576,0.5170,0.0000,23.5724,0.0000,21.0701,0.0000,0.0000,0.8460,0.0198,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-108.552,-91.619,15.677,2.268,9.074,-0.753421,0.964600,0.738645,0.034162,-0.031856,0.046433,0.001438
588,806.50,2.000,-14.972,7.8259,3.4465,52.0767,0.0407,1.8532,0.5159,0.0000,23.5839,0.0000,21.0641,0.0000,0.0000,0.8457,0.0198,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-108.690,-91.746,15.694,2.271,9.086,-0.753714,0.964612,0.739042,0.034076,-0.031782,0.046330,0.001436
589,806.00,2.000,-14.976,7.8370,3.4466,52.0772,0.0405,1.8488,0.5149,0.0000,23.5953,0.0000,21.0582,0.0000,0.0000,0.8454,0.0197,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-108.828,-91.872,15.712,2.274,9.098,-0.754005,0.964624,0.739437,0.033990,-0.031708,0.046228,0.001434
590,805.50,2.000,-14.981,7.8481,3.4468,52.0777,0.0403,1.8444,0.5139,0.0000,23.6066,0.0000,21.0524,0.0000,0.0000,0.8451,0.0197,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-108.964,-91.997,15.730,2.277,9.110,-0.754291,0.964636,0.739828,0.033904,-0.031634,0.046125,0.001433
591,805.00,2.000,-14.986,7.8590,3.4470,52.0782,0.0401,1.8400,0.5128,0.0000,23.6179,0.0000,21.0466,0.0000,0.0000,0.8448,0.0197,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-109.099,-92.121,15.747,2.280,9.122,-0.754575,0.964648,0.740216,0.033818,-0.031560,0.046022,0.001431
592,804.50,2.000,-14.990,7.8699,3.4472,52.0787,0.0398,1.8356,0.5118,0.0000,23.6290,0.0000,21.0408,0.0000,0.0000,0.8445,0.0197,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-109.232,-92.244,15.764,2.283,9.134,-0.754855,0.964659,0.740601,0.033732,-0.031486,0.045919,0.001429
593,804.00,2.000,-14.995,7.8808,3.4474,52.0793,0.0396,1.8312,0.5107,0.0000,23.6401,0.0000,21.0352,0.0000,0.0000,0.8442,0.0196,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-109.365,-92.366,15.781,2.286,9.146,-0.755131,0.964670,0.740983,0.033647,-0.031412,0.045817,0.001428
594,803.50,2.000,-15.000,7.8915,3.4476,52.0799,0.0394,1.8268,0.5097,0.0000,23.6510,0.0000,21.0296,0.0000,0.0000,0.8440,0.0196,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-109.497,-92.488,15.798,2.289,9.158,-0.755405,0.964681,0.741361,0.033561,-0.031338,0.045714,0.001426
595,803.00,2.000,-15.004,7.9021,3.4478,52.0805,0.0392,1.8225,0.5086,0.0000,23.6619,0.0000,21.0240,0.0000,0.0000,0.8437,0.0196,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-109.627,-92.608,15.815,2.292,9.169,-0.755675,0.964691,0.741737,0.033476,-0.031265,0.045611,0.001424
596,802.50,2.000,-15.009,7.9127,3.4479,52.0811,0.0390,1.8181,0.5076,0.0000,23.6727,0.0000,21.0185,0.0000,0.0000,0.8435,0.0196,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-109.757,-92.728,15.831,2.295,9.181,-0.755942,0.964702,0.742109,0.033391,-0.031191,0.045509,0.001422
597,802.00,2.000,-15.013,7.9232,3.4481,52.0817,0.0388,1.8137,0.5065,0.0000,23.6834,0.0000,21.0131,0.0000,0.0000,0.8432,0.0195,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-109.885,-92.846,15.848,2.298,9.192,-0.756206,0.964712,0.742479,0.033306,-0.031117,0.045406,0.001421
598,801.50,2.000,-15.018,7.9336,3.4483,52.0824,0.0386,1.8093,0.5055,0.0000,23.6940,0.0000,21.0077,0.0000,0.0000,0.8430,0.0195,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-110.012,-92.964,15.864,2.301,9.203,-0.756467,0.964722,0.742845,0.033221,-0.031043,0.045303,0.001419
599,801.00,2.000,-15.022,7.9440,3.4485,52.0830,0.0384,1.8050,0.5044,0.0000,23.7045,0.0000,21.0024,0.0000,0.0000,0.8427,0.0195,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-110.139,-93.081,15.880,2.304,9.214,-0.756724,0.964731,0.743208,0.033136,-0.030970,0.045201,0.001417
600,800.50,2.000,-15.027,7.9542,3.4487,52.0837,0.0382,1.8006,0.5034,0.0000,23.7149,0.0000,20.9972,0.0000,0.0000,0.8425,0.0195,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-110.264,-93.198,15.896,2.306,9.225,-0.756979,0.964741,0.743569,0.033051,-0.030896,0.045098,0.001415
601,800.00,2.000,-15.031,7.9644,3.4488,52.0844,0.0380,1.7963,0.5023,0.0000,23.7252,0.0000,20.9920,0.0000,0.0000,0.8423,0.0194,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-110.388,-93.313,15.911,2.309,9.236,-0.757230,0.964750,0.743926,0.032966,-0.030823,0.044996,0.001414
602,799.50,2.000,-15.036,7.9745,3.4490,52.0852,0.0378,1.7919,0.5013,0.0000,23.7355,0.0000,20.9868,0.0000,0.0000,0.8421,0.0194,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-110.511,-93.427,15.927,2.312,9.247,-0.757478,0.964759,0.744281,0.032882,-0.030749,0.044893,0.001412
603,799.00,2.000,-15.040,7.9845,3.4492,52.0859,0.0376,1.7876,0.5002,0.0000,23.7457,0.0000,20.9817,0.0000,0.0000,0.8419,0.0194,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-110.633,-93.541,15.942,2.315,9.258,-0.757723,0.964768,0.744632,0.032798,-0.030676,0.044791,0.001410
604,798.50,2.000,-15.045,7.9945,3.4493,52.0867,0.0374,1.7832,0.4992,0.0000,23.7558,0.0000,20.9767,0.0000,0.0000,0.8417,0.0194,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-110.754,-93.654,15.957,2.318,9.269,-0.757965,0.964776,0.744981,0.032713,-0.030602,0.044688,0.001408
605,798.00,2.000,-15.049,8.0044,3.4495,52.0875,0.0372,1.7789,0.4981,0.0000,23.7658,0.0000,20.9717,0.0000,0.0000,0.8415,0.0193,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-110.875,-93.766,15.972,2.320,9.279,-0.758204,0.964785,0.745327,0.032629,-0.030529,0.044586,0.001407
606,797.50,2.000,-15.054,8.0142,3.4497,52.0883,0.0370,1.7745,0.4971,0.0000,23.7757,0.0000,20.9668,0.0000,0.0000,0.8413,0.0193,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-110.994,-93.877,15.987,2.323,9.290,-0.758440,0.964793,0.745670,0.032545,-0.030456,0.044483,0.001405
607,797.00,2.000,-15.058,8.0239,3.4499,52.0891,0.0369,1.7702,0.4960,0.0000,23.7855,0.0000,20.9619,0.0000,0.0000,0.8411,0.0193,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-111.112,-93.988,16.002,2.326,9.300,-0.758674,0.964801,0.746010,0.032461,-0.030382,0.044381,0.001403
608,796.50,2.000,-15.063,8.0336,3.4500,52.0899,0.0367,1.7659,0.4950,0.0000,23.7953,0.0000,20.9571,0.0000,0.0000,0.8409,0.0193,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-111.229,-94.097,16.016,2.329,9.311,-0.758904,0.964808,0.746347,0.032377,-0.030309,0.044279,0.001402
609,796.00,2.000,-15.067,8.0431,3.4502,52.0908,0.0365,1.7616,0.4939,0.0000,23.8050,0.0000,20.9524,0.0000,0.0000,0.8407,0.0192,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-111.345,-94.206,16.031,2.331,9.321,-0.759131,0.964816,0.746682,0.032293,-0.030236,0.044176,0.001400
610,795.50,2.000,-15.072,8.0527,3.4504,52.0916,0.0363,1.7573,0.4929,0.0000,23.8146,0.0000,20.9476,0.0000,0.0000,0.8405,0.0192,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-111.461,-94.314,16.045,2.334,9.331,-0.759355,0.964823,0.747013,0.032210,-0.030163,0.044074,0.001398
611,795.00,2.000,-15.076,8.0621,3.4505,52.0925,0.0361,1.7529,0.4918,0.0000,23.8241,0.0000,20.9430,0.0000,0.0000,0.8404,0.0192,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-111.575,-94.422,16.059,2.336,9.341,-0.759577,0.964830,0.747342,0.032126,-0.030090,0.043972,0.001396
612,794.50,2.000,-15.080,8.0715,3.4507,52.0934,0.0359,1.7486,0.4907,0.0000,23.8335,0.0000,20.9384,0.0000,0.0000,0.8402,0.0192,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-111.688,-94.528,16.073,2.339,9.352,-0.759795,0.964837,0.747668,0.032043,-0.030017,0.043870,0.001395
613,794.00,2.000,-15.085,8.0808,3.4508,52.0943,0.0357,1.7443,0.4897,0.0000,23.8429,0.0000,20.9338,0.0000,0.0000,0.8401,0.0191,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-111.801,-94.634,16.087,2.342,9.361,-0.760011,0.964844,0.747992,0.031960,-0.029944,0.043768,0.001393
614,793.50,2.000,-15.089,8.0900,3.4510,52.0953,0.0355,1.7400,0.4886,0.0000,23.8522,0.0000,20.9293,0.0000,0.0000,0.8399,0.0191,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-111.912,-94.739,16.100,2.344,9.371,-0.760224,0.964850,0.748313,0.031877,-0.029872,0.043666,0.001391
615,793.00,2.000,-15.094,8.0992,3.4512,52.0962,0.0354,1.7357,0.4876,0.0000,23.8614,0.0000,20.9249,0.0000,0.0000,0.8398,0.0191,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-112.023,-94.843,16.114,2.347,9.381,-0.760434,0.964856,0.748631,0.031794,-0.029799,0.043563,0.001389
616,792.50,2.000,-15.098,8.1083,3.4513,52.0972,0.0352,1.7315,0.4865,0.0000,23.8705,0.0000,20.9205,0.0000,0.0000,0.8396,0.0191,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-112.133,-94.947,16.127,2.349,9.391,-0.760642,0.964862,0.748946,0.031711,-0.029726,0.043461,0.001387
617,792.00,2.000,-15.102,8.1173,3.4515,52.0982,0.0350,1.7272,0.4855,0.0000,23.8795,0.0000,20.9161,0.0000,0.0000,0.8395,0.0190,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-112.242,-95.050,16.140,2.352,9.401,-0.760847,0.964868,0.749259,0.031628,-0.029654,0.043359,0.001386
618,791.50,2.000,-15.107,8.1262,3.4516,52.0992,0.0348,1.7229,0.4844,0.0000,23.8885,0.0000,20.9118,0.0000,0.0000,0.8394,0.0190,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-112.350,-95.152,16.153,2.354,9.410,-0.761049,0.964874,0.749569,0.031545,-0.029581,0.043258,0.001384
619,791.00,2.000,-15.111,8.1351,3.4518,52.1002,0.0346,1.7186,0.4833,0.0000,23.8974,0.0000,20.9076,0.0000,0.0000,0.8392,0.0190,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-112.457,-95.253,16.166,2.357,9.420,-0.761248,0.964879,0.749877,0.031463,-0.029509,0.043156,0.001382
620,790.50,2.000,-15.115,8.1440,3.4520,52.1012,0.0345,1.7144,0.4823,0.0000,23.9062,0.0000,20.9034,0.0000,0.0000,0.8391,0.0190,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-112.563,-95.354,16.179,2.359,9.429,-0.761444,0.964884,0.750182,0.031381,-0.029436,0.043054,0.001380
621,790.00,2.000,-15.120,8.1527,3.4521,52.1023,0.0343,1.7101,0.4812,0.0000,23.9150,0.0000,20.8992,0.0000,0.0000,0.8390,0.0189,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-112.668,-95.454,16.192,2.362,9.438,-0.761638,0.964889,0.750484,0.031298,-0.029364,0.042952,0.001379
622,789.50,2.000,-15.124,8.1614,3.4523,52.1033,0.0341,1.7058,0.4801,0.0000,23.9237,0.0000,20.8951,0.0000,0.0000,0.8389,0.0189,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-112.772,-95.553,16.204,2.364,9.448,-0.761830,0.964894,0.750784,0.031216,-0.029292,0.042850,0.001377
623,789.00,2.000,-15.128,8.1700,3.4524,52.1044,0.0339,1.7016,0.4791,0.0000,23.9323,0.0000,20.8911,0.0000,0.0000,0.8388,0.0189,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-112.876,-95.652,16.216,2.366,9.457,-0.762018,0.964898,0.751081,0.031134,-0.029220,0.042749,0.001375
624,788.50,2.000,-15.133,8.1786,3.4526,52.1055,0.0337,1.6973,0.4780,0.0000,23.9408,0.0000,20.8871,0.0000,0.0000,0.8387,0.0189,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-112.979,-95.750,16.229,2.369,9.466,-0.762204,0.964903,0.751376,0.031052,-0.029148,0.042647,0.001373
625,788.00,2.000,-15.137,8.1871,3.4527,52.1066,0.0336,1.6931,0.4770,0.0000,23.9492,0.0000,20.8831,0.0000,0.0000,0.8386,0.0188,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-113.081,-95.847,16.241,2.371,9.475,-0.762388,0.964907,0.751669,0.030971,-0.029076,0.042546,0.001372
626,787.50,2.000,-15.141,8.1955,3.4529,52.1077,0.0334,1.6888,0.4759,0.0000,23.9576,0.0000,20.8792,0.0000,0.0000,0.8385,0.0188,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-113.182,-95.943,16.253,2.374,9.484,-0.762569,0.964911,0.751958,0.030889,-0.029004,0.042444,0.001370
627,787.00,2.000,-15.146,8.2039,3.4530,52.1088,0.0332,1.6846,0.4748,0.0000,23.9660,0.0000,20.8753,0.0000,0.0000,0.8385,0.0188,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-113.282,-96.039,16.265,2.376,9.493,-0.762747,0.964915,0.752246,0.030808,-0.028932,0.042343,0.001368
628,786.50,2.000,-15.150,8.2122,3.4532,52.1100,0.0331,1.6804,0.4738,0.0000,23.9742,0.0000,20.8715,0.0000,0.0000,0.8384,0.0188,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-113.381,-96.134,16.276,2.378,9.502,-0.762923,0.964918,0.752531,0.030726,-0.028860,0.042241,0.001366
629,786.00,2.000,-15.154,8.2205,3.4533,52.1111,0.0329,1.6762,0.4727,0.0000,23.9824,0.0000,20.8677,0.0000,0.0000,0.8383,0.0187,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-113.480,-96.229,16.288,2.380,9.510,-0.763097,0.964922,0.752813,0.030645,-0.028788,0.042140,0.001364
630,785.50,2.000,-15.159,8.2287,3.4535,52.1123,0.0327,1.6719,0.4716,0.0000,23.9905,0.0000,20.8640,0.0000,0.0000,0.8383,0.0187,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-113.578,-96.323,16.299,2.383,9.519,-0.763268,0.964925,0.753094,0.030564,-0.028717,0.042039,0.001363
631,785.00,2.000,-15.163,8.2368,3.4536,52.1135,0.0326,1.6677,0.4706,0.0000,23.9985,0.0000,20.8603,0.0000,0.0000,0.8382,0.0187,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-113.675,-96.416,16.310,2.385,9.528,-0.763436,0.964928,0.753371,0.030483,-0.028645,0.041938,0.001361
632,784.50,2.000,-15.167,8.2449,3.4537,52.1147,0.0324,1.6635,0.4695,0.0000,24.0065,0.0000,20.8566,0.0000,0.0000,0.8381,0.0187,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-113.771,-96.508,16.322,2.387,9.536,-0.763602,0.964931,0.753647,0.030402,-0.028574,0.041837,0.001359
633,784.00,2.000,-15.171,8.2529,3.4539,52.1159,0.0322,1.6593,0.4684,0.0000,24.0144,0.0000,20.8530,0.0000,0.0000,0.8381,0.0186,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-113.866,-96.600,16.333,2.389,9.545,-0.763766,0.964934,0.753920,0.030322,-0.028503,0.041736,0.001357
634,783.50,2.000,-15.176,8.2608,3.4540,52.1171,0.0321,1.6551,0.4674,0.0000,24.0222,0.0000,20.8495,0.0000,0.0000,0.8380,0.0186,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-113.961,-96.691,16.343,2.392,9.553,-0.763927,0.964936,0.754191,0.030241,-0.028431,0.041635,0.001356
635,783.00,2.000,-15.180,8.2687,3.4542,52.1183,0.0319,1.6509,0.4663,0.0000,24.0300,0.0000,20.8459,0.0000,0.0000,0.8380,0.0186,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-114.055,-96.782,16.354,2.394,9.562,-0.764086,0.964938,0.754459,0.030161,-0.028360,0.041534,0.001354
636,782.50,2.000,-15.184,8.2766,3.4543,52.1196,0.0317,1.6467,0.4652,0.0000,24.0377,0.0000,20.8425,0.0000,0.0000,0.8380,0.0186,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-114.148,-96.872,16.365,2.396,9.570,-0.764242,0.964941,0.754725,0.030080,-0.028289,0.041433,0.001352
637,782.00,2.000,-15.188,8.2843,3.4544,52.1208,0.0316,1.6426,0.4642,0.0000,24.0453,0.0000,20.8390,0.0000,0.0000,0.8379,0.0185,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-114.240,-96.961,16.375,2.398,9.578,-0.764397,0.964943,0.754989,0.030000,-0.028218,0.041332,0.001350
638,781.50,2.000,-15.193,8.2920,3.4546,52.1221,0.0314,1.6384,0.4631,0.0000,24.0529,0.0000,20.8356,0.0000,0.0000,0.8379,0.0185,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-114.332,-97.050,16.386,2.400,9.586,-0.764548,0.964944,0.755251,0.029920,-0.028147,0.041232,0.001348
639,781.00,2.000,-15.197,8.2997,3.4547,52.1234,0.0312,1.6342,0.4620,0.0000,24.0604,0.0000,20.8323,0.0000,0.0000,0.8379,0.0185,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-114.422,-97.138,16.396,2.402,9.594,-0.764698,0.964946,0.755510,0.029840,-0.028076,0.041131,0.001347
640,780.50,2.000,-15.201,8.3073,3.4549,52.1247,0.0311,1.6301,0.4610,0.0000,24.0679,0.0000,20.8290,0.0000,0.0000,0.8379,0.0185,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-114.512,-97.226,16.406,2.405,9.602,-0.764845,0.964947,0.755767,0.029761,-0.028005,0.041031,0.001345
641,780.00,2.000,-15.205,8.3149,3.4550,52.1260,0.0309,1.6259,0.4599,0.0000,24.0752,0.0000,20.8257,0.0000,0.0000,0.8379,0.0184,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-114.602,-97.313,16.416,2.407,9.610,-0.764990,0.964948,0.756022,0.029681,-0.027935,0.040930,0.001343
642,779.50,2.000,-15.209,8.3224,3.4551,52.1273,0.0308,1.6217,0.4588,0.0000,24.0826,0.0000,20.8225,0.0000,0.0000,0.8379,0.0184,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-114.690,-97.399,16.426,2.409,9.618,-0.765133,0.964950,0.756275,0.029602,-0.027864,0.040830,0.001341
643,779.00,2.000,-15.214,8.3298,3.4553,52.1287,0.0306,1.6176,0.4578,0.0000,24.0898,0.0000,20.8193,0.0000,0.0000,0.8379,0.0184,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-114.778,-97.485,16.436,2.411,9.626,-0.765274,0.964950,0.756526,0.029522,-0.027794,0.040730,0.001339
644,778.50,2.000,-15.218,8.3372,3.4554,52.1300,0.0304,1.6135,0.4567,0.0000,24.0970,0.0000,20.8162,0.0000,0.0000,0.8379,0.0184,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-114.865,-97.570,16.446,2.413,9.634,-0.765412,0.964951,0.756774,0.029443,-0.027723,0.040629,0.001338
645,778.00,2.000,-15.222,8.3445,3.4555,52.1314,0.0303,1.6093,0.4556,0.0000,24.1041,0.0000,20.8130,0.0000,0.0000,0.8379,0.0183,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-114.952,-97.655,16.455,2.415,9.641,-0.765548,0.964952,0.757020,0.029364,-0.027653,0.040529,0.001336
646,777.50,2.000,-15.226,8.3518,3.4557,52.1327,0.0301,1.6052,0.4546,0.0000,24.1112,0.0000,20.8100,0.0000,0.0000,0.8379,0.0183,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-115.038,-97.739,16.465,2.417,9.649,-0.765682,0.964952,0.757265,0.029285,-0.027583,0.040429,0.001334
647,777.00,2.000,-15.230,8.3590,3.4558,52.1341,0.0300,1.6011,0.4535,0.0000,24.1182,0.0000,20.8069,0.0000,0.0000,0.8379,0.0183,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-115.123,-97.822,16.474,2.419,9.657,-0.765814,0.964952,0.757507,0.029206,-0.027513,0.040329,0.001332
648,776.50,2.000,-15.235,8.3662,3.4559,52.1355,0.0298,1.5969,0.4524,0.0000,24.1251,0.0000,20.8040,0.0000,0.0000,0.8379,0.0183,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-115.207,-97.905,16.483,2.421,9.664,-0.765944,0.964952,0.757747,0.029128,-0.027443,0.040230,0.001330
649,776.00,2.000,-15.239,8.3733,3.4561,52.1369,0.0297,1.5928,0.4514,0.0000,24.1320,0.0000,20.8010,0.0000,0.0000,0.8379,0.0182,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-115.291,-97.988,16.493,2.423,9.672,-0.766071,0.964952,0.757985,0.029049,-0.027373,0.040130,0.001329
