Index,T (C),P (kbars),log(10) f O2,mass (gm),rho (gm/cc),wt% SiO2,wt% TiO2,wt% Al2O3,wt% Fe2O3,wt% Cr2O3,wt% FeO,wt% MnO,wt% MgO,wt% NiO,wt% CoO,wt% CaO,wt% Na2O,wt% K2O,wt% P2O5,wt% H2O,wt% CO2,wt% SO3,wt% Cl2O-1,wt% F2O-1,G (kJ),H (kJ),S (J/K),V (cc),Cp (J/K),   geikielite,     hematite,     ilmenite,  pyrophanite,     corundum
711,745.00,2.000,-15.559,0.9788,4.6337,0.0000,46.2025,2.1878,12.9836,0.0000,34.0005,0.9094,3.7162,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.400,-7.630,1.739,0.211,0.908,0.135389,0.119385,0.694895,0.018825,0.031507
712,744.50,2.000,-15.574,0.9794,4.6340,0.0000,46.2113,2.1865,12.9588,0.0000,34.0286,0.9108,3.7041,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.404,-7.634,1.739,0.211,0.909,0.134960,0.119167,0.695529,0.018854,0.031491
713,744.00,2.000,-15.589,0.9801,4.6343,0.0000,46.2200,2.1851,12.9340,0.0000,34.0567,0.9121,3.6920,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.409,-7.639,1.740,0.211,0.909,0.134533,0.118949,0.696161,0.018883,0.031474
714,743.50,2.000,-15.603,0.9808,4.6347,0.0000,46.2288,2.1838,12.9094,0.0000,34.0846,0.9134,3.6800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.413,-7.644,1.740,0.212,0.910,0.134106,0.118733,0.696791,0.018913,0.031458
715,743.00,2.000,-15.618,0.9814,4.6350,0.0000,46.2375,2.1825,12.8848,0.0000,34.1124,0.9148,3.6680,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.417,-7.648,1.741,0.212,0.910,0.133681,0.118517,0.697419,0.018942,0.031442
716,742.50,2.000,-15.643,0.9823,4.6353,0.0000,46.2546,2.1817,12.8435,0.0000,34.1441,0.9204,3.6557,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.424,-7.655,1.742,0.212,0.911,0.133241,0.118146,0.698120,0.019059,0.031433
717,742.00,2.000,-15.672,0.9832,4.6356,0.0000,46.2738,2.1812,12.7980,0.0000,34.1765,0.9271,3.6434,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.431,-7.662,1.743,0.212,0.911,0.132801,0.117736,0.698835,0.019201,0.031427
718,741.50,2.000,-15.700,0.9840,4.6359,0.0000,46.2927,2.1806,12.7531,0.0000,34.2086,0.9339,3.6311,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.439,-7.669,1.744,0.212,0.912,0.132363,0.117331,0.699542,0.019343,0.031421
719,741.00,2.000,-15.746,0.9843,4.6364,0.0000,46.3293,2.1787,12.6655,0.0000,34.2808,0.9402,3.6054,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.439,-7.670,1.744,0.212,0.912,0.131450,0.116545,0.701131,0.019475,0.031399
720,740.50,2.000,-15.808,0.9838,4.6371,0.0000,46.3826,2.1754,12.5375,0.0000,34.3920,0.9459,3.5667,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.432,-7.666,1.742,0.212,0.911,0.130071,0.115395,0.703578,0.019598,0.031358
721,740.00,2.000,-15.871,0.9834,4.6378,0.0000,46.4342,2.1719,12.4132,0.0000,34.5005,0.9515,3.5287,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.424,-7.661,1.740,0.212,0.910,0.128715,0.114279,0.705970,0.019720,0.031316
722,739.50,2.000,-15.932,0.9829,4.6385,0.0000,46.4843,2.1684,12.2924,0.0000,34.6066,0.9571,3.4913,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.417,-7.656,1.739,0.212,0.909,0.127381,0.113194,0.708312,0.019841,0.031273
723,739.00,2.000,-15.993,0.9824,4.6392,0.0000,46.5329,2.1648,12.1749,0.0000,34.7102,0.9627,3.4545,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.409,-7.651,1.737,0.212,0.908,0.126068,0.112139,0.710603,0.019961,0.031229
724,738.50,2.000,-16.053,0.9819,4.6399,0.0000,46.5801,2.1612,12.0607,0.0000,34.8116,0.9682,3.4183,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.401,-7.646,1.735,0.212,0.907,0.124776,0.111113,0.712847,0.020080,0.031184
725,738.00,2.000,-16.112,0.9814,4.6406,0.0000,46.6260,2.1574,11.9495,0.0000,34.9108,0.9737,3.3827,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.393,-7.640,1.733,0.211,0.906,0.123505,0.110114,0.715044,0.020199,0.031137
726,737.50,2.000,-16.170,0.9808,4.6413,0.0000,46.6705,2.1537,11.8412,0.0000,35.0078,0.9792,3.3476,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.385,-7.635,1.732,0.211,0.905,0.122254,0.109142,0.717197,0.020317,0.031090
727,737.00,2.000,-16.228,0.9803,4.6420,0.0000,46.7139,2.1499,11.7357,0.0000,35.1028,0.9846,3.3131,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.377,-7.629,1.730,0.211,0.904,0.121022,0.108194,0.719307,0.020435,0.031042
728,736.50,2.000,-16.286,0.9797,4.6427,0.0000,46.7561,2.1460,11.6329,0.0000,35.1957,0.9901,3.2792,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.368,-7.623,1.728,0.211,0.903,0.119809,0.107270,0.721374,0.020552,0.030994
729,736.00,2.000,-16.342,0.9792,4.6434,0.0000,46.7972,2.1421,11.5327,0.0000,35.2868,0.9955,3.2458,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.360,-7.618,1.726,0.211,0.902,0.118615,0.106370,0.723402,0.020669,0.030944
730,735.50,2.000,-16.398,0.9786,4.6440,0.0000,46.8373,2.1382,11.4349,0.0000,35.3760,1.0008,3.2129,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.351,-7.612,1.725,0.211,0.902,0.117439,0.105491,0.725390,0.020785,0.030894
731,735.00,2.000,-16.454,0.9780,4.6447,0.0000,46.8763,2.1342,11.3395,0.0000,35.4633,1.0062,3.1805,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.343,-7.606,1.723,0.211,0.901,0.116280,0.104634,0.727341,0.020901,0.030844
732,734.50,2.000,-16.509,0.9775,4.6454,0.0000,46.9143,2.1302,11.2463,0.0000,35.5490,1.0115,3.1486,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.334,-7.600,1.721,0.210,0.900,0.115139,0.103797,0.729255,0.021017,0.030793
733,734.00,2.000,-16.563,0.9769,4.6460,0.0000,46.9514,2.1262,11.1554,0.0000,35.6329,1.0169,3.1172,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.326,-7.594,1.719,0.210,0.899,0.114015,0.102979,0.731133,0.021132,0.030741
734,733.50,2.000,-16.617,0.9763,4.6467,0.0000,46.9876,2.1222,11.0665,0.0000,35.7153,1.0222,3.0862,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.317,-7.588,1.717,0.210,0.898,0.112907,0.102181,0.732977,0.021247,0.030689
735,733.00,2.000,-16.670,0.9757,4.6474,0.0000,47.0229,2.1181,10.9797,0.0000,35.7960,1.0275,3.0558,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.308,-7.582,1.715,0.210,0.897,0.111815,0.101400,0.734787,0.021361,0.030637
736,732.50,2.000,-16.723,0.9751,4.6480,0.0000,47.0574,2.1140,10.8948,0.0000,35.8752,1.0328,3.0257,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.300,-7.576,1.714,0.210,0.896,0.110738,0.100637,0.736565,0.021476,0.030584
737,732.00,2.000,-16.775,0.9745,4.6487,0.0000,47.0912,2.1099,10.8118,0.0000,35.9530,1.0381,2.9961,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.291,-7.570,1.712,0.210,0.895,0.109677,0.099890,0.738311,0.021590,0.030531
738,731.50,2.000,-16.827,0.9739,4.6493,0.0000,47.1241,2.1058,10.7305,0.0000,36.0292,1.0433,2.9669,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.282,-7.564,1.710,0.209,0.894,0.108631,0.099160,0.740027,0.021704,0.030478
739,731.00,2.000,-16.878,0.9733,4.6500,0.0000,47.1563,2.1017,10.6511,0.0000,36.1041,1.0486,2.9382,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.273,-7.558,1.708,0.209,0.893,0.107600,0.098445,0.741712,0.021818,0.030425
740,730.50,2.000,-16.929,0.9727,4.6506,0.0000,47.1878,2.0976,10.5733,0.0000,36.1776,1.0539,2.9098,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.265,-7.552,1.706,0.209,0.892,0.106583,0.097745,0.743369,0.021932,0.030371
741,730.00,2.000,-16.980,0.9721,4.6512,0.0000,47.2186,2.0935,10.4971,0.0000,36.2498,1.0591,2.8819,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.256,-7.546,1.705,0.209,0.891,0.105580,0.097060,0.744998,0.022046,0.030317
742,729.50,2.000,-17.030,0.9715,4.6519,0.0000,47.2487,2.0894,10.4225,0.0000,36.3207,1.0644,2.8543,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.247,-7.540,1.703,0.209,0.890,0.104590,0.096388,0.746599,0.022160,0.030263
743,729.00,2.000,-17.079,0.9709,4.6525,0.0000,47.2782,2.0852,10.3493,0.0000,36.3904,1.0696,2.8272,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.239,-7.534,1.701,0.209,0.889,0.103614,0.095730,0.748173,0.022273,0.030209
744,728.50,2.000,-17.129,0.9703,4.6531,0.0000,47.3071,2.0811,10.2777,0.0000,36.4588,1.0749,2.8004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.230,-7.528,1.699,0.209,0.888,0.102651,0.095086,0.749721,0.022387,0.030155
745,728.00,2.000,-17.177,0.9697,4.6537,0.0000,47.3354,2.0770,10.2075,0.0000,36.5261,1.0802,2.7739,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.221,-7.522,1.697,0.208,0.888,0.101701,0.094453,0.751244,0.022501,0.030101
746,727.50,2.000,-17.226,0.9691,4.6544,0.0000,47.3631,2.0729,10.1386,0.0000,36.5921,1.0854,2.7478,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.213,-7.516,1.696,0.208,0.887,0.100763,0.093834,0.752742,0.022615,0.030047
747,727.00,2.000,-17.274,0.9685,4.6550,0.0000,47.3903,2.0688,10.0711,0.0000,36.6571,1.0907,2.7221,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.204,-7.510,1.694,0.208,0.886,0.099837,0.093225,0.754216,0.022728,0.029993
748,726.50,2.000,-17.321,0.9679,4.6556,0.0000,47.4169,2.0647,10.0048,0.0000,36.7210,1.0960,2.6967,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.196,-7.504,1.692,0.208,0.885,0.098924,0.092629,0.755666,0.022842,0.029939
749,726.00,2.000,-17.369,0.9673,4.6562,0.0000,47.4430,2.0605,9.9398,0.0000,36.7838,1.1012,2.6716,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.187,-7.498,1.690,0.208,0.884,0.098022,0.092043,0.757094,0.022957,0.029884
750,725.50,2.000,-17.415,0.9667,4.6568,0.0000,47.4686,2.0564,9.8760,0.0000,36.8455,1.1065,2.6469,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.179,-7.493,1.689,0.208,0.883,0.097131,0.091469,0.758499,0.023071,0.029830
751,725.00,2.000,-17.462,0.9661,4.6574,0.0000,47.4937,2.0524,9.8134,0.0000,36.9063,1.1118,2.6225,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.171,-7.487,1.687,0.207,0.882,0.096252,0.090905,0.759882,0.023185,0.029776
752,724.50,2.000,-17.508,0.9655,4.6580,0.0000,47.5183,2.0483,9.7519,0.0000,36.9660,1.1171,2.5984,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.163,-7.481,1.685,0.207,0.881,0.095384,0.090350,0.761244,0.023300,0.029722
753,724.00,2.000,-17.554,0.9650,4.6586,0.0000,47.5425,2.0442,9.6915,0.0000,37.0248,1.1224,2.5746,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.154,-7.476,1.684,0.207,0.881,0.094526,0.089806,0.762585,0.023415,0.029668
754,723.50,2.000,-17.600,0.9644,4.6591,0.0000,47.5662,2.0402,9.6321,0.0000,37.0826,1.1278,2.5511,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.146,-7.470,1.682,0.207,0.880,0.093679,0.089271,0.763905,0.023530,0.029614
755,723.00,2.000,-17.645,0.9638,4.6597,0.0000,47.5895,2.0361,9.5738,0.0000,37.1395,1.1331,2.5279,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.138,-7.464,1.680,0.207,0.879,0.092843,0.088746,0.765205,0.023645,0.029561
756,722.50,2.000,-17.686,0.9499,4.6605,0.0000,47.6078,2.0309,9.5295,0.0000,37.1633,1.1602,2.5084,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.004,-7.356,1.655,0.204,0.866,0.092140,0.088348,0.765809,0.024214,0.029490
757,722.00,2.000,-17.730,0.9491,4.6610,0.0000,47.6299,2.0282,9.4725,0.0000,37.2177,1.1661,2.4856,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-8.994,-7.348,1.653,0.204,0.865,0.091318,0.087834,0.767052,0.024342,0.029454
758,721.50,2.000,-17.774,0.9483,4.6616,0.0000,47.6515,2.0254,9.4166,0.0000,37.2713,1.1721,2.4631,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-8.984,-7.341,1.651,0.203,0.864,0.090505,0.087329,0.768276,0.024471,0.029419
759,721.00,2.000,-17.818,0.9476,4.6621,0.0000,47.6728,2.0226,9.3616,0.0000,37.3239,1.1781,2.4409,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-8.974,-7.334,1.649,0.203,0.863,0.089703,0.086833,0.769481,0.024600,0.029383
760,720.50,2.000,-17.862,0.9468,4.6627,0.0000,47.6937,2.0199,9.3076,0.0000,37.3757,1.1842,2.4189,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-8.964,-7.327,1.647,0.203,0.862,0.088910,0.086345,0.770667,0.024730,0.029348
761,720.00,2.000,-17.905,0.9460,4.6633,0.0000,47.7142,2.0172,9.2545,0.0000,37.4267,1.1903,2.3972,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-8.954,-7.320,1.645,0.203,0.861,0.088127,0.085865,0.771835,0.024861,0.029312
762,719.50,2.000,-17.949,0.9453,4.6638,0.0000,47.7344,2.0144,9.2022,0.0000,37.4768,1.1964,2.3758,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-8.945,-7.314,1.643,0.203,0.860,0.087353,0.085393,0.772985,0.024992,0.029277
763,719.00,2.000,-17.991,0.9446,4.6643,0.0000,47.7542,2.0117,9.1509,0.0000,37.5261,1.2025,2.3547,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-8.935,-7.307,1.642,0.203,0.859,0.086587,0.084929,0.774118,0.025124,0.029242
764,718.50,2.000,-18.034,0.9438,4.6649,0.0000,47.7736,2.0090,9.1003,0.0000,37.5746,1.2087,2.3338,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-8.926,-7.300,1.640,0.202,0.858,0.085831,0.084473,0.775233,0.025256,0.029207
765,718.00,2.000,-18.076,0.9431,4.6654,0.0000,47.7928,2.0063,9.0506,0.0000,37.6224,1.2149,2.3131,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-8.917,-7.294,1.638,0.202,0.857,0.085084,0.084023,0.776331,0.025390,0.029172
766,717.50,2.000,-18.118,0.9424,4.6660,0.0000,47.8116,2.0036,9.0017,0.0000,37.6694,1.2211,2.2927,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-8.908,-7.287,1.636,0.202,0.856,0.084344,0.083581,0.777413,0.025524,0.029137
767,717.00,2.000,-18.160,0.9417,4.6665,0.0000,47.8300,2.0009,8.9536,0.0000,37.7156,1.2274,2.2725,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-8.899,-7.281,1.634,0.202,0.855,0.083614,0.083146,0.778479,0.025658,0.029102
768,716.50,2.000,-18.202,0.9410,4.6670,0.0000,47.8482,1.9983,8.9062,0.0000,37.7611,1.2337,2.2525,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-8.890,-7.275,1.632,0.202,0.854,0.082891,0.082718,0.779529,0.025794,0.029068
769,716.00,2.000,-18.243,0.9404,4.6676,0.0000,47.8660,1.9956,8.8596,0.0000,37.8059,1.2400,2.2328,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-8.881,-7.269,1.630,0.201,0.853,0.082176,0.082297,0.780563,0.025931,0.029033
770,715.50,2.000,-18.284,0.9397,4.6681,0.0000,47.8836,1.9930,8.8137,0.0000,37.8500,1.2464,2.2133,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-8.873,-7.263,1.629,0.201,0.852,0.081470,0.081882,0.781581,0.026068,0.028999
771,715.00,2.000,-18.325,0.9391,4.6686,0.0000,47.9009,1.9904,8.7685,0.0000,37.8934,1.2529,2.1940,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-8.864,-7.257,1.627,0.201,0.852,0.080771,0.081473,0.782585,0.026207,0.028965
772,714.50,2.000,-18.365,0.9384,4.6691,0.0000,47.9179,1.9878,8.7239,0.0000,37.9361,1.2594,2.1749,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-8.856,-7.251,1.625,0.201,0.851,0.080079,0.081070,0.783574,0.026346,0.028931
773,714.00,2.000,-18.406,0.9378,4.6696,0.0000,47.9346,1.9852,8.6801,0.0000,37.9782,1.2659,2.1560,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-8.848,-7.245,1.623,0.201,0.850,0.079395,0.080673,0.784548,0.026487,0.028897
774,713.50,2.000,-18.446,0.9372,4.6702,0.0000,47.9511,1.9826,8.6369,0.0000,38.0196,1.2725,2.1374,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-8.839,-7.239,1.622,0.201,0.849,0.078718,0.080283,0.785508,0.026628,0.028864
775,713.00,2.000,-18.486,0.9366,4.6707,0.0000,47.9673,1.9800,8.5943,0.0000,38.0603,1.2792,2.1189,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-8.831,-7.234,1.620,0.201,0.848,0.078048,0.079898,0.786453,0.026771,0.028830
776,712.50,2.000,-18.525,0.9360,4.6712,0.0000,47.9832,1.9775,8.5524,0.0000,38.1004,1.2859,2.1006,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-8.823,-7.228,1.618,0.200,0.847,0.077385,0.079518,0.787385,0.026915,0.028797
777,712.00,2.000,-18.565,0.9354,4.6717,0.0000,47.9989,1.9750,8.5110,0.0000,38.1399,1.2927,2.0825,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-8.816,-7.223,1.617,0.200,0.847,0.076729,0.079144,0.788303,0.027060,0.028764
778,711.50,2.000,-18.604,0.9348,4.6722,0.0000,48.0143,1.9725,8.4703,0.0000,38.1787,1.2995,2.0646,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-8.808,-7.217,1.615,0.200,0.846,0.076079,0.078775,0.789207,0.027207,0.028731
779,711.00,2.000,-18.643,0.9342,4.6727,0.0000,48.0295,1.9700,8.4302,0.0000,38.2170,1.3064,2.0469,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-8.800,-7.212,1.614,0.200,0.845,0.075437,0.078412,0.790099,0.027355,0.028698
780,710.50,2.000,-18.682,0.9337,4.6732,0.0000,48.0445,1.9675,8.3906,0.0000,38.2546,1.3134,2.0294,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-8.793,-7.207,1.612,0.200,0.844,0.074800,0.078053,0.790977,0.027504,0.028666
781,710.00,2.000,-18.721,0.9331,4.6737,0.0000,48.0593,1.9650,8.3515,0.0000,38.2917,1.3204,2.0121,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-8.786,-7.202,1.611,0.200,0.844,0.074170,0.077700,0.791842,0.027655,0.028633
782,709.50,2.000,-18.759,0.9326,4.6742,0.0000,48.0738,1.9626,8.3130,0.0000,38.3282,1.3276,1.9949,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-8.778,-7.197,1.609,0.200,0.843,0.073546,0.077352,0.792694,0.027808,0.028601
783,709.00,2.000,-18.798,0.9321,4.6747,0.0000,48.0881,1.9601,8.2751,0.0000,38.3640,1.3348,1.9779,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-8.771,-7.192,1.608,0.199,0.842,0.072927,0.077008,0.793533,0.027963,0.028569
784,708.50,2.000,-18.836,0.9315,4.6752,0.0000,48.1022,1.9577,8.2377,0.0000,38.3993,1.3421,1.9610,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-8.764,-7.188,1.606,0.199,0.842,0.072315,0.076669,0.794360,0.028119,0.028538
785,708.00,2.000,-18.874,0.9310,4.6757,0.0000,48.1161,1.9553,8.2007,0.0000,38.4341,1.3494,1.9443,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-8.757,-7.183,1.605,0.199,0.841,0.071709,0.076334,0.795174,0.028277,0.028506
786,707.50,2.000,-18.912,0.9306,4.6761,0.0000,48.1297,1.9530,8.1643,0.0000,38.4683,1.3569,1.9278,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-8.751,-7.178,1.603,0.199,0.840,0.071108,0.076004,0.795976,0.028437,0.028475
787,707.00,2.000,-18.948,0.9308,4.6767,0.0000,48.1408,1.9513,8.1334,0.0000,38.4880,1.3739,1.9127,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-8.751,-7.180,1.603,0.199,0.840,0.070557,0.075724,0.796469,0.028796,0.028453
788,706.50,2.000,-18.970,0.9368,4.6778,0.0000,48.1312,1.9550,8.1456,0.0000,38.3905,1.4696,1.9082,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-8.808,-7.227,1.614,0.200,0.845,0.070391,0.075839,0.794460,0.030802,0.028508
789,706.00,2.000,-18.991,0.9420,4.6788,0.0000,48.1218,1.9581,8.1576,0.0000,38.2973,1.5616,1.9035,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-8.857,-7.269,1.623,0.201,0.850,0.070219,0.075952,0.792545,0.032730,0.028554
790,705.50,2.000,-19.013,0.9466,4.6798,0.0000,48.1129,1.9608,8.1694,0.0000,38.2084,1.6500,1.8986,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-8.901,-7.305,1.631,0.202,0.853,0.070040,0.076063,0.790720,0.034584,0.028593
791,705.00,2.000,-19.035,0.9507,4.6808,0.0000,48.1043,1.9629,8.1806,0.0000,38.1235,1.7350,1.8936,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-8.939,-7.338,1.638,0.203,0.857,0.069857,0.076170,0.788981,0.036368,0.028625
792,704.50,2.000,-19.057,0.9544,4.6818,0.0000,48.0961,1.9648,8.1914,0.0000,38.0424,1.8170,1.8884,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-8.974,-7.367,1.644,0.204,0.860,0.069668,0.076272,0.787322,0.038085,0.028653
