Index,T (C),P (kbars),log(10) f O2,mass (gm),rho (gm/cc),wt% SiO2,wt% TiO2,wt% Al2O3,wt% Fe2O3,wt% Cr2O3,wt% FeO,wt% MnO,wt% MgO,wt% NiO,wt% CoO,wt% CaO,wt% Na2O,wt% K2O,wt% P2O5,wt% H2O,wt% CO2,wt% SO3,wt% Cl2O-1,wt% F2O-1,G (kJ),H (kJ),S (J/K),V (cc),Cp (J/K),      h2oduan,      co2duan
756,722.50,2.000,-17.686,1.8348,0.4805,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-39.463,-23.505,16.028,3.818,7.670,1.000000,0.000000
757,722.00,2.000,-17.730,1.8512,0.4809,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-39.806,-23.718,16.166,3.849,7.741,1.000000,0.000000
758,721.50,2.000,-17.774,1.8673,0.4813,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-40.144,-23.928,16.303,3.879,7.811,1.000000,0.000000
759,721.00,2.000,-17.818,1.8831,0.4817,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-40.477,-24.135,16.438,3.909,7.880,1.000000,0.000000
760,720.50,2.000,-17.862,1.8988,0.4821,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-40.805,-24.340,16.570,3.939,7.948,1.000000,0.000000
761,720.00,2.000,-17.905,1.9143,0.4825,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-41.129,-24.542,16.701,3.967,8.015,1.000000,0.000000
762,719.50,2.000,-17.949,1.9295,0.4829,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-41.449,-24.742,16.830,3.996,8.081,1.000000,0.000000
763,719.00,2.000,-17.991,1.9446,0.4833,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-41.764,-24.939,16.958,4.024,8.147,1.000000,0.000000
764,718.50,2.000,-18.034,1.9595,0.4837,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-42.075,-25.134,17.083,4.051,8.212,1.000000,0.000000
765,718.00,2.000,-18.076,1.9742,0.4840,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-42.381,-25.327,17.207,4.078,8.276,1.000000,0.000000
766,717.50,2.000,-18.118,1.9887,0.4844,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-42.684,-25.517,17.329,4.105,8.339,1.000000,0.000000
767,717.00,2.000,-18.160,2.0030,0.4848,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-42.983,-25.705,17.450,4.131,8.402,1.000000,0.000000
768,716.50,2.000,-18.202,2.0172,0.4852,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-43.279,-25.891,17.569,4.157,8.464,1.000000,0.000000
769,716.00,2.000,-18.243,2.0312,0.4856,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-43.570,-26.075,17.687,4.183,8.526,1.000000,0.000000
770,715.50,2.000,-18.284,2.0450,0.4860,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-43.859,-26.257,17.803,4.208,8.586,1.000000,0.000000
771,715.00,2.000,-18.325,2.0587,0.4864,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-44.143,-26.438,17.918,4.233,8.646,1.000000,0.000000
772,714.50,2.000,-18.365,2.0723,0.4868,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-44.425,-26.616,18.031,4.257,8.706,1.000000,0.000000
773,714.00,2.000,-18.406,2.0857,0.4872,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-44.703,-26.792,18.144,4.281,8.765,1.000000,0.000000
774,713.50,2.000,-18.446,2.0989,0.4876,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-44.978,-26.967,18.254,4.305,8.823,1.000000,0.000000
775,713.00,2.000,-18.486,2.1120,0.4880,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-45.250,-27.140,18.364,4.328,8.881,1.000000,0.000000
776,712.50,2.000,-18.525,2.1250,0.4884,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-45.519,-27.311,18.472,4.351,8.939,1.000000,0.000000
777,712.00,2.000,-18.565,2.1379,0.4888,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-45.785,-27.481,18.580,4.374,8.995,1.000000,0.000000
778,711.50,2.000,-18.604,2.1506,0.4892,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-46.048,-27.649,18.686,4.396,9.052,1.000000,0.000000
779,711.00,2.000,-18.643,2.1632,0.4896,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-46.309,-27.816,18.791,4.419,9.108,1.000000,0.000000
780,710.50,2.000,-18.682,2.1757,0.4900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-46.567,-27.981,18.895,4.440,9.163,1.000000,0.000000
781,710.00,2.000,-18.721,2.1881,0.4904,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-46.823,-28.145,18.997,4.462,9.218,1.000000,0.000000
782,709.50,2.000,-18.759,2.2004,0.4908,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-47.076,-28.308,19.099,4.484,9.272,1.000000,0.000000
783,709.00,2.000,-18.798,2.2126,0.4912,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-47.327,-28.469,19.200,4.505,9.326,1.000000,0.000000
784,708.50,2.000,-18.836,2.2247,0.4916,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-47.575,-28.629,19.300,4.526,9.380,1.000000,0.000000
785,708.00,2.000,-18.874,2.2366,0.4920,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-47.822,-28.788,19.400,4.546,9.433,1.000000,0.000000
786,707.50,2.000,-18.912,2.2485,0.4924,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-48.067,-28.946,19.498,4.567,9.486,1.000000,0.000000
787,707.00,2.000,-18.948,2.2761,0.4928,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-48.645,-29.305,19.732,4.619,9.605,1.000000,0.000000
788,706.50,2.000,-18.970,2.4220,0.4932,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-51.754,-31.189,20.992,4.911,10.224,1.000000,0.000000
789,706.00,2.000,-18.991,2.5428,0.4936,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-54.324,-32.750,22.033,5.152,10.737,1.000000,0.000000
790,705.50,2.000,-19.013,2.6441,0.4940,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-56.477,-34.061,22.905,5.353,11.169,1.000000,0.000000
791,705.00,2.000,-19.035,2.7301,0.4944,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-58.303,-35.175,23.645,5.522,11.535,1.000000,0.000000
792,704.50,2.000,-19.057,2.8039,0.4948,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-59.867,-36.132,24.278,5.667,11.851,1.000000,0.000000
793,704.00,2.000,-19.079,2.8679,0.4952,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-61.219,-36.961,24.825,5.791,12.124,
