Index,T (C),P (kbars),log(10) f O2,mass (gm),rho (gm/cc),wt% SiO2,wt% TiO2,wt% Al2O3,wt% Fe2O3,wt% Cr2O3,wt% FeO,wt% MnO,wt% MgO,wt% NiO,wt% CoO,wt% CaO,wt% Na2O,wt% K2O,wt% P2O5,wt% H2O,wt% CO2,wt% SO3,wt% Cl2O-1,wt% F2O-1,G (kJ),H (kJ),S (J/K),V (cc),Cp (J/K),      h2oduan,      co2duan
666,767.50,2.000,-15.309,0.6450,0.4477,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-14.128,-8.143,5.752,1.441,2.615,1.000000,0.000000
667,767.00,2.000,-15.313,0.6498,0.4481,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-14.231,-8.205,5.793,1.450,2.635,1.000000,0.000000
668,766.50,2.000,-15.317,0.6546,0.4484,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-14.333,-8.267,5.835,1.460,2.656,1.000000,0.000000
669,766.00,2.000,-15.322,0.6594,0.4487,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-14.435,-8.329,5.876,1.469,2.676,1.000000,0.000000
670,765.50,2.000,-15.326,0.6642,0.4491,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-14.536,-8.390,5.917,1.479,2.696,1.000000,0.000000
671,765.00,2.000,-15.330,0.6689,0.4494,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-14.637,-8.452,5.958,1.488,2.717,1.000000,0.000000
672,764.50,2.000,-15.334,0.6736,0.4498,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-14.738,-8.513,5.999,1.498,2.737,1.000000,0.000000
673,764.00,2.000,-15.338,0.6783,0.4501,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-14.838,-8.574,6.040,1.507,2.757,1.000000,0.000000
674,763.50,2.000,-15.342,0.6830,0.4505,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-14.938,-8.635,6.080,1.516,2.777,1.000000,0.000000
675,763.00,2.000,-15.346,0.6877,0.4508,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-15.037,-8.695,6.121,1.526,2.797,1.000000,0.000000
676,762.50,2.000,-15.350,0.6924,0.4512,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-15.136,-8.756,6.161,1.535,2.817,1.000000,0.000000
677,762.00,2.000,-15.354,0.6971,0.4515,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-15.235,-8.816,6.201,1.544,2.837,1.000000,0.000000
678,761.50,2.000,-15.358,0.7017,0.4519,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-15.333,-8.876,6.241,1.553,2.857,1.000000,0.000000
679,761.00,2.000,-15.362,0.7063,0.4522,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-15.431,-8.936,6.280,1.562,2.877,1.000000,0.000000
680,760.50,2.000,-15.366,0.7109,0.4526,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-15.528,-8.995,6.320,1.571,2.897,1.000000,0.000000
681,760.00,2.000,-15.371,0.7155,0.4529,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-15.625,-9.055,6.359,1.580,2.916,1.000000,0.000000
682,759.50,2.000,-15.375,0.7201,0.4533,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-15.722,-9.114,6.398,1.589,2.936,1.000000,0.000000
683,759.00,2.000,-15.379,0.7246,0.4536,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-15.818,-9.173,6.437,1.597,2.956,1.000000,0.000000
684,758.50,2.000,-15.383,0.7292,0.4540,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-15.914,-9.232,6.476,1.606,2.975,1.000000,0.000000
685,758.00,2.000,-15.387,0.7337,0.4543,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-16.009,-9.291,6.515,1.615,2.995,1.000000,0.000000
686,757.50,2.000,-15.391,0.7382,0.4547,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-16.105,-9.350,6.554,1.624,3.014,1.000000,0.000000
687,757.00,2.000,-15.395,0.7427,0.4550,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-16.199,-9.408,6.592,1.632,3.034,1.000000,0.000000
688,756.50,2.000,-15.399,0.7472,0.4554,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-16.294,-9.467,6.631,1.641,3.053,1.000000,0.000000
689,756.00,2.000,-15.403,0.7517,0.4557,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-16.388,-9.525,6.669,1.649,3.072,1.000000,0.000000
690,755.50,2.000,-15.407,0.7561,0.4561,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-16.482,-9.583,6.707,1.658,3.092,1.000000,0.000000
691,755.00,2.000,-15.411,0.7606,0.4564,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-16.575,-9.641,6.745,1.666,3.111,1.000000,0.000000
692,754.50,2.000,-15.415,0.7650,0.4568,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-16.668,-9.698,6.782,1.675,3.130,1.000000,0.000000
693,754.00,2.000,-15.419,0.7694,0.4572,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-16.761,-9.756,6.820,1.683,3.149,1.000000,0.000000
694,753.50,2.000,-15.423,0.7738,0.4575,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-16.853,-9.813,6.857,1.691,3.168,1.000000,0.000000
695,753.00,2.000,-15.427,0.7782,0.4579,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-16.945,-9.870,6.895,1.700,3.187,1.000000,0.000000
696,752.50,2.000,-15.431,0.7825,0.4582,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-17.037,-9.927,6.932,1.708,3.206,1.000000,0.000000
697,752.00,2.000,-15.436,0.7869,0.4586,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-17.128,-9.984,6.969,1.716,3.225,1.000000,0.000000
698,751.50,2.000,-15.440,0.7912,0.4589,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-17.219,-10.041,7.006,1.724,3.244,1.000000,0.000000
699,751.00,2.000,-15.444,0.7956,0.4593,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-17.310,-10.098,7.042,1.732,3.263,1.000000,0.000000
700,750.50,2.000,-15.448,0.7999,0.4597,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-17.400,-10.154,7.079,1.740,3.282,1.000000,0.000000
701,750.00,2.000,-15.452,0.8042,0.4600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-17.490,-10.210,7.115,1.748,3.301,1.000000,0.000000
702,749.50,2.000,-15.456,0.8085,0.4604,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-17.580,-10.266,7.152,1.756,3.319,1.000000,0.000000
703,749.00,2.000,-15.460,0.8127,0.4607,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-17.669,-10.322,7.188,1.764,3.338,1.000000,0.000000
704,748.50,2.000,-15.464,0.8170,0.4611,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-17.758,-10.378,7.224,1.772,3.357,1.000000,0.000000
705,748.00,2.000,-15.471,0.8214,0.4615,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-17.850,-10.435,7.261,1.780,3.376,1.000000,0.000000
706,747.50,2.000,-15.486,0.8261,0.4618,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-17.949,-10.497,7.301,1.789,3.397,1.000000,0.000000
707,747.00,2.000,-15.500,0.8308,0.4622,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-18.047,-10.558,7.341,1.798,3.417,1.000000,0.000000
708,746.50,2.000,-15.515,0.8355,0.4625,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-18.145,-10.620,7.381,1.806,3.437,1.000000,0.000000
709,746.00,2.000,-15.530,0.8401,0.4629,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-18.243,-10.681,7.420,1.815,3.458,1.000000,0.000000
710,745.50,2.000,-15.545,0.8448,0.4633,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-18.340,-10.741,7.459,1.824,3.478,1.000000,0.000000
711,745.00,2.000,-15.559,0.8494,0.4636,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-18.436,-10.802,7.498,1.832,3.498,1.000000,0.000000
712,744.50,2.000,-15.574,0.8540,0.4640,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-18.533,-10.862,7.537,1.841,3.519,1.000000,0.000000
713,744.00,2.000,-15.589,0.8586,0.4644,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-18.628,-10.922,7.576,1.849,3.539,1.000000,0.000000
714,743.50,2.000,-15.603,0.8632,0.4647,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-18.724,-10.982,7.615,1.857,3.559,1.000000,0.000000
715,743.00,2.000,-15.618,0.8677,0.4651,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-18.819,-11.042,7.653,1.866,3.579,1.000000,0.000000
716,742.50,2.000,-15.643,0.8887,0.4655,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-19.269,-11.310,7.836,1.909,3.666,1.000000,0.000000
717,742.00,2.000,-15.672,0.9138,0.4658,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-19.809,-11.632,8.056,1.962,3.771,1.000000,0.000000
718,741.50,2.000,-15.700,0.9385,0.4662,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-20.342,-11.949,8.272,2.013,3.875,1.000000,0.000000
719,741.00,2.000,-15.746,0.9668,0.4666,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-20.950,-12.311,8.519,2.072,3.993,1.000000,0.000000
720,740.50,2.000,-15.808,0.9983,0.4669,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-21.629,-12.714,8.795,2.138,4.124,1.000000,0.000000
721,740.00,2.000,-15.871,1.0290,0.4673,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-22.290,-13.107,9.063,2.202,4.253,1.000000,0.000000
722,739.50,2.000,-15.932,1.0589,0.4677,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-22.932,-13.490,9.324,2.264,4.378,1.000000,0.000000
723,739.00,2.000,-15.993,1.0881,0.4680,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-23.559,-13.864,9.579,2.325,4.500,1.000000,0.000000
724,738.50,2.000,-16.053,1.1165,0.4684,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-24.169,-14.228,9.827,2.383,4.619,1.000000,0.000000
725,738.00,2.000,-16.112,1.1442,0.4688,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-24.764,-14.584,10.068,2.441,4.735,1.000000,0.000000
726,737.50,2.000,-16.170,1.1712,0.4692,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-25.344,-14.931,10.304,2.496,4.848,1.000000,0.000000
727,737.00,2.000,-16.228,1.1977,0.4695,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-25.911,-15.270,10.534,2.551,4.959,1.000000,0.000000
728,736.50,2.000,-16.286,1.2235,0.4699,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-26.464,-15.602,10.758,2.604,5.068,1.000000,0.000000
729,736.00,2.000,-16.342,1.2487,0.4703,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-27.004,-15.926,10.978,2.655,5.174,1.000000,0.000000
730,735.50,2.000,-16.398,1.2734,0.4707,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-27.532,-16.243,11.192,2.706,5.278,1.000000,0.000000
731,735.00,2.000,-16.454,1.2975,0.4710,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-28.048,-16.554,11.401,2.755,5.380,1.000000,0.000000
732,734.50,2.000,-16.509,1.3211,0.4714,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-28.552,-16.858,11.606,2.802,5.480,1.000000,0.000000
733,734.00,2.000,-16.563,1.3442,0.4718,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-29.046,-17.155,11.806,2.849,5.577,1.000000,0.000000
734,733.50,2.000,-16.617,1.3668,0.4722,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-29.529,-17.447,12.002,2.895,5.673,1.000000,0.000000
735,733.00,2.000,-16.670,1.3890,0.4725,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-30.002,-17.733,12.194,2.940,5.767,1.000000,0.000000
736,732.50,2.000,-16.723,1.4108,0.4729,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-30.465,-18.013,12.382,2.983,5.859,1.000000,0.000000
737,732.00,2.000,-16.775,1.4321,0.4733,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-30.919,-18.289,12.566,3.026,5.950,1.000000,0.000000
738,731.50,2.000,-16.827,1.4530,0.4737,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-31.364,-18.558,12.746,3.068,6.039,1.000000,0.000000
739,731.00,2.000,-16.878,1.4735,0.4740,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-31.800,-18.823,12.923,3.108,6.126,1.000000,0.000000
740,730.50,2.000,-16.929,1.4936,0.4744,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-32.228,-19.084,13.097,3.148,6.212,1.000000,0.000000
741,730.00,2.000,-16.980,1.5133,0.4748,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-32.648,-19.339,13.267,3.187,6.296,1.000000,0.000000
742,729.50,2.000,-17.030,1.5327,0.4752,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-33.059,-19.590,13.434,3.226,6.379,1.000000,0.000000
743,729.00,2.000,-17.079,1.5518,0.4756,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-33.464,-19.837,13.597,3.263,6.460,1.000000,0.000000
744,728.50,2.000,-17.129,1.5705,0.4759,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-33.861,-20.080,13.758,3.300,6.540,1.000000,0.000000
745,728.00,2.000,-17.177,1.5889,0.4763,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-34.251,-20.318,13.916,3.336,6.619,1.000000,0.000000
746,727.50,2.000,-17.226,1.6070,0.4767,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-34.634,-20.553,14.071,3.371,6.696,1.000000,0.000000
747,727.00,2.000,-17.274,1.6248,0.4771,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-35.010,-20.784,14.224,3.406,6.773,1.000000,0.000000
748,726.50,2.000,-17.321,1.6424,0.4775,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-35.380,-21.012,14.374,3.440,6.848,1.000000,0.000000
749,726.00,2.000,-17.369,1.6596,0.4779,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-35.744,-21.236,14.521,3.473,6.922,1.000000,0.000000
750,725.50,2.000,-17.415,1.6766,0.4782,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-36.102,-21.456,14.666,3.506,6.995,1.000000,0.000000
751,725.00,2.000,-17.462,1.6933,0.4786,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-36.455,-21.673,14.809,3.538,7.067,1.000000,0.000000
752,724.50,2.000,-17.508,1.7097,0.4790,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-36.801,-21.888,14.949,3.569,7.138,1.000000,0.000000
753,724.00,2.000,-17.554,1.7259,0.4794,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-37.143,-22.099,15.087,3.600,7.208,1.000000,0.000000
754,723.50,2.000,-17.600,1.7419,0.4798,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-37.479,-22.307,15.223,3.631,7.277,1.000000,0.000000
755,723.00,2.000,-17.645,1.7576,0.4802,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-37.809,-22.512,15.357,3.660,7.345,1.000000,0.000000
