Index,T (C),P (kbars),log(10) f O2,liq mass (gm),liq rho (gm/cc),wt% SiO2,wt% TiO2,wt% Al2O3,wt% Fe2O3,wt% Cr2O3,wt% FeO,wt% MnO,wt% MgO,wt% NiO,wt% CoO,wt% CaO,wt% Na2O,wt% K2O,wt% P2O5,wt% H2O,wt% CO2,wt% SO3,wt% Cl2O-1,wt% F2O-1,liq G (kJ),liq H (kJ),liq S (J/K),liq V (cc),liq Cp (J/K),activity SiO2,activity TiO2,activity Al2O3,activity Fe2O3,activity MgCr2O4,activity Fe2SiO4,activity MnSi0.5O2,activity Mg2SiO4,activity NiSi0.5O2,activity CoSi0.5O2,activity CaSiO3,activity Na2SiO3,activity KAlSiO4,activity Ca3(PO4)2,activity CO2,activity SO3,activity Cl2O-1,activity F2O-1,activity H2O,liq vis (log 10 poise),sol mass (gm),sol rho (gm/cc),sol G (kJ),sol H (kJ),sol S (J/K),sol V (cc),sol Cp (J/K),sys G (kJ),sys H (kJ),sys S (J/K),sys V (cc),sys Cp (J/K),sys dVdT (cc/K),sys dVdP (cc/bar),sys alpha (1/K),sys beta (1/bar),liq dVdT (cc/K),liq dVdP (cc/bar),liq alpha (1/K),liq beta (1/bar)
1,1100.00,2.000,-8.795,9.9999999999999e+01,2.2777,63.9158,0.6182,15.1641,0.8158,0.0000,3.0516,0.0837,2.0400,0.0000,0.0000,4.2767,3.4661,2.5267,0.1676,3.8737,0.0000,0.0000,0.0000,0.0000,-1.6877953138819e+03,-1.2919125447131e+03,2.8830263931020e+02,4.3904585855190e+01,1.4162661864976e+02,4.7832456e-01,4.1780099e-02,6.0860344e-03,5.4934583e-03,2.8367999e+00,4.6328812e-02,1.6270993e-03,1.8627072e-02,1.5326936e+00,7.4892305e-01,3.8278642e-02,2.5357242e-05,7.3160934e-03,8.8844585e-02,5.7768908e-01,4.1639726e-01,4.1639726e-01,4.1639726e-01,1.2466744e-01,3.4507,0.0000000000000e+00,0.0000,0.0000000000000e+00,0.0000000000000e+00,0.0000000000000e+00,0.0000000000000e+00,0.0000000000000e+00,-1.6877953138819e+03,-1.2919125447131e+03, 2.8830263931020e+02, 4.3904585855190e+01, 1.4162661864976e+02, 4.1709165344373e-03,-3.5938501854508e-04, 9.4999564469057e-05, 8.1855918133573e-06, 4.1709165344373e-03,-3.5938501854508e-04, 9.4999564469057e-05, 8.1855918133573e-06
2,1099.50,2.000,-8.803,9.9999999999999e+01,2.2778,63.9158,0.6182,15.1641,0.8158,0.0000,3.0516,0.0837,2.0400,0.0000,0.0000,4.2767,3.4661,2.5267,0.1676,3.8737,0.0000,0.0000,0.0000,0.0000,-1.6876511754563e+03,-1.2919833575242e+03,2.8825106030819e+02,4.3902500396922e+01,1.4162462521346e+02,4.7831686e-01,4.1813571e-02,6.0805278e-03,5.4946286e-03,2.8390819e+00,4.6350624e-02,1.6275933e-03,1.8628468e-02,1.5335826e+00,7.4916198e-01,3.8276835e-02,2.5290949e-05,7.3121499e-03,8.9001127e-02,5.7781873e-01,4.1644105e-01,4.1644105e-01,4.1644105e-01,1.2474405e-01,3.4536,0.0000000000000e+00,0.0000,0.0000000000000e+00,0.0000000000000e+00,0.0000000000000e+00,0.0000000000000e+00,0.0000000000000e+00,-1.6876511754563e+03,-1.2919833575242e+03, 2.8825106030819e+02, 4.3902500396922e+01, 1.4162462521346e+02, 4.1709165344373e-03,-3.5941936935569e-04, 9.5004077142032e-05, 8.1867630796921e-06, 4.1709165344373e-03,-3.5941936935569e-04, 9.5004077142032e-05, 8.1867630796921e-06
3,1099.00,2.000,-8.810,9.9999999999999e+01,2.2779,63.9158,0.6182,15.1641,0.8158,0.0000,3.0516,0.0837,2.0400,0.0000,0.0000,4.2767,3.4661,2.5267,0.1676,3.8737,0.0000,0.0000,0.0000,0.0000,-1.6875070628246e+03,-1.2920541693378e+03,2.8819946324150e+02,4.3900414938655e+01,1.4162262853598e+02,4.7830915e-01,4.1847095e-02,6.0750221e-03,5.4958000e-03,2.8413673e+00,4.6372461e-02,1.6280879e-03,1.8629864e-02,1.5344727e+00,7.4940115e-01,3.8275027e-02,2.5224782e-05,7.3082057e-03,8.9158058e-02,5.7794851e-01,4.1648487e-01,4.1648487e-01,4.1648487e-01,1.2482077e-01,3.4564,0.0000000000000e+00,0.0000,0.0000000000000e+00,0.0000000000000e+00,0.0000000000000e+00,0.0000000000000e+00,0.0000000000000e+00,-1.6875070628246e+03,-1.2920541693378e+03, 2.8819946324150e+02, 4.3900414938655e+01, 1.4162262853598e+02, 4.1709165344373e-03,-3.5945372016630e-04, 9.5008590243750e-05, 8.1879344573072e-06, 4.1709165344373e-03,-3.5945372016630e-04, 9.5008590243750e-05, 8.1879344573072e-06
4,1098.50,2.000,-8.817,9.9999999999999e+01,2.2780,63.9158,0.6182,15.1641,0.8158,0.0000,3.0516,0.0837,2.0400,0.0000,0.0000,4.2767,3.4661,2.5267,0.1676,3.8737,0.0000,0.0000,0.0000,0.0000,-1.6873629759960e+03,-1.2921249801522e+03,2.8814784809814e+02,4.3898329480388e+01,1.4162062861464e+02,4.7830143e-01,4.1880669e-02,6.0695173e-03,5.4969725e-03,2.8436563e+00,4.6394325e-02,1.6285830e-03,1.8631262e-02,1.5353640e+00,7.4964057e-01,3.8273218e-02,2.5158740e-05,7.3042608e-03,8.9315382e-02,5.7807841e-01,4.1652873e-01,4.1652873e-01,4.1652873e-01,1.2489759e-01,3.4593,0.0000000000000e+00,0.0000,0.0000000000000e+00,0.0000000000000e+00,0.0000000000000e+00,0.0000000000000e+00,0.0000000000000e+00,-1.6873629759960e+03,-1.2921249801522e+03, 2.8814784809814e+02, 4.3898329480388e+01, 1.4162062861464e+02, 4.1709165344373e-03,-3.5948807097690e-04, 9.5013103774273e-05, 8.1891059462185e-06, 4.1709165344373e-03,-3.5948807097690e-04, 9.5013103774273e-05, 8.1891059462185e-06
5,1098.00,2.000,-8.825,9.9999999999999e+01,2.2781,63.9158,0.6182,15.1641,0.8158,0.0000,3.0516,0.0837,2.0400,0.0000,0.0000,4.2767,3.4661,2.5267,0.1676,3.8737,0.0000,0.0000,0.0000,0.0000,-1.6872189149795e+03,-1.2921957899659e+03,2.8809621486611e+02,4.3896244022121e+01,1.4161862544670e+02,4.7829371e-01,4.1914295e-02,6.0640136e-03,5.4981461e-03,2.8459488e+00,4.6416214e-02,1.6290786e-03,1.8632661e-02,1.5362565e+00,7.4988025e-01,3.8271408e-02,2.5092823e-05,7.3003151e-03,8.9473097e-02,5.7820843e-01,4.1657263e-01,4.1657263e-01,4.1657263e-01,1.2497451e-01,3.4622,0.0000000000000e+00,0.0000,0.0000000000000e+00,0.0000000000000e+00,0.0000000000000e+00,0.0000000000000e+00,0.0000000000000e+00,-1.6872189149795e+03,-1.2921957899659e+03, 2.8809621486611e+02, 4.3896244022121e+01, 1.4161862544670e+02, 4.1709165344373e-03,-3.5952242178751e-04, 9.5017617733660e-05, 8.1902775464420e-06, 4.1709165344373e-03,-3.5952242178751e-04, 9.5017617733660e-05, 8.1902775464420e-06
6,1097.50,2.000,-8.832,9.9999999999999e+01,2.2782,63.9158,0.6182,15.1641,0.8158,0.0000,3.0516,0.0837,2.0400,0.0000,0.0000,4.2767,3.4661,2.5267,0.1676,3.8737,0.0000,0.0000,0.0000,0.0000,-1.6870748797842e+03,-1.2922665987771e+03,2.8804456353341e+02,4.3894158563853e+01,1.4161661902945e+02,4.7828598e-01,4.1947973e-02,6.0585108e-03,5.4993208e-03,2.8482448e+00,4.6438131e-02,1.6295748e-03,1.8634061e-02,1.5371501e+00,7.5012017e-01,3.8269596e-02,2.5027030e-05,7.2963687e-03,8.9631207e-02,5.7833858e-01,4.1661656e-01,4.1661656e-01,4.1661656e-01,1.2505154e-01,3.4650,0.0000000000000e+00,0.0000,0.0000000000000e+00,0.0000000000000e+00,0.0000000000000e+00,0.0000000000000e+00,0.0000000000000e+00,-1.6870748797842e+03,-1.2922665987771e+03, 2.8804456353341e+02, 4.3894158563853e+01, 1.4161661902945e+02, 4.1709165344373e-03,-3.5955677259812e-04, 9.5022132121973e-05, 8.1914492579933e-06, 4.1709165344373e-03,-3.5955677259812e-04, 9.5022132121973e-05, 8.1914492579933e-06
7,1097.00,2.000,-8.839,9.9999999999999e+01,2.2783,63.9158,0.6182,15.1641,0.8158,0.0000,3.0516,0.0837,2.0400,0.0000,0.0000,4.2767,3.4661,2.5267,0.1676,3.8737,0.0000,0.0000,0.0000,0.0000,-1.6869308704190e+03,-1.2923374065844e+03,2.8799289408800e+02,4.3892073105586e+01,1.4161460936017e+02,4.7827825e-01,4.1981702e-02,6.0530091e-03,5.5004966e-03,2.8505443e+00,4.6460073e-02,1.6300714e-03,1.8635462e-02,1.5380449e+00,7.5036035e-01,3.8267783e-02,2.4961362e-05,7.2924215e-03,8.9789712e-02,5.7846885e-01,4.1666053e-01,4.1666053e-01,4.1666053e-01,1.2512867e-01,3.4679,0.0000000000000e+00,0.0000,0.0000000000000e+00,0.0000000000000e+00,0.0000000000000e+00,0.0000000000000e+00,0.0000000000000e+00,-1.6869308704190e+03,-1.2923374065844e+03, 2.8799289408800e+02, 4.3892073105586e+01, 1.4161460936017e+02, 4.1709165344373e-03,-3.5959112340873e-04, 9.5026646939273e-05, 8.1926210808885e-06, 4.1709165344373e-03,-3.5959112340873e-04, 9.5026646939273e-05, 8.1926210808885e-06
8,1096.50,2.000,-8.846,9.9999999999999e+01,2.2784,63.9158,0.6182,15.1641,0.8158,0.0000,3.0516,0.0837,2.0400,0.0000,0.0000,4.2767,3.4661,2.5267,0.1676,3.8737,0.0000,0.0000,0.0000,0.0000,-1.6867868868931e+03,-1.2924082133859e+03,2.8794120651785e+02,4.3889987647319e+01,1.4161259643614e+02,4.7827051e-01,4.2015483e-02,6.0475083e-03,5.5016735e-03,2.8528474e+00,4.6482042e-02,1.6305685e-03,1.8636864e-02,1.5389409e+00,7.5060078e-01,3.8265969e-02,2.4895819e-05,7.2884735e-03,8.9948613e-02,5.7859925e-01,4.1670454e-01,4.1670454e-01,4.1670454e-01,1.2520590e-01,3.4708,0.0000000000000e+00,0.0000,0.0000000000000e+00,0.0000000000000e+00,0.0000000000000e+00,0.0000000000000e+00,0.0000000000000e+00,-1.6867868868931e+03,-1.2924082133859e+03, 2.8794120651785e+02, 4.3889987647319e+01, 1.4161259643614e+02, 4.1709165344373e-03,-3.5962547421933e-04, 9.5031162185622e-05, 8.1937930151434e-06, 4.1709165344373e-03,-3.5962547421933e-04, 9.5031162185622e-05, 8.1937930151434e-06
9,1096.00,2.000,-8.854,9.9999999999999e+01,2.2785,63.9158,0.6182,15.1641,0.8158,0.0000,3.0516,0.0837,2.0400,0.0000,0.0000,4.2767,3.4661,2.5267,0.1676,3.8737,0.0000,0.0000,0.0000,0.0000,-1.6866429292155e+03,-1.2924790191802e+03,2.8788950081093e+02,4.3887902189052e+01,1.4161058025463e+02,4.7826277e-01,4.2049316e-02,6.0420085e-03,5.5028515e-03,2.8551540e+00,4.6504037e-02,1.6310662e-03,1.8638267e-02,1.5398381e+00,7.5084147e-01,3.8264154e-02,2.4830400e-05,7.2845249e-03,9.0107912e-02,5.7872977e-01,4.1674858e-01,4.1674858e-01,4.1674858e-01,1.2528324e-01,3.4737,0.0000000000000e+00,0.0000,0.0000000000000e+00,0.0000000000000e+00,0.0000000000000e+00,0.0000000000000e+00,0.0000000000000e+00,-1.6866429292155e+03,-1.2924790191802e+03, 2.8788950081093e+02, 4.3887902189052e+01, 1.4161058025463e+02, 4.1709165344373e-03,-3.5965982502994e-04, 9.5035677861080e-05, 8.1949650607739e-06, 4.1709165344373e-03,-3.5965982502994e-04, 9.5035677861080e-05, 8.1949650607739e-06
10,1095.50,2.000,-8.861,9.9999999999999e+01,2.2786,63.9158,0.6182,15.1641,0.8158,0.0000,3.0516,0.0837,2.0400,0.0000,0.0000,4.2767,3.4661,2.5267,0.1676,3.8737,0.0000,0.0000,0.0000,0.0000,-1.6864989973953e+03,-1.2925498239656e+03,2.8783777695516e+02,4.3885816730785e+01,1.4160856081290e+02,4.7825502e-01,4.2083201e-02,6.0365096e-03,5.5040307e-03,2.8574642e+00,4.6526059e-02,1.6315644e-03,1.8639672e-02,1.5407364e+00,7.5108240e-01,3.8262337e-02,2.4765106e-05,7.2805755e-03,9.0267610e-02,5.7886042e-01,4.1679266e-01,4.1679266e-01,4.1679266e-01,1.2536069e-01,3.4765,0.0000000000000e+00,0.0000,0.0000000000000e+00,0.0000000000000e+00,0.0000000000000e+00,0.0000000000000e+00,0.0000000000000e+00,-1.6864989973953e+03,-1.2925498239656e+03, 2.8783777695516e+02, 4.3885816730785e+01, 1.4160856081290e+02, 4.1709165344373e-03,-3.5969417584055e-04, 9.5040193965709e-05, 8.1961372177958e-06, 4.1709165344373e-03,-3.5969417584055e-04, 9.5040193965709e-05, 8.1961372177958e-06
11,1095.00,2.000,-8.869,9.9999999999999e+01,2.2787,63.9158,0.6182,15.1641,0.8158,0.0000,3.0516,0.0837,2.0400,0.0000,0.0000,4.2767,3.4661,2.5267,0.1676,3.8737,0.0000,0.0000,0.0000,0.0000,-1.6863550914416e+03,-1.2926206277405e+03,2.8778603493848e+02,4.3883731272517e+01,1.4160653810824e+02,4.7824726e-01,4.2117138e-02,6.0310118e-03,5.5052110e-03,2.8597779e+00,4.6548108e-02,1.6320631e-03,1.8641077e-02,1.5416359e+00,7.5132359e-01,3.8260520e-02,2.4699935e-05,7.2766253e-03,9.0427707e-02,5.7899119e-01,4.1683678e-01,4.1683678e-01,4.1683678e-01,1.2543824e-01,3.4794,0.0000000000000e+00,0.0000,0.0000000000000e+00,0.0000000000000e+00,0.0000000000000e+00,0.0000000000000e+00,0.0000000000000e+00,-1.6863550914416e+03,-1.2926206277405e+03, 2.8778603493848e+02, 4.3883731272517e+01, 1.4160653810824e+02, 4.1709165344373e-03,-3.5972852665116e-04, 9.5044710499569e-05, 8.1973094862250e-06, 4.1709165344373e-03,-3.5972852665116e-04, 9.5044710499569e-05, 8.1973094862250e-06
12,1094.50,2.000,-8.876,9.9999999999999e+01,2.2789,63.9158,0.6182,15.1641,0.8158,0.0000,3.0516,0.0837,2.0400,0.0000,0.0000,4.2767,3.4661,2.5267,0.1676,3.8737,0.0000,0.0000,0.0000,0.0000,-1.6862112113634e+03,-1.2926914305032e+03,2.8773427474881e+02,4.3881645814250e+01,1.4160451213788e+02,4.7823950e-01,4.2151127e-02,6.0255150e-03,5.5063923e-03,2.8620952e+00,4.6570183e-02,1.6325623e-03,1.8642484e-02,1.5425366e+00,7.5156504e-01,3.8258700e-02,2.4634889e-05,7.2726744e-03,9.0588206e-02,5.7912209e-01,4.1688094e-01,4.1688094e-01,4.1688094e-01,1.2551589e-01,3.4823,0.0000000000000e+00,0.0000,0.0000000000000e+00,0.0000000000000e+00,0.0000000000000e+00,0.0000000000000e+00,0.0000000000000e+00,-1.6862112113634e+03,-1.2926914305032e+03, 2.8773427474881e+02, 4.3881645814250e+01, 1.4160451213788e+02, 4.1709165344373e-03,-3.5976287746176e-04, 9.5049227462723e-05, 8.1984818660775e-06, 4.1709165344373e-03,-3.5976287746176e-04, 9.5049227462723e-05, 8.1984818660775e-06
13,1094.00,2.000,-8.883,9.9999999999999e+01,2.2790,63.9158,0.6182,15.1641,0.8158,0.0000,3.0516,0.0837,2.0400,0.0000,0.0000,4.2767,3.4661,2.5267,0.1676,3.8737,0.0000,0.0000,0.0000,0.0000,-1.6860673571699e+03,-1.2927622322521e+03,2.8768249637404e+02,4.3879560355983e+01,1.4160248289911e+02,4.7823174e-01,4.2185169e-02,6.0200191e-03,5.5075748e-03,2.8644161e+00,4.6592284e-02,1.6330620e-03,1.8643892e-02,1.5434385e+00,7.5180673e-01,3.8256880e-02,2.4569967e-05,7.2687228e-03,9.0749108e-02,5.7925311e-01,4.1692513e-01,4.1692513e-01,4.1692513e-01,1.2559365e-01,3.4852,0.0000000000000e+00,0.0000,0.0000000000000e+00,0.0000000000000e+00,0.0000000000000e+00,0.0000000000000e+00,0.0000000000000e+00,-1.6860673571699e+03,-1.2927622322521e+03, 2.8768249637404e+02, 4.3879560355983e+01, 1.4160248289911e+02, 4.1709165344373e-03,-3.5979722827237e-04, 9.5053744855231e-05, 8.1996543573690e-06, 4.1709165344373e-03,-3.5979722827237e-04, 9.5053744855231e-05, 8.1996543573690e-06
14,1093.50,2.000,-8.891,9.9999999999999e+01,2.2791,63.9158,0.6182,15.1641,0.8158,0.0000,3.0516,0.0837,2.0400,0.0000,0.0000,4.2767,3.4661,2.5267,0.1676,3.8737,0.0000,0.0000,0.0000,0.0000,-1.6859235288701e+03,-1.2928330329856e+03,2.8763069980208e+02,4.3877474897716e+01,1.4160045038918e+02,4.7822397e-01,4.2219263e-02,6.0145243e-03,5.5087584e-03,2.8667405e+00,4.6614412e-02,1.6335623e-03,1.8645301e-02,1.5443416e+00,7.5204869e-01,3.8255059e-02,2.4505168e-05,7.2647704e-03,9.0910413e-02,5.7938426e-01,4.1696936e-01,4.1696936e-01,4.1696936e-01,1.2567151e-01,3.4880,0.0000000000000e+00,0.0000,0.0000000000000e+00,0.0000000000000e+00,0.0000000000000e+00,0.0000000000000e+00,0.0000000000000e+00,-1.6859235288701e+03,-1.2928330329856e+03, 2.8763069980208e+02, 4.3877474897716e+01, 1.4160045038918e+02, 4.1709165344373e-03,-3.5983157908298e-04, 9.5058262677154e-05, 8.2008269601155e-06, 4.1709165344373e-03,-3.5983157908298e-04, 9.5058262677154e-05, 8.2008269601155e-06
15,1093.00,2.000,-8.898,9.9999999999999e+01,2.2792,63.9158,0.6182,15.1641,0.8158,0.0000,3.0516,0.0837,2.0400,0.0000,0.0000,4.2767,3.4661,2.5267,0.1676,3.8737,0.0000,0.0000,0.0000,0.0000,-1.6857797264731e+03,-1.2929038327020e+03,2.8757888502080e+02,4.3875389439448e+01,1.4159841460534e+02,4.7821619e-01,4.2253409e-02,6.0090304e-03,5.5099432e-03,2.8690686e+00,4.6636567e-02,1.6340630e-03,1.8646711e-02,1.5452458e+00,7.5229089e-01,3.8253236e-02,2.4440493e-05,7.2608173e-03,9.1072124e-02,5.7951553e-01,4.1701362e-01,4.1701362e-01,4.1701362e-01,1.2574948e-01,3.4909,0.0000000000000e+00,0.0000,0.0000000000000e+00,0.0000000000000e+00,0.0000000000000e+00,0.0000000000000e+00,0.0000000000000e+00,-1.6857797264731e+03,-1.2929038327020e+03, 2.8757888502080e+02, 4.3875389439448e+01, 1.4159841460534e+02, 4.1709165344373e-03,-3.5986592989359e-04, 9.5062780928555e-05, 8.2019996743329e-06, 4.1709165344373e-03,-3.5986592989359e-04, 9.5062780928555e-05, 8.2019996743329e-06
16,1092.50,2.000,-8.905,9.9999999999999e+01,2.2793,63.9158,0.6182,15.1641,0.8158,0.0000,3.0516,0.0837,2.0400,0.0000,0.0000,4.2767,3.4661,2.5267,0.1676,3.8737,0.0000,0.0000,0.0000,0.0000,-1.6856359499881e+03,-1.2929746313996e+03,2.8752705201806e+02,4.3873303981181e+01,1.4159637554484e+02,4.7820841e-01,4.2287608e-02,6.0035376e-03,5.5111290e-03,2.8714002e+00,4.6658749e-02,1.6345643e-03,1.8648122e-02,1.5461513e+00,7.5253336e-01,3.8251412e-02,2.4375942e-05,7.2568634e-03,9.1234240e-02,5.7964693e-01,4.1705792e-01,4.1705792e-01,4.1705792e-01,1.2582755e-01,3.4938,0.0000000000000e+00,0.0000,0.0000000000000e+00,0.0000000000000e+00,0.0000000000000e+00,0.0000000000000e+00,0.0000000000000e+00,-1.6856359499881e+03,-1.2929746313996e+03, 2.8752705201806e+02, 4.3873303981181e+01, 1.4159637554484e+02, 4.1709165344373e-03,-3.5990028070419e-04, 9.5067299609493e-05, 8.2031725000371e-06, 4.1709165344373e-03,-3.5990028070419e-04, 9.5067299609493e-05, 8.2031725000371e-06
17,1092.00,2.000,-8.913,9.9999999999999e+01,2.2794,63.9158,0.6182,15.1641,0.8158,0.0000,3.0516,0.0837,2.0400,0.0000,0.0000,4.2767,3.4661,2.5267,0.1676,3.8737,0.0000,0.0000,0.0000,0.0000,-1.6854921994241e+03,-1.2930454290769e+03,2.8747520078173e+02,4.3871218522914e+01,1.4159433320493e+02,4.7820062e-01,4.2321860e-02,5.9980458e-03,5.5123160e-03,2.8737354e+00,4.6680958e-02,1.6350661e-03,1.8649535e-02,1.5470580e+00,7.5277608e-01,3.8249587e-02,2.4311514e-05,7.2529088e-03,9.1396765e-02,5.7977846e-01,4.1710226e-01,4.1710226e-01,4.1710226e-01,1.2590573e-01,3.4967,0.0000000000000e+00,0.0000,0.0000000000000e+00,0.0000000000000e+00,0.0000000000000e+00,0.0000000000000e+00,0.0000000000000e+00,-1.6854921994241e+03,-1.2930454290769e+03, 2.8747520078173e+02, 4.3871218522914e+01, 1.4159433320493e+02, 4.1709165344373e-03,-3.5993463151480e-04, 9.5071818720030e-05, 8.2043454372439e-06, 4.1709165344373e-03,-3.5993463151480e-04, 9.5071818720030e-05, 8.2043454372439e-06
18,1091.50,2.000,-8.920,9.9999999999999e+01,2.2795,63.9158,0.6182,15.1641,0.8158,0.0000,3.0516,0.0837,2.0400,0.0000,0.0000,4.2767,3.4661,2.5267,0.1676,3.8737,0.0000,0.0000,0.0000,0.0000,-1.6853484747904e+03,-1.2931162257323e+03,2.8742333129965e+02,4.3869133064647e+01,1.4159228758286e+02,4.7819283e-01,4.2356165e-02,5.9925549e-03,5.5135041e-03,2.8760743e+00,4.6703193e-02,1.6355685e-03,1.8650948e-02,1.5479658e+00,7.5301905e-01,3.8247760e-02,2.4247209e-05,7.2489535e-03,9.1559698e-02,5.7991011e-01,4.1714664e-01,4.1714664e-01,4.1714664e-01,1.2598402e-01,3.4996,0.0000000000000e+00,0.0000,0.0000000000000e+00,0.0000000000000e+00,0.0000000000000e+00,0.0000000000000e+00,0.0000000000000e+00,-1.6853484747904e+03,-1.2931162257323e+03, 2.8742333129965e+02, 4.3869133064647e+01, 1.4159228758286e+02, 4.1709165344373e-03,-3.5996898232541e-04, 9.5076338260228e-05, 8.2055184859693e-06, 4.1709165344373e-03,-3.5996898232541e-04, 9.5076338260228e-05, 8.2055184859693e-06
19,1091.00,2.000,-8.928,9.9999999999999e+01,2.2796,63.9158,0.6182,15.1641,0.8158,0.0000,3.0516,0.0837,2.0400,0.0000,0.0000,4.2767,3.4661,2.5267,0.1676,3.8737,0.0000,0.0000,0.0000,0.0000,-1.6852047760959e+03,-1.2931870213640e+03,2.8737144355965e+02,4.3867047606380e+01,1.4159023867587e+02,4.7818503e-01,4.2390523e-02,5.9870651e-03,5.5146934e-03,2.8784168e+00,4.6725455e-02,1.6360713e-03,1.8652363e-02,1.5488748e+00,7.5326229e-01,3.8245932e-02,2.4183027e-05,7.2449974e-03,9.1723042e-02,5.8004189e-01,4.1719106e-01,4.1719106e-01,4.1719106e-01,1.2606241e-01,3.5025,0.0000000000000e+00,0.0000,0.0000000000000e+00,0.0000000000000e+00,0.0000000000000e+00,0.0000000000000e+00,0.0000000000000e+00,-1.6852047760959e+03,-1.2931870213640e+03, 2.8737144355965e+02, 4.3867047606380e+01, 1.4159023867587e+02, 4.1709165344373e-03,-3.6000333313602e-04, 9.5080858230147e-05, 8.2066916462292e-06, 4.1709165344373e-03,-3.6000333313602e-04, 9.5080858230147e-05, 8.2066916462292e-06
20,1090.50,2.000,-8.935,9.9999999999999e+01,2.2797,63.9158,0.6182,15.1641,0.8158,0.0000,3.0516,0.0837,2.0400,0.0000,0.0000,4.2767,3.4661,2.5267,0.1676,3.8737,0.0000,0.0000,0.0000,0.0000,-1.6850611033498e+03,-1.2932578159704e+03,2.8731953754954e+02,4.3864962148112e+01,1.4158818648120e+02,4.7817722e-01,4.2424934e-02,5.9815763e-03,5.5158837e-03,2.8807629e+00,4.6747745e-02,1.6365747e-03,1.8653779e-02,1.5497851e+00,7.5350577e-01,3.8244103e-02,2.4118969e-05,7.2410405e-03,9.1886797e-02,5.8017379e-01,4.1723551e-01,4.1723551e-01,4.1723551e-01,1.2614090e-01,3.5054,0.0000000000000e+00,0.0000,0.0000000000000e+00,0.0000000000000e+00,0.0000000000000e+00,0.0000000000000e+00,0.0000000000000e+00,-1.6850611033498e+03,-1.2932578159704e+03, 2.8731953754954e+02, 4.3864962148112e+01, 1.4158818648120e+02, 4.1709165344373e-03,-3.6003768394662e-04, 9.5085378629850e-05, 8.2078649180395e-06, 4.1709165344373e-03,-3.6003768394662e-04, 9.5085378629850e-05, 8.2078649180395e-06
21,1090.00,2.000,-8.942,9.9999999999999e+01,2.2798,63.9158,0.6182,15.1641,0.8158,0.0000,3.0516,0.0837,2.0400,0.0000,0.0000,4.2767,3.4661,2.5267,0.1676,3.8737,0.0000,0.0000,0.0000,0.0000,-1.6849174565614e+03,-1.2933286095499e+03,2.8726761325713e+02,4.3862876689845e+01,1.4158613099609e+02,4.7816941e-01,4.2459398e-02,5.9760885e-03,5.5170752e-03,2.8831126e+00,4.6770061e-02,1.6370786e-03,1.8655196e-02,1.5506965e+00,7.5374952e-01,3.8242273e-02,2.4055033e-05,7.2370830e-03,9.2050965e-02,5.8030583e-01,4.1728000e-01,4.1728000e-01,4.1728000e-01,1.2621951e-01,3.5083,0.0000000000000e+00,0.0000,0.0000000000000e+00,0.0000000000000e+00,0.0000000000000e+00,0.0000000000000e+00,0.0000000000000e+00,-1.6849174565614e+03,-1.2933286095499e+03, 2.8726761325713e+02, 4.3862876689845e+01, 1.4158613099609e+02, 4.1709165344373e-03,-3.6007203475723e-04, 9.5089899459397e-05, 8.2090383014161e-06, 4.1709165344373e-03,-3.6007203475723e-04, 9.5089899459397e-05, 8.2090383014161e-06
22,1089.50,2.000,-8.950,9.9999999999999e+01,2.2799,63.9158,0.6182,15.1641,0.8158,0.0000,3.0516,0.0837,2.0400,0.0000,0.0000,4.2767,3.4661,2.5267,0.1676,3.8737,0.0000,0.0000,0.0000,0.0000,-1.6847738357396e+03,-1.2933994021009e+03,2.8721567067022e+02,4.3860791231578e+01,1.4158407221776e+02,4.7816160e-01,4.2493915e-02,5.9706017e-03,5.5182679e-03,2.8854660e+00,4.6792404e-02,1.6375830e-03,1.8656614e-02,1.5516092e+00,7.5399353e-01,3.8240441e-02,2.3991220e-05,7.2331247e-03,9.2215547e-02,5.8043798e-01,4.1732452e-01,4.1732452e-01,4.1732452e-01,1.2629822e-01,3.5112,0.0000000000000e+00,0.0000,0.0000000000000e+00,0.0000000000000e+00,0.0000000000000e+00,0.0000000000000e+00,0.0000000000000e+00,-1.6847738357396e+03,-1.2933994021009e+03, 2.8721567067022e+02, 4.3860791231578e+01, 1.4158407221776e+02, 4.1709165344373e-03,-3.6010638556784e-04, 9.5094420718850e-05, 8.2102117963749e-06, 4.1709165344373e-03,-3.6010638556784e-04, 9.5094420718850e-05, 8.2102117963749e-06
