Index,T (C),P (kbars),log(10) f O2,mass (gm),rho (gm/cc),wt% SiO2,wt% TiO2,wt% Al2O3,wt% Fe2O3,wt% Cr2O3,wt% FeO,wt% MnO,wt% MgO,wt% NiO,wt% CoO,wt% CaO,wt% Na2O,wt% K2O,wt% P2O5,wt% H2O,wt% CO2,wt% SO3,wt% Cl2O-1,wt% F2O-1,G (kJ),H (kJ),S (J/K),V (cc),Cp (J/K),     chromite,    hercynite,    magnetite,       spinel,   ulvospinel
464,868.50,2.000,-14.028,1.2559,4.8082,0.0000,12.0601,3.3285,43.1659,0.0000,38.8774,0.0000,2.5681,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.395,-6.667,2.390,0.261,1.136,0.000000,-0.068457,0.595529,0.140379,0.332549
465,868.00,2.000,-14.038,1.2556,4.8088,0.0000,12.0428,3.3224,43.2027,0.0000,38.8708,0.0000,2.5613,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.389,-6.663,2.389,0.261,1.135,0.000000,-0.068223,0.596096,0.140020,0.332107
466,867.50,2.000,-14.047,1.2553,4.8093,0.0000,12.0256,3.3163,43.2395,0.0000,38.8641,0.0000,2.5545,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.382,-6.659,2.388,0.261,1.135,0.000000,-0.067990,0.596663,0.139663,0.331664
467,867.00,2.000,-14.056,1.2550,4.8099,0.0000,12.0083,3.3103,43.2763,0.0000,38.8574,0.0000,2.5477,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.376,-6.655,2.386,0.261,1.135,0.000000,-0.067758,0.597231,0.139307,0.331219
468,866.50,2.000,-14.065,1.2547,4.8104,0.0000,11.9909,3.3043,43.3132,0.0000,38.8506,0.0000,2.5410,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.369,-6.651,2.385,0.261,1.134,0.000000,-0.067527,0.597800,0.138953,0.330774
469,866.00,2.000,-14.074,1.2544,4.8110,0.0000,11.9736,3.2982,43.3502,0.0000,38.8437,0.0000,2.5343,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.363,-6.647,2.384,0.261,1.134,0.000000,-0.067298,0.598369,0.138601,0.330328
470,865.50,2.000,-14.083,1.2541,4.8115,0.0000,11.9562,3.2922,43.3872,0.0000,38.8367,0.0000,2.5276,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.356,-6.643,2.383,0.261,1.133,0.000000,-0.067070,0.598939,0.138249,0.329881
471,865.00,2.000,-14.092,1.2538,4.8120,0.0000,11.9388,3.2862,43.4243,0.0000,38.8297,0.0000,2.5210,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.350,-6.639,2.381,0.261,1.133,0.000000,-0.066843,0.599509,0.137900,0.329434
472,864.50,2.000,-14.102,1.2535,4.8126,0.0000,11.9214,3.2802,43.4614,0.0000,38.8226,0.0000,2.5144,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.343,-6.635,2.380,0.260,1.133,0.000000,-0.066617,0.600080,0.137552,0.328985
473,864.00,2.000,-14.111,1.2532,4.8131,0.0000,11.9039,3.2742,43.4985,0.0000,38.8155,0.0000,2.5078,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.336,-6.631,2.379,0.260,1.132,0.000000,-0.066393,0.600652,0.137205,0.328536
474,863.50,2.000,-14.120,1.2529,4.8137,0.0000,11.8865,3.2683,43.5357,0.0000,38.8083,0.0000,2.5012,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.330,-6.627,2.377,0.260,1.132,0.000000,-0.066170,0.601225,0.136859,0.328086
475,863.00,2.000,-14.129,1.2525,4.8142,0.0000,11.8690,3.2623,43.5730,0.0000,38.8010,0.0000,2.4947,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.323,-6.623,2.376,0.260,1.132,0.000000,-0.065948,0.601798,0.136516,0.327635
476,862.50,2.000,-14.138,1.2522,4.8147,0.0000,11.8515,3.2563,43.6103,0.0000,38.7937,0.0000,2.4882,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.316,-6.619,2.375,0.260,1.131,0.000000,-0.065728,0.602372,0.136173,0.327183
477,862.00,2.000,-14.147,1.2518,4.8153,0.0000,11.8339,3.2504,43.6477,0.0000,38.7863,0.0000,2.4817,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.309,-6.615,2.373,0.260,1.131,0.000000,-0.065508,0.602946,0.135832,0.326730
478,861.50,2.000,-14.156,1.2515,4.8158,0.0000,11.8163,3.2445,43.6851,0.0000,38.7789,0.0000,2.4753,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.302,-6.611,2.372,0.260,1.130,0.000000,-0.065290,0.603521,0.135492,0.326277
479,861.00,2.000,-14.165,1.2511,4.8163,0.0000,11.7988,3.2385,43.7225,0.0000,38.7713,0.0000,2.4689,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.296,-6.607,2.371,0.260,1.130,0.000000,-0.065074,0.604097,0.135154,0.325823
480,860.50,2.000,-14.174,1.2508,4.8169,0.0000,11.7812,3.2326,43.7600,0.0000,38.7638,0.0000,2.4625,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.289,-6.603,2.369,0.260,1.130,0.000000,-0.064858,0.604673,0.134817,0.325368
481,860.00,2.000,-14.183,1.2504,4.8174,0.0000,11.7635,3.2267,43.7975,0.0000,38.7561,0.0000,2.4561,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.282,-6.598,2.368,0.260,1.129,0.000000,-0.064644,0.605249,0.134482,0.324912
482,859.50,2.000,-14.191,1.2501,4.8179,0.0000,11.7459,3.2208,43.8351,0.0000,38.7484,0.0000,2.4498,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.275,-6.594,2.367,0.259,1.129,0.000000,-0.064430,0.605827,0.134148,0.324456
483,859.00,2.000,-14.200,1.2497,4.8185,0.0000,11.7282,3.2149,43.8727,0.0000,38.7407,0.0000,2.4435,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.268,-6.590,2.365,0.259,1.128,0.000000,-0.064219,0.606405,0.133815,0.323999
484,858.50,2.000,-14.209,1.2493,4.8190,0.0000,11.7105,3.2091,43.9104,0.0000,38.7329,0.0000,2.4372,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.261,-6.586,2.364,0.259,1.128,0.000000,-0.064008,0.606983,0.133484,0.323541
485,858.00,2.000,-14.218,1.2489,4.8195,0.0000,11.6928,3.2032,43.9481,0.0000,38.7250,0.0000,2.4309,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.254,-6.581,2.362,0.259,1.127,0.000000,-0.063798,0.607562,0.133154,0.323082
486,857.50,2.000,-14.227,1.2485,4.8201,0.0000,11.6751,3.1973,43.9858,0.0000,38.7171,0.0000,2.4247,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.247,-6.577,2.361,0.259,1.127,0.000000,-0.063590,0.608141,0.132826,0.322623
487,857.00,2.000,-14.236,1.2482,4.8206,0.0000,11.6573,3.1915,44.0236,0.0000,38.7091,0.0000,2.4185,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.240,-6.573,2.360,0.259,1.127,0.000000,-0.063383,0.608721,0.132498,0.322163
488,856.50,2.000,-14.245,1.2478,4.8211,0.0000,11.6396,3.1857,44.0614,0.0000,38.7010,0.0000,2.4123,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.232,-6.568,2.358,0.259,1.126,0.000000,-0.063177,0.609302,0.132173,0.321702
489,856.00,2.000,-14.253,1.2474,4.8216,0.0000,11.6218,3.1798,44.0993,0.0000,38.6929,0.0000,2.4062,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.225,-6.564,2.357,0.259,1.126,0.000000,-0.062972,0.609883,0.131848,0.321241
490,855.50,2.000,-14.262,1.2470,4.8222,0.0000,11.6040,3.1740,44.1372,0.0000,38.6848,0.0000,2.4001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.218,-6.560,2.355,0.259,1.125,0.000000,-0.062769,0.610465,0.131525,0.320779
491,855.00,2.000,-14.271,1.2465,4.8227,0.0000,11.5861,3.1682,44.1751,0.0000,38.6766,0.0000,2.3940,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.211,-6.555,2.354,0.258,1.125,0.000000,-0.062566,0.611047,0.131203,0.320316
492,854.50,2.000,-14.280,1.2461,4.8232,0.0000,11.5683,3.1624,44.2131,0.0000,38.6683,0.0000,2.3879,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.204,-6.551,2.352,0.258,1.124,0.000000,-0.062365,0.611629,0.130883,0.319853
493,854.00,2.000,-14.288,1.2457,4.8237,0.0000,11.5504,3.1566,44.2511,0.0000,38.6600,0.0000,2.3818,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.196,-6.547,2.351,0.258,1.124,0.000000,-0.062165,0.612212,0.130563,0.319389
494,853.50,2.000,-14.297,1.2453,4.8243,0.0000,11.5326,3.1508,44.2892,0.0000,38.6516,0.0000,2.3758,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.189,-6.542,2.349,0.258,1.123,0.000000,-0.061966,0.612796,0.130246,0.318924
495,853.00,2.000,-14.306,1.2449,4.8248,0.0000,11.5147,3.1451,44.3272,0.0000,38.6432,0.0000,2.3698,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.182,-6.538,2.348,0.258,1.123,0.000000,-0.061768,0.613380,0.129929,0.318459
496,852.50,2.000,-14.314,1.2445,4.8253,0.0000,11.4968,3.1393,44.3654,0.0000,38.6347,0.0000,2.3639,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.175,-6.533,2.347,0.258,1.122,0.000000,-0.061571,0.613964,0.129614,0.317993
497,852.00,2.000,-14.323,1.2440,4.8258,0.0000,11.4788,3.1335,44.4035,0.0000,38.6262,0.0000,2.3579,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.167,-6.529,2.345,0.258,1.122,0.000000,-0.061376,0.614549,0.129300,0.317527
498,851.50,2.000,-14.332,1.2436,4.8263,0.0000,11.4609,3.1278,44.4417,0.0000,38.6176,0.0000,2.3520,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.160,-6.524,2.344,0.258,1.121,0.000000,-0.061181,0.615134,0.128987,0.317060
499,851.00,2.000,-14.340,1.2431,4.8269,0.0000,11.4429,3.1221,44.4799,0.0000,38.6090,0.0000,2.3461,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.152,-6.520,2.342,0.258,1.121,0.000000,-0.060988,0.615720,0.128676,0.316592
500,850.50,2.000,-14.349,1.2427,4.8274,0.0000,11.4250,3.1163,44.5182,0.0000,38.6003,0.0000,2.3402,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.145,-6.515,2.341,0.257,1.121,0.000000,-0.060796,0.616306,0.128366,0.316124
501,850.00,2.000,-14.358,1.2423,4.8279,0.0000,11.4070,3.1106,44.5565,0.0000,38.5915,0.0000,2.3344,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.138,-6.511,2.339,0.257,1.120,0.000000,-0.060605,0.616893,0.128057,0.315655
502,849.50,2.000,-14.366,1.2418,4.8284,0.0000,11.3890,3.1049,44.5948,0.0000,38.5828,0.0000,2.3286,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.130,-6.506,2.337,0.257,1.120,0.000000,-0.060415,0.617480,0.127749,0.315186
503,849.00,2.000,-14.375,1.2414,4.8289,0.0000,11.3710,3.0992,44.6331,0.0000,38.5739,0.0000,2.3228,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.123,-6.502,2.336,0.257,1.119,0.000000,-0.060226,0.618067,0.127443,0.314716
504,848.50,2.000,-14.383,1.2409,4.8294,0.0000,11.3529,3.0935,44.6715,0.0000,38.5650,0.0000,2.3170,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.115,-6.497,2.334,0.257,1.119,0.000000,-0.060038,0.618655,0.127138,0.314246
505,848.00,2.000,-14.392,1.2404,4.8300,0.0000,11.3349,3.0878,44.7099,0.0000,38.5561,0.0000,2.3112,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.108,-6.492,2.333,0.257,1.118,0.000000,-0.059851,0.619243,0.126834,0.313775
506,847.50,2.000,-14.401,1.2400,4.8305,0.0000,11.3168,3.0822,44.7483,0.0000,38.5471,0.0000,2.3055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.100,-6.488,2.331,0.257,1.118,0.000000,-0.059666,0.619831,0.126531,0.313303
507,847.00,2.000,-14.409,1.2395,4.8310,0.0000,11.2988,3.0765,44.7868,0.0000,38.5381,0.0000,2.2998,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.093,-6.483,2.330,0.257,1.117,0.000000,-0.059481,0.620420,0.126230,0.312831
508,846.50,2.000,-14.418,1.2390,4.8315,0.0000,11.2807,3.0709,44.8253,0.0000,38.5290,0.0000,2.2941,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.085,-6.479,2.328,0.256,1.117,0.000000,-0.059298,0.621009,0.125930,0.312359
509,846.00,2.000,-14.426,1.2386,4.8320,0.0000,11.2626,3.0652,44.8638,0.0000,38.5199,0.0000,2.2885,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.078,-6.474,2.327,0.256,1.116,0.000000,-0.059115,0.621599,0.125631,0.311886
510,845.50,2.000,-14.434,1.2381,4.8325,0.0000,11.2445,3.0596,44.9023,0.0000,38.5107,0.0000,2.2829,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.070,-6.469,2.325,0.256,1.116,0.000000,-0.058934,0.622189,0.125333,0.311412
511,845.00,2.000,-14.443,1.2376,4.8330,0.0000,11.2264,3.0539,44.9409,0.0000,38.5015,0.0000,2.2773,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.063,-6.465,2.323,0.256,1.115,0.000000,-0.058754,0.622779,0.125036,0.310938
512,844.50,2.000,-14.451,1.2371,4.8335,0.0000,11.2082,3.0483,44.9795,0.0000,38.4923,0.0000,2.2717,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.055,-6.460,2.322,0.256,1.114,0.000000,-0.058574,0.623370,0.124741,0.310464
513,844.00,2.000,-14.460,1.2366,4.8340,0.0000,11.1901,3.0427,45.0181,0.0000,38.4830,0.0000,2.2661,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.047,-6.455,2.320,0.256,1.114,0.000000,-0.058396,0.623960,0.124447,0.309989
514,843.50,2.000,-14.468,1.2361,4.8345,0.0000,11.1719,3.0371,45.0568,0.0000,38.4736,0.0000,2.2606,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.040,-6.451,2.319,0.256,1.113,0.000000,-0.058219,0.624552,0.124154,0.309513
515,843.00,2.000,-14.477,1.2357,4.8351,0.0000,11.1538,3.0315,45.0954,0.0000,38.4642,0.0000,2.2551,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.032,-6.446,2.317,0.256,1.113,0.000000,-0.058043,0.625143,0.123862,0.309038
516,842.50,2.000,-14.485,1.2352,4.8356,0.0000,11.1356,3.0259,45.1341,0.0000,38.4548,0.0000,2.2496,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.024,-6.441,2.316,0.255,1.112,0.000000,-0.057868,0.625735,0.123572,0.308561
517,842.00,2.000,-14.493,1.2347,4.8361,0.0000,11.1174,3.0203,45.1728,0.0000,38.4453,0.0000,2.2441,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.017,-6.436,2.314,0.255,1.112,0.000000,-0.057694,0.626327,0.123282,0.308085
518,841.50,2.000,-14.502,1.2342,4.8366,0.0000,11.0992,3.0148,45.2116,0.0000,38.4358,0.0000,2.2387,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.009,-6.432,2.312,0.255,1.111,0.000000,-0.057521,0.626919,0.122994,0.307608
519,841.00,2.000,-14.510,1.2337,4.8371,0.0000,11.0810,3.0092,45.2503,0.0000,38.4262,0.0000,2.2333,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.001,-6.427,2.311,0.255,1.111,0.000000,-0.057349,0.627512,0.122707,0.307130
520,840.50,2.000,-14.518,1.2332,4.8376,0.0000,11.0628,3.0036,45.2891,0.0000,38.4166,0.0000,2.2279,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-8.994,-6.422,2.309,0.255,1.110,0.000000,-0.057178,0.628105,0.122421,0.306652
521,840.00,2.000,-14.527,1.2326,4.8381,0.0000,11.0446,2.9981,45.3279,0.0000,38.4070,0.0000,2.2225,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-8.986,-6.417,2.307,0.255,1.110,0.000000,-0.057008,0.628698,0.122136,0.306174
522,839.50,2.000,-14.535,1.2321,4.8386,0.0000,11.0263,2.9926,45.3667,0.0000,38.3973,0.0000,2.2171,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-8.978,-6.413,2.306,0.255,1.109,0.000000,-0.056839,0.629291,0.121853,0.305695
523,839.00,2.000,-14.543,1.2316,4.8391,0.0000,11.0081,2.9870,45.4055,0.0000,38.3876,0.0000,2.2118,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-8.970,-6.408,2.304,0.255,1.109,0.000000,-0.056671,0.629885,0.121570,0.305216
524,838.50,2.000,-14.552,1.2311,4.8396,0.0000,10.9898,2.9815,45.4444,0.0000,38.3778,0.0000,2.2065,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-8.963,-6.403,2.302,0.254,1.108,0.000000,-0.056504,0.630478,0.121289,0.304737
525,838.00,2.000,-14.560,1.2306,4.8401,0.0000,10.9716,2.9760,45.4832,0.0000,38.3680,0.0000,2.2012,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-8.955,-6.398,2.301,0.254,1.108,0.000000,-0.056338,0.631073,0.121009,0.304257
526,837.50,2.000,-14.568,1.2301,4.8406,0.0000,10.9533,2.9705,45.5221,0.0000,38.3582,0.0000,2.1959,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-8.947,-6.393,2.299,0.254,1.107,0.000000,-0.056173,0.631667,0.120730,0.303777
527,837.00,2.000,-14.576,1.2295,4.8411,0.0000,10.9350,2.9650,45.5610,0.0000,38.3483,0.0000,2.1907,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-8.939,-6.389,2.298,0.254,1.106,0.000000,-0.056009,0.632261,0.120452,0.303296
528,836.50,2.000,-14.585,1.2290,4.8416,0.0000,10.9168,2.9595,45.5999,0.0000,38.3384,0.0000,2.1855,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-8.932,-6.384,2.296,0.254,1.106,0.000000,-0.055846,0.632856,0.120175,0.302815
529,836.00,2.000,-14.593,1.2285,4.8421,0.0000,10.8985,2.9540,45.6389,0.0000,38.3284,0.0000,2.1802,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-8.924,-6.379,2.294,0.254,1.105,0.000000,-0.055684,0.633451,0.119899,0.302334
530,835.50,2.000,-14.601,1.2279,4.8426,0.0000,10.8802,2.9485,45.6778,0.0000,38.3184,0.0000,2.1751,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-8.916,-6.374,2.293,0.254,1.105,0.000000,-0.055522,0.634046,0.119624,0.301852
531,835.00,2.000,-14.609,1.2274,4.8431,0.0000,10.8619,2.9431,45.7168,0.0000,38.3084,0.0000,2.1699,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-8.908,-6.369,2.291,0.253,1.104,0.000000,-0.055362,0.634641,0.119351,0.301371
532,834.50,2.000,-14.617,1.2269,4.8436,0.0000,10.8436,2.9376,45.7558,0.0000,38.2983,0.0000,2.1648,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-8.900,-6.365,2.289,0.253,1.104,0.000000,-0.055203,0.635236,0.119078,0.300888
533,834.00,2.000,-14.625,1.2263,4.8441,0.0000,10.8253,2.9322,45.7947,0.0000,38.2882,0.0000,2.1597,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-8.892,-6.360,2.288,0.253,1.103,0.000000,-0.055045,0.635832,0.118807,0.300406
534,833.50,2.000,-14.634,1.2258,4.8446,0.0000,10.8069,2.9267,45.8337,0.0000,38.2780,0.0000,2.1546,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-8.884,-6.355,2.286,0.253,1.103,0.000000,-0.054887,0.636428,0.118536,0.299923
535,833.00,2.000,-14.642,1.2253,4.8450,0.0000,10.7886,2.9213,45.8728,0.0000,38.2679,0.0000,2.1495,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-8.877,-6.350,2.284,0.253,1.102,0.000000,-0.054731,0.637023,0.118267,0.299440
536,832.50,2.000,-14.650,1.2247,4.8455,0.0000,10.7703,2.9159,45.9118,0.0000,38.2577,0.0000,2.1444,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-8.869,-6.345,2.282,0.253,1.101,0.000000,-0.054575,0.637619,0.117999,0.298957
537,832.00,2.000,-14.658,1.2242,4.8460,0.0000,10.7520,2.9104,45.9508,0.0000,38.2474,0.0000,2.1394,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-8.861,-6.340,2.281,0.253,1.101,0.000000,-0.054421,0.638215,0.117732,0.298473
538,831.50,2.000,-14.666,1.2236,4.8465,0.0000,10.7336,2.9050,45.9899,0.0000,38.2371,0.0000,2.1344,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-8.853,-6.335,2.279,0.252,1.100,0.000000,-0.054267,0.638812,0.117466,0.297990
539,831.00,2.000,-14.674,1.2231,4.8470,0.0000,10.7153,2.8996,46.0289,0.0000,38.2268,0.0000,2.1294,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-8.845,-6.331,2.277,0.252,1.100,0.000000,-0.054114,0.639408,0.117201,0.297505
540,830.50,2.000,-14.682,1.2225,4.8475,0.0000,10.6970,2.8942,46.0680,0.0000,38.2165,0.0000,2.1244,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-8.837,-6.326,2.276,0.252,1.099,0.000000,-0.053962,0.640005,0.116937,0.297021
541,830.00,2.000,-14.690,1.2220,4.8480,0.0000,10.6786,2.8888,46.1070,0.0000,38.2061,0.0000,2.1194,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-8.829,-6.321,2.274,0.252,1.099,0.000000,-0.053811,0.640601,0.116674,0.296537
542,829.50,2.000,-14.698,1.2214,4.8485,0.0000,10.6603,2.8834,46.1461,0.0000,38.1957,0.0000,2.1145,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-8.821,-6.316,2.272,0.252,1.098,0.000000,-0.053661,0.641198,0.116412,0.296052
543,829.00,2.000,-14.706,1.2208,4.8490,0.0000,10.6419,2.8781,46.1852,0.0000,38.1852,0.0000,2.1096,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-8.813,-6.311,2.271,0.252,1.097,0.000000,-0.053512,0.641794,0.116151,0.295567
544,828.50,2.000,-14.714,1.2203,4.8494,0.0000,10.6235,2.8727,46.2243,0.0000,38.1747,0.0000,2.1047,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-8.806,-6.306,2.269,0.252,1.097,0.000000,-0.053364,0.642391,0.115891,0.295082
