Index,T (C),P (kbars),log(10) f O2,mass (gm),rho (gm/cc),wt% SiO2,wt% TiO2,wt% Al2O3,wt% Fe2O3,wt% Cr2O3,wt% FeO,wt% MnO,wt% MgO,wt% NiO,wt% CoO,wt% CaO,wt% Na2O,wt% K2O,wt% P2O5,wt% H2O,wt% CO2,wt% SO3,wt% Cl2O-1,wt% F2O-1,G (kJ),H (kJ),S (J/K),V (cc),Cp (J/K),     chromite,    hercynite,    magnetite,       spinel,   ulvospinel
383,909.00,2.000,-13.221,1.2529,4.7609,0.0000,13.3419,3.8627,40.4221,0.0000,39.1414,0.0000,3.2319,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.740,-6.856,2.440,0.263,1.142,0.000000,-0.092365,0.552681,0.175083,0.364601
384,908.50,2.000,-13.232,1.2534,4.7615,0.0000,13.3278,3.8555,40.4526,0.0000,39.1420,0.0000,3.2222,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.738,-6.855,2.440,0.263,1.142,0.000000,-0.092004,0.553167,0.174577,0.364260
385,908.00,2.000,-13.243,1.2538,4.7622,0.0000,13.3136,3.8483,40.4832,0.0000,39.1424,0.0000,3.2125,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.737,-6.855,2.440,0.263,1.142,0.000000,-0.091645,0.553653,0.174074,0.363917
386,907.50,2.000,-13.253,1.2542,4.7628,0.0000,13.2994,3.8411,40.5139,0.0000,39.1428,0.0000,3.2028,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.735,-6.854,2.440,0.263,1.142,0.000000,-0.091287,0.554141,0.173573,0.363573
387,907.00,2.000,-13.264,1.2546,4.7634,0.0000,13.2851,3.8340,40.5446,0.0000,39.1430,0.0000,3.1932,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.733,-6.854,2.440,0.263,1.143,0.000000,-0.090931,0.554630,0.173074,0.363227
388,906.50,2.000,-13.275,1.2549,4.7640,0.0000,13.2708,3.8269,40.5755,0.0000,39.1432,0.0000,3.1837,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.732,-6.853,2.440,0.263,1.143,0.000000,-0.090577,0.555120,0.172577,0.362880
389,906.00,2.000,-13.285,1.2553,4.7647,0.0000,13.2564,3.8197,40.6065,0.0000,39.1432,0.0000,3.1742,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.730,-6.853,2.440,0.263,1.143,0.000000,-0.090225,0.555612,0.172082,0.362531
390,905.50,2.000,-13.296,1.2556,4.7653,0.0000,13.2420,3.8126,40.6376,0.0000,39.1431,0.0000,3.1647,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.728,-6.852,2.440,0.263,1.143,0.000000,-0.089875,0.556104,0.171590,0.362181
391,905.00,2.000,-13.307,1.2560,4.7659,0.0000,13.2275,3.8056,40.6687,0.0000,39.1429,0.0000,3.1553,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.726,-6.851,2.440,0.264,1.143,0.000000,-0.089526,0.556598,0.171099,0.361829
392,904.50,2.000,-13.317,1.2563,4.7665,0.0000,13.2130,3.7985,40.7000,0.0000,39.1426,0.0000,3.1459,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.723,-6.850,2.440,0.264,1.144,0.000000,-0.089179,0.557093,0.170611,0.361475
393,904.00,2.000,-13.328,1.2566,4.7671,0.0000,13.1985,3.7914,40.7313,0.0000,39.1422,0.0000,3.1365,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.721,-6.849,2.440,0.264,1.144,0.000000,-0.088834,0.557589,0.170125,0.361121
394,903.50,2.000,-13.338,1.2569,4.7677,0.0000,13.1838,3.7844,40.7628,0.0000,39.1418,0.0000,3.1272,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.719,-6.848,2.440,0.264,1.144,0.000000,-0.088491,0.558087,0.169640,0.360764
395,903.00,2.000,-13.349,1.2572,4.7684,0.0000,13.1692,3.7774,40.7943,0.0000,39.1412,0.0000,3.1180,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.717,-6.847,2.440,0.264,1.144,0.000000,-0.088150,0.558585,0.169158,0.360406
396,902.50,2.000,-13.359,1.2575,4.7690,0.0000,13.1545,3.7704,40.8259,0.0000,39.1404,0.0000,3.1087,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.714,-6.846,2.440,0.264,1.144,0.000000,-0.087810,0.559085,0.168678,0.360047
397,902.00,2.000,-13.370,1.2578,4.7696,0.0000,13.1397,3.7634,40.8577,0.0000,39.1396,0.0000,3.0996,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.712,-6.845,2.439,0.264,1.144,0.000000,-0.087472,0.559586,0.168200,0.359686
398,901.50,2.000,-13.380,1.2581,4.7702,0.0000,13.1249,3.7564,40.8895,0.0000,39.1387,0.0000,3.0904,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.709,-6.844,2.439,0.264,1.144,0.000000,-0.087136,0.560088,0.167724,0.359324
399,901.00,2.000,-13.391,1.2583,4.7708,0.0000,13.1101,3.7495,40.9214,0.0000,39.1377,0.0000,3.0813,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.706,-6.842,2.439,0.264,1.145,0.000000,-0.086801,0.560592,0.167250,0.358960
400,900.50,2.000,-13.401,1.2586,4.7714,0.0000,13.0952,3.7426,40.9534,0.0000,39.1366,0.0000,3.0723,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.703,-6.841,2.439,0.264,1.145,0.000000,-0.086468,0.561096,0.166778,0.358595
401,900.00,2.000,-13.412,1.2588,4.7720,0.0000,13.0803,3.7356,40.9854,0.0000,39.1354,0.0000,3.0632,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.701,-6.840,2.439,0.264,1.145,0.000000,-0.086137,0.561602,0.166308,0.358228
402,899.50,2.000,-13.422,1.2590,4.7726,0.0000,13.0653,3.7287,41.0176,0.0000,39.1341,0.0000,3.0543,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.698,-6.838,2.438,0.264,1.145,0.000000,-0.085808,0.562109,0.165840,0.357860
403,899.00,2.000,-13.432,1.2592,4.7732,0.0000,13.0503,3.7219,41.0499,0.0000,39.1327,0.0000,3.0453,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.695,-6.837,2.438,0.264,1.145,0.000000,-0.085480,0.562617,0.165374,0.357490
404,898.50,2.000,-13.443,1.2594,4.7738,0.0000,13.0352,3.7150,41.0822,0.0000,39.1311,0.0000,3.0364,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.692,-6.835,2.438,0.264,1.145,0.000000,-0.085154,0.563126,0.164910,0.357119
405,898.00,2.000,-13.453,1.2596,4.7744,0.0000,13.0201,3.7081,41.1147,0.0000,39.1295,0.0000,3.0276,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.688,-6.834,2.438,0.264,1.145,0.000000,-0.084830,0.563636,0.164447,0.356747
406,897.50,2.000,-13.463,1.2598,4.7750,0.0000,13.0049,3.7013,41.1472,0.0000,39.1278,0.0000,3.0187,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.685,-6.832,2.437,0.264,1.145,0.000000,-0.084508,0.564147,0.163987,0.356373
407,897.00,2.000,-13.474,1.2600,4.7756,0.0000,12.9898,3.6945,41.1798,0.0000,39.1260,0.0000,3.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.682,-6.830,2.437,0.264,1.145,0.000000,-0.084187,0.564660,0.163529,0.355998
408,896.50,2.000,-13.484,1.2602,4.7762,0.0000,12.9745,3.6877,41.2125,0.0000,39.1241,0.0000,3.0012,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.678,-6.829,2.436,0.264,1.145,0.000000,-0.083867,0.565174,0.163073,0.355621
409,896.00,2.000,-13.494,1.2603,4.7768,0.0000,12.9592,3.6809,41.2453,0.0000,39.1221,0.0000,2.9925,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.675,-6.827,2.436,0.264,1.145,0.000000,-0.083550,0.565688,0.162619,0.355243
410,895.50,2.000,-13.504,1.2605,4.7774,0.0000,12.9439,3.6741,41.2782,0.0000,39.1200,0.0000,2.9838,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.672,-6.825,2.436,0.264,1.145,0.000000,-0.083234,0.566204,0.162166,0.354863
411,895.00,2.000,-13.515,1.2606,4.7780,0.0000,12.9285,3.6674,41.3111,0.0000,39.1178,0.0000,2.9752,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.668,-6.823,2.435,0.264,1.145,0.000000,-0.082920,0.566721,0.161716,0.354483
412,894.50,2.000,-13.525,1.2607,4.7786,0.0000,12.9131,3.6606,41.3442,0.0000,39.1155,0.0000,2.9666,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.664,-6.821,2.435,0.264,1.145,0.000000,-0.082607,0.567239,0.161267,0.354100
413,894.00,2.000,-13.535,1.2608,4.7792,0.0000,12.8977,3.6539,41.3773,0.0000,39.1131,0.0000,2.9581,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.661,-6.819,2.434,0.264,1.145,0.000000,-0.082296,0.567758,0.160821,0.353717
414,893.50,2.000,-13.545,1.2609,4.7798,0.0000,12.8822,3.6472,41.4105,0.0000,39.1106,0.0000,2.9496,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.657,-6.817,2.434,0.264,1.145,0.000000,-0.081987,0.568279,0.160376,0.353332
415,893.00,2.000,-13.555,1.2610,4.7804,0.0000,12.8666,3.6405,41.4438,0.0000,39.1080,0.0000,2.9411,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.653,-6.815,2.433,0.264,1.145,0.000000,-0.081679,0.568800,0.159933,0.352946
416,892.50,2.000,-13.565,1.2611,4.7810,0.0000,12.8510,3.6338,41.4772,0.0000,39.1054,0.0000,2.9326,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.649,-6.813,2.433,0.264,1.145,0.000000,-0.081373,0.569323,0.159492,0.352558
417,892.00,2.000,-13.575,1.2612,4.7816,0.0000,12.8354,3.6271,41.5106,0.0000,39.1026,0.0000,2.9242,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.645,-6.811,2.432,0.264,1.145,0.000000,-0.081069,0.569846,0.159053,0.352169
418,891.50,2.000,-13.586,1.2613,4.7822,0.0000,12.8197,3.6205,41.5442,0.0000,39.0998,0.0000,2.9159,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.641,-6.809,2.432,0.264,1.145,0.000000,-0.080766,0.570371,0.158616,0.351779
419,891.00,2.000,-13.596,1.2613,4.7828,0.0000,12.8040,3.6138,41.5778,0.0000,39.0968,0.0000,2.9075,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.637,-6.807,2.431,0.264,1.145,0.000000,-0.080464,0.570896,0.158181,0.351388
420,890.50,2.000,-13.606,1.2614,4.7834,0.0000,12.7883,3.6072,41.6115,0.0000,39.0938,0.0000,2.8993,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.633,-6.804,2.431,0.264,1.145,0.000000,-0.080165,0.571423,0.157747,0.350995
421,890.00,2.000,-13.616,1.2614,4.7839,0.0000,12.7725,3.6006,41.6453,0.0000,39.0906,0.0000,2.8910,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.628,-6.802,2.430,0.264,1.145,0.000000,-0.079867,0.571951,0.157315,0.350601
422,889.50,2.000,-13.626,1.2615,4.7845,0.0000,12.7567,3.5940,41.6791,0.0000,39.0874,0.0000,2.8828,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.624,-6.800,2.429,0.264,1.145,0.000000,-0.079570,0.572479,0.156886,0.350205
423,889.00,2.000,-13.636,1.2615,4.7851,0.0000,12.7408,3.5874,41.7131,0.0000,39.0841,0.0000,2.8746,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.620,-6.797,2.429,0.264,1.145,0.000000,-0.079275,0.573009,0.156457,0.349808
424,888.50,2.000,-13.646,1.2615,4.7857,0.0000,12.7249,3.5808,41.7471,0.0000,39.0807,0.0000,2.8664,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.615,-6.795,2.428,0.264,1.145,0.000000,-0.078982,0.573540,0.156031,0.349410
425,888.00,2.000,-13.655,1.2615,4.7863,0.0000,12.7090,3.5743,41.7812,0.0000,39.0772,0.0000,2.8583,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.611,-6.792,2.427,0.264,1.145,0.000000,-0.078690,0.574072,0.155607,0.349011
426,887.50,2.000,-13.665,1.2615,4.7869,0.0000,12.6930,3.5677,41.8154,0.0000,39.0736,0.0000,2.8503,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.606,-6.790,2.427,0.264,1.144,0.000000,-0.078400,0.574605,0.155184,0.348611
427,887.00,2.000,-13.675,1.2615,4.7874,0.0000,12.6770,3.5612,41.8496,0.0000,39.0700,0.0000,2.8422,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.602,-6.787,2.426,0.264,1.144,0.000000,-0.078111,0.575138,0.154763,0.348209
428,886.50,2.000,-13.685,1.2615,4.7880,0.0000,12.6609,3.5547,41.8840,0.0000,39.0662,0.0000,2.8342,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.597,-6.785,2.425,0.263,1.144,0.000000,-0.077824,0.575673,0.154344,0.347806
429,886.00,2.000,-13.695,1.2615,4.7886,0.0000,12.6448,3.5482,41.9184,0.0000,39.0624,0.0000,2.8262,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.592,-6.782,2.425,0.263,1.144,0.000000,-0.077538,0.576209,0.153927,0.347402
430,885.50,2.000,-13.705,1.2614,4.7892,0.0000,12.6287,3.5417,41.9528,0.0000,39.0585,0.0000,2.8183,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.588,-6.779,2.424,0.263,1.144,0.000000,-0.077254,0.576746,0.153511,0.346996
431,885.00,2.000,-13.715,1.2614,4.7897,0.0000,12.6125,3.5352,41.9874,0.0000,39.0545,0.0000,2.8104,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.583,-6.776,2.423,0.263,1.144,0.000000,-0.076971,0.577284,0.153098,0.346590
432,884.50,2.000,-13.725,1.2613,4.7903,0.0000,12.5963,3.5288,42.0220,0.0000,39.0504,0.0000,2.8025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.578,-6.774,2.422,0.263,1.144,0.000000,-0.076690,0.577822,0.152686,0.346182
433,884.00,2.000,-13.734,1.2613,4.7909,0.0000,12.5801,3.5223,42.0567,0.0000,39.0462,0.0000,2.7947,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.573,-6.771,2.422,0.263,1.144,0.000000,-0.076411,0.578362,0.152275,0.345773
434,883.50,2.000,-13.744,1.2612,4.7915,0.0000,12.5638,3.5159,42.0915,0.0000,39.0419,0.0000,2.7869,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.568,-6.768,2.421,0.263,1.143,0.000000,-0.076132,0.578903,0.151867,0.345363
435,883.00,2.000,-13.754,1.2611,4.7920,0.0000,12.5475,3.5095,42.1264,0.0000,39.0376,0.0000,2.7791,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.563,-6.765,2.420,0.263,1.143,0.000000,-0.075856,0.579444,0.151460,0.344951
436,882.50,2.000,-13.764,1.2611,4.7926,0.0000,12.5311,3.5030,42.1613,0.0000,39.0331,0.0000,2.7714,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.558,-6.762,2.419,0.263,1.143,0.000000,-0.075581,0.579987,0.151055,0.344539
437,882.00,2.000,-13.773,1.2610,4.7932,0.0000,12.5147,3.4966,42.1963,0.0000,39.0286,0.0000,2.7637,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.553,-6.759,2.418,0.263,1.143,0.000000,-0.075307,0.580531,0.150652,0.344125
438,881.50,2.000,-13.783,1.2609,4.7937,0.0000,12.4983,3.4903,42.2313,0.0000,39.0240,0.0000,2.7560,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.547,-6.756,2.417,0.263,1.143,0.000000,-0.075035,0.581075,0.150250,0.343710
439,881.00,2.000,-13.793,1.2608,4.7943,0.0000,12.4819,3.4839,42.2665,0.0000,39.0193,0.0000,2.7484,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.542,-6.753,2.416,0.263,1.142,0.000000,-0.074764,0.581620,0.149850,0.343294
440,880.50,2.000,-13.802,1.2607,4.7949,0.0000,12.4654,3.4775,42.3017,0.0000,39.0146,0.0000,2.7408,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.537,-6.750,2.416,0.263,1.142,0.000000,-0.074495,0.582167,0.149452,0.342877
441,880.00,2.000,-13.812,1.2605,4.7955,0.0000,12.4488,3.4712,42.3370,0.0000,39.0098,0.0000,2.7333,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.531,-6.747,2.415,0.263,1.142,0.000000,-0.074227,0.582714,0.149055,0.342459
442,879.50,2.000,-13.822,1.2604,4.7960,0.0000,12.4323,3.4649,42.3723,0.0000,39.0048,0.0000,2.7257,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.526,-6.744,2.414,0.263,1.142,0.000000,-0.073961,0.583262,0.148660,0.342039
443,879.00,2.000,-13.831,1.2603,4.7966,0.0000,12.4157,3.4585,42.4077,0.0000,38.9998,0.0000,2.7182,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.521,-6.741,2.413,0.263,1.142,0.000000,-0.073696,0.583811,0.148267,0.341619
444,878.50,2.000,-13.841,1.2601,4.7971,0.0000,12.3991,3.4522,42.4432,0.0000,38.9948,0.0000,2.7108,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.515,-6.737,2.412,0.263,1.141,0.000000,-0.073433,0.584360,0.147875,0.341197
445,878.00,2.000,-13.850,1.2600,4.7977,0.0000,12.3824,3.4459,42.4787,0.0000,38.9896,0.0000,2.7033,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.509,-6.734,2.411,0.263,1.141,0.000000,-0.073171,0.584911,0.147485,0.340775
446,877.50,2.000,-13.860,1.2598,4.7983,0.0000,12.3657,3.4396,42.5143,0.0000,38.9844,0.0000,2.6959,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.504,-6.731,2.410,0.263,1.141,0.000000,-0.072910,0.585463,0.147097,0.340351
447,877.00,2.000,-13.869,1.2597,4.7988,0.0000,12.3490,3.4334,42.5500,0.0000,38.9791,0.0000,2.6886,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.498,-6.728,2.409,0.262,1.141,0.000000,-0.072651,0.586015,0.146710,0.339926
448,876.50,2.000,-13.879,1.2595,4.7994,0.0000,12.3322,3.4271,42.5858,0.0000,38.9737,0.0000,2.6812,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.492,-6.724,2.408,0.262,1.140,0.000000,-0.072393,0.586568,0.146325,0.339500
449,876.00,2.000,-13.888,1.2593,4.8000,0.0000,12.3155,3.4208,42.6216,0.0000,38.9682,0.0000,2.6739,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.487,-6.721,2.407,0.262,1.140,0.000000,-0.072137,0.587122,0.145941,0.339073
450,875.50,2.000,-13.898,1.2591,4.8005,0.0000,12.2986,3.4146,42.6574,0.0000,38.9627,0.0000,2.6666,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.481,-6.718,2.406,0.262,1.140,0.000000,-0.071882,0.587677,0.145559,0.338645
451,875.00,2.000,-13.907,1.2589,4.8011,0.0000,12.2818,3.4084,42.6934,0.0000,38.9571,0.0000,2.6594,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.475,-6.714,2.405,0.262,1.140,0.000000,-0.071629,0.588233,0.145179,0.338216
452,874.50,2.000,-13.917,1.2587,4.8016,0.0000,12.2649,3.4022,42.7294,0.0000,38.9514,0.0000,2.6522,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.469,-6.711,2.404,0.262,1.139,0.000000,-0.071377,0.588790,0.144801,0.337786
453,874.00,2.000,-13.926,1.2585,4.8022,0.0000,12.2480,3.3960,42.7654,0.0000,38.9456,0.0000,2.6450,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.463,-6.707,2.403,0.262,1.139,0.000000,-0.071126,0.589347,0.144423,0.337355
454,873.50,2.000,-13.935,1.2583,4.8027,0.0000,12.2311,3.3898,42.8015,0.0000,38.9398,0.0000,2.6379,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.457,-6.704,2.401,0.262,1.139,0.000000,-0.070876,0.589905,0.144048,0.336923
455,873.00,2.000,-13.945,1.2581,4.8033,0.0000,12.2141,3.3836,42.8377,0.0000,38.9338,0.0000,2.6308,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.451,-6.700,2.400,0.262,1.138,0.000000,-0.070628,0.590464,0.143674,0.336490
456,872.50,2.000,-13.954,1.2579,4.8038,0.0000,12.1971,3.3774,42.8739,0.0000,38.9279,0.0000,2.6237,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.445,-6.696,2.399,0.262,1.138,0.000000,-0.070382,0.591024,0.143302,0.336056
457,872.00,2.000,-13.964,1.2577,4.8044,0.0000,12.1801,3.3713,42.9102,0.0000,38.9218,0.0000,2.6166,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.439,-6.693,2.398,0.262,1.138,0.000000,-0.070137,0.591585,0.142931,0.335621
458,871.50,2.000,-13.973,1.2574,4.8049,0.0000,12.1630,3.3651,42.9466,0.0000,38.9157,0.0000,2.6096,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.433,-6.689,2.397,0.262,1.138,0.000000,-0.069893,0.592146,0.142562,0.335185
459,871.00,2.000,-13.982,1.2572,4.8055,0.0000,12.1459,3.3590,42.9830,0.0000,38.9095,0.0000,2.6026,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.427,-6.686,2.396,0.262,1.137,0.000000,-0.069650,0.592708,0.142194,0.334748
460,870.50,2.000,-13.991,1.2569,4.8060,0.0000,12.1288,3.3529,43.0195,0.0000,38.9032,0.0000,2.5956,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.421,-6.682,2.395,0.262,1.137,0.000000,-0.069409,0.593271,0.141828,0.334310
461,870.00,2.000,-14.001,1.2567,4.8066,0.0000,12.1117,3.3467,43.0560,0.0000,38.8969,0.0000,2.5887,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.414,-6.678,2.394,0.261,1.137,0.000000,-0.069169,0.593834,0.141463,0.333871
462,869.50,2.000,-14.010,1.2564,4.8071,0.0000,12.0945,3.3406,43.0926,0.0000,38.8905,0.0000,2.5818,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.408,-6.674,2.392,0.261,1.136,0.000000,-0.068931,0.594399,0.141100,0.333432
463,869.00,2.000,-14.019,1.2562,4.8077,0.0000,12.0773,3.3346,43.1292,0.0000,38.8840,0.0000,2.5749,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.402,-6.671,2.391,0.261,1.136,0.000000,-0.068693,0.594964,0.140739,0.332991
