Index,T (C),P (kbars),log(10) f O2,mass (gm),rho (gm/cc),wt% SiO2,wt% TiO2,wt% Al2O3,wt% Fe2O3,wt% Cr2O3,wt% FeO,wt% MnO,wt% MgO,wt% NiO,wt% CoO,wt% CaO,wt% Na2O,wt% K2O,wt% P2O5,wt% H2O,wt% CO2,wt% SO3,wt% Cl2O-1,wt% F2O-1,G (kJ),H (kJ),S (J/K),V (cc),Cp (J/K),       albite,    anorthite,     sanidine
604,798.50,2.000,-15.045,31.8572,2.6295,57.7790,0.0000,26.7580,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.5937,6.5719,0.2974,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-522.610,-450.235,67.536,12.115,38.265,0.570654,0.412356,0.016990
605,798.00,2.000,-15.049,31.9344,2.6295,57.7898,0.0000,26.7505,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.5850,6.5764,0.2982,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-523.841,-451.342,67.683,12.145,38.359,0.571033,0.411929,0.017038
606,797.50,2.000,-15.054,32.0113,2.6294,57.8006,0.0000,26.7431,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.5764,6.5809,0.2991,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-525.067,-452.444,67.830,12.174,38.451,0.571408,0.411506,0.017086
607,797.00,2.000,-15.058,32.0878,2.6294,57.8112,0.0000,26.7357,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.5678,6.5853,0.2999,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-526.286,-453.541,67.976,12.204,38.544,0.571781,0.411085,0.017133
608,796.50,2.000,-15.063,32.1640,2.6293,57.8218,0.0000,26.7284,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.5593,6.5897,0.3008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-527.499,-454.633,68.121,12.233,38.635,0.572152,0.410668,0.017181
609,796.00,2.000,-15.067,32.2398,2.6293,57.8324,0.0000,26.7211,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.5508,6.5941,0.3016,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-528.706,-455.720,68.266,12.262,38.727,0.572519,0.410253,0.017228
610,795.50,2.000,-15.072,32.3153,2.6293,57.8428,0.0000,26.7139,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.5424,6.5985,0.3024,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-529.907,-456.801,68.409,12.291,38.818,0.572884,0.409840,0.017276
611,795.00,2.000,-15.076,32.3903,2.6292,57.8532,0.0000,26.7067,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.5340,6.6028,0.3033,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-531.102,-457.878,68.552,12.319,38.909,0.573246,0.409431,0.017323
612,794.50,2.000,-15.080,32.4651,2.6292,57.8635,0.0000,26.6996,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.5257,6.6071,0.3041,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-532.291,-458.950,68.693,12.348,38.999,0.573606,0.409024,0.017371
613,794.00,2.000,-15.085,32.5395,2.6291,57.8738,0.0000,26.6925,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.5175,6.6113,0.3049,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-533.474,-460.017,68.834,12.376,39.089,0.573963,0.408620,0.017418
614,793.50,2.000,-15.089,32.6135,2.6291,57.8840,0.0000,26.6854,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.5093,6.6155,0.3058,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-534.651,-461.079,68.974,12.405,39.178,0.574317,0.408218,0.017465
615,793.00,2.000,-15.094,32.6872,2.6291,57.8941,0.0000,26.6784,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.5012,6.6197,0.3066,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-535.822,-462.137,69.114,12.433,39.267,0.574669,0.407819,0.017512
616,792.50,2.000,-15.098,32.7605,2.6290,57.9041,0.0000,26.6715,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.4931,6.6239,0.3074,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-536.987,-463.189,69.252,12.461,39.356,0.575018,0.407423,0.017559
617,792.00,2.000,-15.102,32.8335,2.6290,57.9141,0.0000,26.6645,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.4851,6.6280,0.3083,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-538.147,-464.237,69.389,12.489,39.445,0.575365,0.407029,0.017606
618,791.50,2.000,-15.107,32.9061,2.6289,57.9240,0.0000,26.6577,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.4771,6.6321,0.3091,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-539.301,-465.280,69.526,12.517,39.532,0.575709,0.406638,0.017653
619,791.00,2.000,-15.111,32.9784,2.6289,57.9339,0.0000,26.6508,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.4691,6.6362,0.3099,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-540.449,-466.318,69.662,12.545,39.620,0.576051,0.406249,0.017700
620,790.50,2.000,-15.115,33.0503,2.6289,57.9437,0.0000,26.6441,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.4613,6.6402,0.3108,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-541.591,-467.351,69.797,12.572,39.707,0.576390,0.405863,0.017747
621,790.00,2.000,-15.120,33.1220,2.6288,57.9534,0.0000,26.6373,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.4534,6.6442,0.3116,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-542.727,-468.380,69.931,12.600,39.794,0.576727,0.405479,0.017794
622,789.50,2.000,-15.124,33.1932,2.6288,57.9631,0.0000,26.6306,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.4457,6.6482,0.3124,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-543.858,-469.404,70.065,12.627,39.880,0.577061,0.405098,0.017841
623,789.00,2.000,-15.128,33.2642,2.6288,57.9727,0.0000,26.6240,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.4379,6.6522,0.3132,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-544.983,-470.423,70.198,12.654,39.966,0.577393,0.404720,0.017887
624,788.50,2.000,-15.133,33.3348,2.6287,57.9822,0.0000,26.6174,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.4303,6.6561,0.3141,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-546.103,-471.437,70.329,12.681,40.052,0.577722,0.404344,0.017934
625,788.00,2.000,-15.137,33.4050,2.6287,57.9917,0.0000,26.6108,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.4226,6.6600,0.3149,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-547.216,-472.447,70.461,12.708,40.137,0.578050,0.403970,0.017981
626,787.50,2.000,-15.141,33.4750,2.6287,58.0011,0.0000,26.6043,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.4150,6.6639,0.3157,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-548.325,-473.453,70.591,12.735,40.222,0.578374,0.403599,0.018027
627,787.00,2.000,-15.146,33.5446,2.6286,58.0105,0.0000,26.5978,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.4075,6.6677,0.3165,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-549.428,-474.453,70.720,12.761,40.307,0.578697,0.403230,0.018074
628,786.50,2.000,-15.150,33.6139,2.6286,58.0197,0.0000,26.5914,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.4000,6.6715,0.3173,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-550.525,-475.450,70.849,12.788,40.391,0.579017,0.402863,0.018120
629,786.00,2.000,-15.154,33.6828,2.6285,58.0290,0.0000,26.5850,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.3926,6.6753,0.3182,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-551.617,-476.441,70.977,12.814,40.475,0.579335,0.402499,0.018166
630,785.50,2.000,-15.159,33.7514,2.6285,58.0381,0.0000,26.5786,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.3852,6.6791,0.3190,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-552.703,-477.429,71.104,12.840,40.559,0.579650,0.402137,0.018213
631,785.00,2.000,-15.163,33.8197,2.6285,58.0473,0.0000,26.5723,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.3779,6.6828,0.3198,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-553.784,-478.411,71.230,12.867,40.642,0.579963,0.401778,0.018259
632,784.50,2.000,-15.167,33.8877,2.6285,58.0563,0.0000,26.5660,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.3706,6.6865,0.3206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-554.859,-479.390,71.356,12.893,40.725,0.580274,0.401421,0.018305
633,784.00,2.000,-15.171,33.9554,2.6284,58.0653,0.0000,26.5598,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.3633,6.6902,0.3214,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-555.929,-480.363,71.481,12.919,40.807,0.580583,0.401066,0.018351
634,783.50,2.000,-15.176,34.0227,2.6284,58.0742,0.0000,26.5536,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.3561,6.6939,0.3222,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-556.994,-481.333,71.605,12.944,40.889,0.580890,0.400713,0.018397
635,783.00,2.000,-15.180,34.0898,2.6284,58.0831,0.0000,26.5474,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.3490,6.6975,0.3230,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-558.054,-482.298,71.728,12.970,40.971,0.581194,0.400363,0.018443
636,782.50,2.000,-15.184,34.1565,2.6283,58.0919,0.0000,26.5413,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.3419,6.7011,0.3238,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-559.108,-483.259,71.851,12.996,41.053,0.581496,0.400015,0.018489
637,782.00,2.000,-15.188,34.2229,2.6283,58.1007,0.0000,26.5352,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.3348,6.7047,0.3247,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-560.157,-484.215,71.973,13.021,41.134,0.581796,0.399669,0.018535
638,781.50,2.000,-15.193,34.2890,2.6283,58.1094,0.0000,26.5291,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.3278,6.7082,0.3255,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-561.200,-485.167,72.094,13.046,41.215,0.582094,0.399325,0.018581
639,781.00,2.000,-15.197,34.3548,2.6282,58.1180,0.0000,26.5231,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.3208,6.7117,0.3263,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-562.239,-486.115,72.214,13.071,41.295,0.582390,0.398984,0.018627
640,780.50,2.000,-15.201,34.4202,2.6282,58.1266,0.0000,26.5172,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.3139,6.7152,0.3271,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-563.272,-487.058,72.334,13.096,41.375,0.582683,0.398645,0.018672
641,780.00,2.000,-15.205,34.4854,2.6282,58.1352,0.0000,26.5112,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.3070,6.7187,0.3279,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-564.300,-487.997,72.452,13.121,41.455,0.582975,0.398308,0.018718
642,779.50,2.000,-15.209,34.5503,2.6282,58.1437,0.0000,26.5053,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.3002,6.7222,0.3287,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-565.323,-488.932,72.571,13.146,41.535,0.583264,0.397973,0.018763
643,779.00,2.000,-15.214,34.6148,2.6281,58.1521,0.0000,26.4995,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.2934,6.7256,0.3295,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-566.341,-489.863,72.688,13.171,41.614,0.583551,0.397640,0.018809
644,778.50,2.000,-15.218,34.6791,2.6281,58.1605,0.0000,26.4937,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.2866,6.7290,0.3303,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-567.354,-490.789,72.805,13.195,41.693,0.583836,0.397309,0.018854
645,778.00,2.000,-15.222,34.7430,2.6281,58.1688,0.0000,26.4879,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.2799,6.7324,0.3311,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-568.362,-491.712,72.921,13.220,41.772,0.584120,0.396981,0.018900
646,777.50,2.000,-15.226,34.8067,2.6281,58.1770,0.0000,26.4821,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.2732,6.7357,0.3319,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-569.365,-492.630,73.036,13.244,41.850,0.584401,0.396654,0.018945
647,777.00,2.000,-15.230,34.8700,2.6280,58.1853,0.0000,26.4764,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.2666,6.7390,0.3327,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-570.363,-493.544,73.150,13.269,41.928,0.584680,0.396330,0.018990
648,776.50,2.000,-15.235,34.9331,2.6280,58.1934,0.0000,26.4707,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.2600,6.7424,0.3335,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-571.356,-494.454,73.264,13.293,42.006,0.584957,0.396007,0.019036
649,776.00,2.000,-15.239,34.9959,2.6280,58.2015,0.0000,26.4651,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.2534,6.7456,0.3343,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-572.344,-495.360,73.377,13.317,42.083,0.585232,0.395687,0.019081
650,775.50,2.000,-15.243,35.0584,2.6280,58.2096,0.0000,26.4595,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.2469,6.7489,0.3351,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-573.327,-496.262,73.490,13.341,42.160,0.585505,0.395369,0.019126
651,775.00,2.000,-15.247,35.1205,2.6279,58.2176,0.0000,26.4539,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.2405,6.7521,0.3359,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-574.305,-497.160,73.601,13.364,42.237,0.585777,0.395052,0.019171
652,774.50,2.000,-15.251,35.1824,2.6279,58.2256,0.0000,26.4484,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.2341,6.7553,0.3367,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-575.278,-498.053,73.712,13.388,42.313,0.586046,0.394738,0.019216
653,774.00,2.000,-15.255,35.2441,2.6279,58.2335,0.0000,26.4429,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.2277,6.7585,0.3375,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-576.247,-498.943,73.823,13.412,42.390,0.586313,0.394426,0.019261
654,773.50,2.000,-15.260,35.3054,2.6279,58.2413,0.0000,26.4374,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.2213,6.7617,0.3382,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-577.210,-499.829,73.932,13.435,42.466,0.586579,0.394115,0.019306
655,773.00,2.000,-15.264,35.3664,2.6278,58.2491,0.0000,26.4320,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.2150,6.7648,0.3390,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-578.169,-500.711,74.041,13.458,42.541,0.586843,0.393807,0.019350
656,772.50,2.000,-15.268,35.4272,2.6278,58.2569,0.0000,26.4266,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.2088,6.7680,0.3398,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-579.124,-501.589,74.150,13.482,42.617,0.587104,0.393500,0.019395
657,772.00,2.000,-15.272,35.4877,2.6278,58.2646,0.0000,26.4212,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.2025,6.7711,0.3406,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-580.073,-502.463,74.257,13.505,42.692,0.587364,0.393196,0.019440
658,771.50,2.000,-15.276,35.5479,2.6278,58.2722,0.0000,26.4159,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.1963,6.7741,0.3414,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-581.018,-503.333,74.364,13.528,42.767,0.587622,0.392893,0.019485
659,771.00,2.000,-15.280,35.6078,2.6277,58.2798,0.0000,26.4106,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.1902,6.7772,0.3422,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-581.958,-504.199,74.471,13.551,42.841,0.587878,0.392593,0.019529
660,770.50,2.000,-15.284,35.6674,2.6277,58.2874,0.0000,26.4053,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.1841,6.7802,0.3430,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-582.893,-505.062,74.576,13.573,42.915,0.588133,0.392294,0.019574
661,770.00,2.000,-15.289,35.7268,2.6277,58.2949,0.0000,26.4001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.1780,6.7832,0.3438,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-583.824,-505.920,74.681,13.596,42.990,0.588385,0.391997,0.019618
662,769.50,2.000,-15.293,35.7859,2.6277,58.3024,0.0000,26.3949,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.1720,6.7862,0.3445,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-584.750,-506.775,74.786,13.619,43.063,0.588636,0.391701,0.019663
663,769.00,2.000,-15.297,35.8447,2.6277,58.3098,0.0000,26.3897,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.1660,6.7892,0.3453,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-585.672,-507.626,74.889,13.641,43.137,0.588885,0.391408,0.019707
664,768.50,2.000,-15.301,35.9032,2.6277,58.3172,0.0000,26.3845,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.1600,6.7922,0.3461,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-586.589,-508.474,74.992,13.664,43.210,0.589132,0.391117,0.019751
665,768.00,2.000,-15.305,35.9615,2.6276,58.3245,0.0000,26.3794,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.1541,6.7951,0.3469,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-587.502,-509.317,75.095,13.686,43.283,0.589378,0.390827,0.019795
666,767.50,2.000,-15.309,36.0195,2.6276,58.3318,0.0000,26.3744,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.1482,6.7980,0.3477,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-588.410,-510.157,75.196,13.708,43.356,0.589621,0.390539,0.019840
667,767.00,2.000,-15.313,36.0773,2.6276,58.3390,0.0000,26.3693,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.1423,6.8009,0.3484,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-589.313,-510.993,75.297,13.730,43.429,0.589863,0.390253,0.019884
668,766.50,2.000,-15.317,36.1347,2.6276,58.3462,0.0000,26.3643,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.1365,6.8038,0.3492,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-590.213,-511.825,75.398,13.752,43.501,0.590104,0.389969,0.019928
669,766.00,2.000,-15.322,36.1920,2.6276,58.3534,0.0000,26.3593,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.1307,6.8066,0.3500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-591.107,-512.654,75.498,13.774,43.573,0.590342,0.389686,0.019972
670,765.50,2.000,-15.326,36.2489,2.6275,58.3605,0.0000,26.3544,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.1250,6.8094,0.3508,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-591.998,-513.479,75.597,13.796,43.645,0.590579,0.389405,0.020016
671,765.00,2.000,-15.330,36.3056,2.6275,58.3675,0.0000,26.3494,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.1193,6.8122,0.3515,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-592.884,-514.301,75.695,13.817,43.716,0.590814,0.389126,0.020060
672,764.50,2.000,-15.334,36.3620,2.6275,58.3745,0.0000,26.3445,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.1136,6.8150,0.3523,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-593.765,-515.119,75.793,13.839,43.788,0.591048,0.388849,0.020103
673,764.00,2.000,-15.338,36.4182,2.6275,58.3815,0.0000,26.3397,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.1080,6.8178,0.3531,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-594.643,-515.933,75.890,13.860,43.859,0.591280,0.388573,0.020147
674,763.50,2.000,-15.342,36.4741,2.6275,58.3884,0.0000,26.3348,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.1024,6.8205,0.3539,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-595.516,-516.744,75.987,13.882,43.930,0.591510,0.388299,0.020191
675,763.00,2.000,-15.346,36.5298,2.6275,58.3953,0.0000,26.3300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.0968,6.8233,0.3546,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-596.384,-517.551,76.083,13.903,44.001,0.591739,0.388027,0.020235
676,762.50,2.000,-15.350,36.5852,2.6274,58.4021,0.0000,26.3252,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.0913,6.8260,0.3554,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-597.249,-518.354,76.179,13.924,44.071,0.591966,0.387756,0.020278
677,762.00,2.000,-15.354,36.6403,2.6274,58.4089,0.0000,26.3205,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.0858,6.8287,0.3562,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-598.109,-519.155,76.273,13.945,44.141,0.592191,0.387487,0.020322
678,761.50,2.000,-15.358,36.6952,2.6274,58.4157,0.0000,26.3158,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.0803,6.8313,0.3569,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-598.965,-519.951,76.368,13.966,44.211,0.592415,0.387220,0.020365
679,761.00,2.000,-15.362,36.7499,2.6274,58.4224,0.0000,26.3111,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.0748,6.8340,0.3577,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-599.817,-520.744,76.461,13.987,44.281,0.592637,0.386954,0.020409
680,760.50,2.000,-15.366,36.8043,2.6274,58.4291,0.0000,26.3064,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.0694,6.8366,0.3585,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-600.665,-521.534,76.554,14.008,44.351,0.592858,0.386690,0.020452
681,760.00,2.000,-15.371,36.8584,2.6274,58.4357,0.0000,26.3018,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.0641,6.8392,0.3592,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-601.508,-522.320,76.647,14.029,44.420,0.593077,0.386428,0.020496
682,759.50,2.000,-15.375,36.9123,2.6274,58.4423,0.0000,26.2972,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.0587,6.8418,0.3600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-602.348,-523.103,76.739,14.049,44.490,0.593294,0.386167,0.020539
683,759.00,2.000,-15.379,36.9660,2.6274,58.4488,0.0000,26.2926,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.0534,6.8444,0.3608,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-603.183,-523.883,76.830,14.070,44.559,0.593510,0.385908,0.020582
684,758.50,2.000,-15.383,37.0194,2.6273,58.4553,0.0000,26.2880,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.0481,6.8470,0.3615,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-604.014,-524.659,76.921,14.090,44.628,0.593725,0.385650,0.020625
685,758.00,2.000,-15.387,37.0726,2.6273,58.4618,0.0000,26.2835,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.0429,6.8495,0.3623,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-604.841,-525.432,77.011,14.110,44.696,0.593938,0.385394,0.020668
686,757.50,2.000,-15.391,37.1255,2.6273,58.4682,0.0000,26.2790,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.0377,6.8520,0.3630,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-605.664,-526.201,77.100,14.131,44.765,0.594149,0.385139,0.020711
687,757.00,2.000,-15.395,37.1782,2.6273,58.4746,0.0000,26.2745,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.0325,6.8546,0.3638,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-606.484,-526.967,77.189,14.151,44.833,0.594359,0.384886,0.020754
688,756.50,2.000,-15.399,37.2307,2.6273,58.4810,0.0000,26.2701,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.0274,6.8570,0.3646,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-607.299,-527.730,77.278,14.171,44.902,0.594568,0.384635,0.020797
689,756.00,2.000,-15.403,37.2829,2.6273,58.4873,0.0000,26.2657,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.0222,6.8595,0.3653,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-608.110,-528.489,77.365,14.191,44.970,0.594775,0.384385,0.020840
690,755.50,2.000,-15.407,37.3349,2.6273,58.4935,0.0000,26.2613,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.0172,6.8620,0.3661,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-608.917,-529.246,77.453,14.211,45.037,0.594981,0.384136,0.020883
