Index,T (C),P (kbars),log(10) f O2,mass (gm),rho (gm/cc),wt% SiO2,wt% TiO2,wt% Al2O3,wt% Fe2O3,wt% Cr2O3,wt% FeO,wt% MnO,wt% MgO,wt% NiO,wt% CoO,wt% CaO,wt% Na2O,wt% K2O,wt% P2O5,wt% H2O,wt% CO2,wt% SO3,wt% Cl2O-1,wt% F2O-1,G (kJ),H (kJ),S (J/K),V (cc),Cp (J/K),       albite,    anorthite,     sanidine
778,711.50,2.000,-18.604,45.3039,2.6247,59.1903,0.0000,25.7238,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.4112,7.0057,0.6690,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-734.052,-643.716,91.744,17.260,56.072,0.607011,0.354850,0.038139
779,711.00,2.000,-18.643,45.3722,2.6247,59.1962,0.0000,25.7187,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.4056,7.0053,0.6743,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-735.101,-644.701,91.856,17.286,56.187,0.606981,0.354583,0.038437
780,710.50,2.000,-18.682,45.4400,2.6247,59.2019,0.0000,25.7136,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.4000,7.0049,0.6795,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-736.141,-645.679,91.966,17.312,56.302,0.606946,0.354318,0.038736
781,710.00,2.000,-18.721,45.5074,2.6247,59.2076,0.0000,25.7086,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.3946,7.0044,0.6848,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-737.174,-646.651,92.075,17.338,56.418,0.606907,0.354057,0.039036
782,709.50,2.000,-18.759,45.5743,2.6247,59.2133,0.0000,25.7036,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.3891,7.0039,0.6900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-738.200,-647.617,92.183,17.364,56.533,0.606864,0.353798,0.039338
783,709.00,2.000,-18.798,45.6409,2.6247,59.2188,0.0000,25.6987,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.3838,7.0033,0.6954,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-739.219,-648.577,92.290,17.389,56.648,0.606816,0.353543,0.039640
784,708.50,2.000,-18.836,45.7070,2.6246,59.2243,0.0000,25.6938,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.3785,7.0027,0.7007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-740.232,-649.531,92.396,17.415,56.763,0.606765,0.353291,0.039944
785,708.00,2.000,-18.874,45.7728,2.6246,59.2296,0.0000,25.6890,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.3733,7.0020,0.7060,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-741.239,-650.481,92.502,17.440,56.879,0.606709,0.353042,0.040249
786,707.50,2.000,-18.912,45.8383,2.6246,59.2349,0.0000,25.6843,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.3681,7.0013,0.7114,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-742.240,-651.426,92.606,17.465,56.994,0.606648,0.352797,0.040555
787,707.00,2.000,-18.948,45.8996,2.6246,59.2348,0.0000,25.6833,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.3674,6.9988,0.7157,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-743.176,-652.315,92.701,17.488,57.104,0.606435,0.352766,0.040799
787,707.00,2.000,-18.948,0.1576,2.5252,65.3383,0.0000,18.7814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2490,2.5055,13.1258,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.453,-2.146,0.313,0.062,0.187,0.222142,0.012201,0.765657
788,706.50,2.000,-18.970,45.9258,2.6250,59.1935,0.0000,25.7123,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.4009,6.9826,0.7107,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-743.570,-652.742,92.716,17.496,57.161,0.605079,0.354400,0.040521
788,706.50,2.000,-18.970,1.5133,2.5252,65.3353,0.0000,18.7797,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2483,2.4945,13.1421,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-23.557,-20.613,3.005,0.599,1.793,0.221181,0.012168,0.766652
789,706.00,2.000,-18.991,45.9497,2.6253,59.1583,0.0000,25.7370,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.4295,6.9689,0.7063,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-743.927,-653.133,92.727,17.503,57.218,0.603935,0.355794,0.040271
789,706.00,2.000,-18.991,2.6338,2.5253,65.3328,0.0000,18.7781,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2476,2.4848,13.1567,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-40.995,-35.875,5.228,1.043,3.120,0.220326,0.012133,0.767541
790,705.50,2.000,-19.013,45.9717,2.6256,59.1280,0.0000,25.7583,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.4542,6.9572,0.7023,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-744.249,-653.494,92.735,17.509,57.274,0.602960,0.356994,0.040046
790,705.50,2.000,-19.013,3.5723,2.5253,65.3306,0.0000,18.7766,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2469,2.4760,13.1699,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-55.597,-48.660,7.089,1.415,4.232,0.219557,0.012098,0.768346
791,705.00,2.000,-19.035,45.9919,2.6258,59.1018,0.0000,25.7768,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.4755,6.9473,0.6986,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-744.542,-653.827,92.741,17.515,57.329,0.602125,0.358036,0.039839
791,705.00,2.000,-19.035,4.3676,2.5254,65.3287,0.0000,18.7752,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2461,2.4680,13.1820,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-67.967,-59.493,8.664,1.729,5.175,0.218857,0.012062,0.769081
792,704.50,2.000,-19.057,46.0106,2.6260,59.0789,0.0000,25.7930,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.4942,6.9387,0.6953,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-744.809,-654.137,92.744,17.521,57.383,0.601406,0.358946,0.039648
792,704.50,2.000,-19.057,5.0483,2.5254,65.3270,0.0000,18.7738,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2454,2.4607,13.1931,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-78.554,-68.767,10.011,1.999,5.983,0.218215,0.012026,0.769759
793,704.00,2.000,-19.079,46.0280,2.6262,59.0587,0.0000,25.8072,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.5107,6.9312,0.6921,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-745.053,-654.427,92.745,17.526,57.437,0.600782,0.359748,0.039470
793,704.00,2.000,-19.079,5.6364,2.5254,65.3256,0.0000,18.7725,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2446,2.4539,13.2034,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-87.695,-76.778,11.173,2.232,6.680,0.217621,0.011989,0.770390
794,703.50,2.000,-19.101,46.0442,2.6264,59.0409,0.0000,25.8199,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.5253,6.9247,0.6892,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-745.279,-654.700,92.744,17.531,57.490,0.600239,0.360459,0.039303
794,703.50,2.000,-19.101,6.1483,2.5255,65.3243,0.0000,18.7712,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2439,2.4476,13.2132,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-95.651,-83.753,12.183,2.435,7.288,0.217066,0.011952,0.770982
795,703.00,2.000,-19.123,46.0595,2.6266,59.0251,0.0000,25.8312,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.5383,6.9190,0.6864,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-745.487,-654.957,92.742,17.536,57.543,0.599764,0.361092,0.039144
795,703.00,2.000,-19.123,6.5972,2.5255,65.3231,0.0000,18.7699,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2431,2.4416,13.2223,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-102.625,-89.869,13.068,2.612,7.821,0.216545,0.011915,0.771540
796,702.50,2.000,-19.145,46.0739,2.6267,59.0110,0.0000,25.8413,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.5499,6.9141,0.6837,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-745.681,-655.201,92.738,17.541,57.596,0.599346,0.361659,0.038994
796,702.50,2.000,-19.145,6.9932,2.5255,65.3220,0.0000,18.7687,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2423,2.4360,13.2310,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-108.776,-95.266,13.848,2.769,8.292,0.216052,0.011877,0.772071
797,702.00,2.000,-19.167,46.0875,2.6269,58.9982,0.0000,25.8505,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7
