Index,T (C),P (kbars),log(10) f O2,liq mass (gm),liq rho (gm/cc),wt% SiO2,wt% TiO2,wt% Al2O3,wt% Fe2O3,wt% Cr2O3,wt% FeO,wt% MnO,wt% MgO,wt% NiO,wt% CoO,wt% CaO,wt% Na2O,wt% K2O,wt% P2O5,wt% H2O,wt% CO2,wt% SO3,wt% Cl2O-1,wt% F2O-1,liq G (kJ),liq H (kJ),liq S (J/K),liq V (cc),liq Cp (J/K),activity SiO2,activity TiO2,activity Al2O3,activity Fe2O3,activity MgCr2O4,activity Fe2SiO4,activity MnSi0.5O2,activity Mg2SiO4,activity NiSi0.5O2,activity CoSi0.5O2,activity CaSiO3,activity Na2SiO3,activity KAlSiO4,activity Ca3(PO4)2,activity CO2,activity SO3,activity Cl2O-1,activity F2O-1,activity H2O,liq vis (log 10 poise),sol mass (gm),sol rho (gm/cc),sol G (kJ),sol H (kJ),sol S (J/K),sol V (cc),sol Cp (J/K),sys G (kJ),sys H (kJ),sys S (J/K),sys V (cc),sys Cp (J/K),sys dVdT (cc/K),sys dVdP (cc/bar),sys alpha (1/K),sys beta (1/bar),liq dVdT (cc/K),liq dVdP (cc/bar),liq alpha (1/K),liq beta (1/bar)
321,940.00,2.000,-14.350,3.6518030646918e+01,2.2452,58.7312,0.3671,14.9139,0.3355,0.0000,4.2787,0.3380,1.9650,0.0000,0.0000,5.7555,4.0511,2.5229,0.6041,6.1371,0.0000,0.0000,0.0000,0.0000,-5.9977495900445e+02,-4.7221835636875e+02,1.0514495539356e+02,1.6265001728788e+01,5.3053114234397e+01,3.9096747e-01,4.1052898e-02,4.7386448e-03,2.3107491e-03,2.4604648e+00,6.1757203e-02,4.8460697e-03,1.5600557e-02,1.1784497e+00,5.6450951e-01,4.0592288e-02,1.2308522e-05,6.9343933e-03,3.9844200e-01,6.2106502e-01,3.4635126e-01,3.4635126e-01,3.4635126e-01,2.4102183e-01,3.0675,6.3481969353083e+01,2.4965,-9.9014565242264e+02,-8.0775050266467e+02,1.5034839035401e+02,2.5428302677471e+01,7.8170104146369e+01,-1.5899206114271e+03,-1.2799688590334e+03, 2.5549334574758e+02, 4.1693304406258e+01, 1.3122321838077e+02, 8.2929252539886e-03,-2.0599852856583e-03, 1.9890304623454e-04, 4.9408059998935e-05, 2.0446212139981e-03,-1.4257137794760e-04, 1.2570679352461e-04, 8.7655310663300e-06
322,939.50,2.000,-14.368,3.6253695736891e+01,2.2448,58.7520,0.3657,14.9026,0.3334,0.0000,4.2651,0.3408,1.9538,0.0000,0.0000,5.7431,4.0540,2.5401,0.6085,6.1407,0.0000,0.0000,0.0000,0.0000,-5.9540576297027e+02,-4.6883889098914e+02,1.0437213703965e+02,1.6150320861716e+01,5.2662294269190e+01,3.9103403e-01,4.0995418e-02,4.7203795e-03,2.3047623e-03,2.4691015e+00,6.1739148e-02,4.8968422e-03,1.5542410e-02,1.1796703e+00,5.6519071e-01,4.0518091e-02,1.2289286e-05,6.9684166e-03,4.0195562e-01,6.2119021e-01,3.4627470e-01,3.4627470e-01,3.4627470e-01,2.4119373e-01,3.0707,6.3746304263110e+01,2.4946,-9.9438712964097e+02,-8.1126501341693e+02,1.5100986782999e+02,2.5553514528666e+01,7.8521565508878e+01,-1.5897928926112e+03,-1.2801039044061e+03, 2.5538200486964e+02, 4.1703835390382e+01, 1.3118385977807e+02, 8.3323135848657e-03,-2.0742105931028e-03, 1.9979729698404e-04, 4.9736686654513e-05, 2.0304901028247e-03,-1.4161620882839e-04, 1.2572444350861e-04, 8.7686312885641e-06
323,939.00,2.000,-14.387,3.5991882054288e+01,2.2443,58.7727,0.3644,14.8914,0.3313,0.0000,4.2515,0.3437,1.9428,0.0000,0.0000,5.7309,4.0567,2.5573,0.6129,6.1443,0.0000,0.0000,0.0000,0.0000,-5.9107848287337e+02,-4.6549178661188e+02,1.0360656375984e+02,1.6036701486512e+01,5.2275263204733e+01,3.9110130e-01,4.0938020e-02,4.7021861e-03,2.2988529e-03,2.4777208e+00,6.1719459e-02,4.9480446e-03,1.5484540e-02,1.1808789e+00,5.6586345e-01,4.0443949e-02,1.2269386e-05,7.0024002e-03,4.0548718e-01,6.2130809e-01,3.4619391e-01,3.4619391e-01,3.4619391e-01,2.4136581e-01,3.0738,6.4008117945713e+01,2.4928,-9.9858674646220e+02,-8.1474647712614e+02,1.5166462016752e+02,2.5677524261790e+01,7.8869687524737e+01,-1.5896652293356e+03,-1.2802382637380e+03, 2.5527118392736e+02, 4.1714225748302e+01, 1.3114495072947e+02, 8.3714026653567e-03,-2.0882757253764e-03, 2.0068459896316e-04, 5.0061476340873e-05, 2.0164829660599e-03,-1.4066941995220e-04, 1.2574175354925e-04, 8.7717178043452e-06
324,938.50,2.000,-14.405,3.5732560610570e+01,2.2439,58.7933,0.3630,14.8803,0.3293,0.0000,4.2378,0.3466,1.9317,0.0000,0.0000,5.7188,4.0592,2.5747,0.6174,6.1479,0.0000,0.0000,0.0000,0.0000,-5.8679262907080e+02,-4.6217666418120e+02,1.0284815325350e+02,1.5924131590614e+01,5.1891976499954e+01,3.9116928e-01,4.0880702e-02,4.6840644e-03,2.2930203e-03,2.4863220e+00,6.1698147e-02,4.9996791e-03,1.5426948e-02,1.1820754e+00,5.6652771e-01,4.0369860e-02,1.2248826e-05,7.0363424e-03,4.0903669e-01,6.2141865e-01,3.4610887e-01,3.4610887e-01,3.4610887e-01,2.4153808e-01,3.0769,6.4267439389431e+01,2.4910,-1.0027449922709e+03,-8.1819528110350e+02,1.5231272328429e+02,2.5800345054760e+01,7.9214508764010e+01,-1.5895376213417e+03,-1.2803719452847e+03, 2.5516087653779e+02, 4.1724476645374e+01, 1.3110648526396e+02, 8.4101955165395e-03,-2.1021823957190e-03, 2.0156503311041e-04, 5.0382474862081e-05, 2.0025984467651e-03,-1.3973092117229e-04, 1.2575872256327e-04, 8.7747906614044e-06
325,938.00,2.000,-14.423,3.5475703042390e+01,2.2435,58.8139,0.3616,14.8693,0.3272,0.0000,4.2240,0.3495,1.9208,0.0000,0.0000,5.7068,4.0615,2.5921,0.6218,6.1514,0.0000,0.0000,0.0000,0.0000,-5.8254772252793e+02,-4.5889315291716e+02,1.0209682500992e+02,1.5812599427551e+01,5.1512390572502e+01,3.9123798e-01,4.0823465e-02,4.6660144e-03,2.2872640e-03,2.4949046e+00,6.1675223e-02,5.0517481e-03,1.5369630e-02,1.1832597e+00,5.6718350e-01,4.0295826e-02,1.2227610e-05,7.0702411e-03,4.1260412e-01,6.2152188e-01,3.4601961e-01,3.4601961e-01,3.4601961e-01,2.4171054e-01,3.0801,6.4524296957611e+01,2.4892,-1.0068623458465e+03,-8.2161180420994e+02,1.5295425144417e+02,2.5921989792210e+01,7.9556066956249e+01,-1.5894100683745e+03,-1.2805049571271e+03, 2.5505107645409e+02, 4.1734589219761e+01, 1.3106845752875e+02, 8.4486950816497e-03,-2.1159322789664e-03, 2.0243867831456e-04, 5.0699726977653e-05, 1.9888352195922e-03,-1.3880062441344e-04, 1.2577534950559e-04, 8.7778499069291e-06
326,937.50,2.000,-14.441,3.5221281591786e+01,2.2431,58.8343,0.3603,14.8583,0.3252,0.0000,4.2101,0.3525,1.9099,0.0000,0.0000,5.6949,4.0637,2.6096,0.6263,6.1550,0.0000,0.0000,0.0000,0.0000,-5.7834329448371e+02,-4.5564089005459e+02,1.0135250025120e+02,1.5702093508413e+01,5.1136462768644e+01,3.9130741e-01,4.0766307e-02,4.6480359e-03,2.2815832e-03,2.5034681e+00,6.1650698e-02,5.1042536e-03,1.5312586e-02,1.1844319e+00,5.6783081e-01,4.0221847e-02,1.2205743e-05,7.1040945e-03,4.1618948e-01,6.2161777e-01,3.4592612e-01,3.4592612e-01,3.4592612e-01,2.4188318e-01,3.0833,6.4778718408215e+01,2.4874,-1.0109392756980e+03,-8.2499641712248e+02,1.5358927731016e+02,2.6042471075078e+01,7.9894399017116e+01,-1.5892825701817e+03,-1.2806373071771e+03, 2.5494177756136e+02, 4.1744564583491e+01, 1.3103086178576e+02, 8.4869042286621e-03,-2.1295270128073e-03, 2.0330561148118e-04, 5.1013276436220e-05, 1.9751919897539e-03,-1.3787844360368e-04, 1.2579163337014e-04, 8.7808955875728e-06
327,937.00,2.000,-14.458,3.4969269087740e+01,2.2427,58.8546,0.3590,14.8475,0.3232,0.0000,4.1961,0.3554,1.8992,0.0000,0.0000,5.6832,4.0656,2.6271,0.6308,6.1584,0.0000,0.0000,0.0000,0.0000,-5.7417888613883e+02,-4.5241952060003e+02,1.0061510187894e+02,1.5592602593910e+01,5.0764151335177e+01,3.9137756e-01,4.0709228e-02,4.6301290e-03,2.2759774e-03,2.5120119e+00,6.1624582e-02,5.1571977e-03,1.5255813e-02,1.1855920e+00,5.6846963e-01,4.0147921e-02,1.2183230e-05,7.1379006e-03,4.1979275e-01,6.2170631e-01,3.4582843e-01,3.4582843e-01,3.4582843e-01,2.4205601e-01,3.0864,6.5030730912260e+01,2.4857,-1.0149762403756e+03,-8.2834948258218e+02,1.5421787199386e+02,2.6161801229531e+01,8.0229541073156e+01,-1.5891551265144e+03,-1.2807690031822e+03, 2.5483297387280e+02, 4.1754403823441e+01, 1.3099369240833e+02, 8.5248257526796e-03,-2.1429681989545e-03, 2.0416590759449e-04, 5.1323166007017e-05, 1.9616674920649e-03,-1.3696429461112e-04, 1.2580757319057e-04, 8.7839277494710e-06
328,936.50,2.000,-14.476,3.4719638928300e+01,2.2423,58.8748,0.3577,14.8367,0.3212,0.0000,4.1820,0.3584,1.8885,0.0000,0.0000,5.6715,4.0673,2.6447,0.6354,6.1619,0.0000,0.0000,0.0000,0.0000,-5.7005404835363e+02,-4.4922869709631e+02,9.9884554422613e+01,1.5484115686683e+01,5.0395415392218e+01,3.9144845e-01,4.0652227e-02,4.6122935e-03,2.2704459e-03,2.5205355e+00,6.1596886e-02,5.2105826e-03,1.5199311e-02,1.1867399e+00,5.6909996e-01,4.0074050e-02,1.2160074e-05,7.1716573e-03,4.2341391e-01,6.2178750e-01,3.4572655e-01,3.4572655e-01,3.4572655e-01,2.4222902e-01,3.0896,6.5280361071700e+01,2.4840,-1.0189736887727e+03,-8.3167135563439e+02,1.5484010510337e+02,2.6279992315623e+01,8.0561528485812e+01,-1.5890277371263e+03,-1.2809000527307e+03, 2.5472465952598e+02, 4.1764108002307e+01, 1.3095694387803e+02, 8.5624623782641e-03,-2.1562574042854e-03, 2.0501963977756e-04, 5.1629437510466e-05, 1.9482604900080e-03,-1.3605809518262e-04, 1.2582316804075e-04, 8.7869464382546e-06
329,936.00,2.000,-14.494,3.4472365061775e+01,2.2419,58.8949,0.3564,14.8260,0.3192,0.0000,4.1679,0.3614,1.8778,0.0000,0.0000,5.6600,4.0688,2.6623,0.6399,6.1653,0.0000,0.0000,0.0000,0.0000,-5.6596834133054e+02,-4.4606807937469e+02,9.9160783985319e+01,1.5376622023187e+01,5.0030214904667e+01,3.9152008e-01,4.0595304e-02,4.5945294e-03,2.2649882e-03,2.5290384e+00,6.1567620e-02,5.2644104e-03,1.5143077e-02,1.1878756e+00,5.6972181e-01,4.0000233e-02,1.2136281e-05,7.2053626e-03,4.2705294e-01,6.2186132e-01,3.4562048e-01,3.4562048e-01,3.4562048e-01,2.4240223e-01,3.0928,6.5527634938226e+01,2.4824,-1.0229320604437e+03,-8.3496238388155e+02,1.5545604479359e+02,2.6397056136420e+01,8.0890395876720e+01,-1.5889004017743e+03,-1.2810304632562e+03, 2.5461682877891e+02, 4.1773678159608e+01, 1.3092061078139e+02, 8.5998167619210e-03,-2.1693961620356e-03, 2.0586687935554e-04, 5.1932131849795e-05, 1.9349697747534e-03,-1.3515976487854e-04, 1.2583841703565e-04, 8.7899516990617e-06
330,935.50,2.000,-14.511,3.4227421970955e+01,2.2415,58.9149,0.3551,14.8154,0.3172,0.0000,4.1537,0.3644,1.8673,0.0000,0.0000,5.6486,4.0701,2.6801,0.6445,6.1687,0.0000,0.0000,0.0000,0.0000,-5.6192133434729e+02,-4.4293733434708e+02,9.8443718198163e+01,1.5270111066911e+01,4.9668510658128e+01,3.9159244e-01,4.0538458e-02,4.5768366e-03,2.2596037e-03,2.5375201e+00,6.1536795e-02,5.3186829e-03,1.5087110e-02,1.1889993e+00,5.7033518e-01,3.9926471e-02,1.2111855e-05,7.2390144e-03,4.3070983e-01,6.2192778e-01,3.4551024e-01,3.4551024e-01,3.4551024e-01,2.4257562e-01,3.0960,6.5772578029045e+01,2.4808,-1.0268517858706e+03,-8.3822290769525e+02,1.5606575780857e+02,2.6513004245623e+01,8.1216177148886e+01,-1.5887731202179e+03,-1.2811602420423e+03, 2.5450947600673e+02, 4.1783115312534e+01, 1.3088468780701e+02, 8.6368914941346e-03,-2.1823859728053e-03, 2.0670769590854e-04, 5.2231289038197e-05, 1.9217941643359e-03,-1.3426922501913e-04, 1.2585331933180e-04, 8.7929435765585e-06
331,935.00,2.000,-14.529,3.3984784655050e+01,2.2411,58.9349,0.3538,14.8048,0.3152,0.0000,4.1394,0.3674,1.8568,0.0000,0.0000,5.6373,4.0713,2.6978,0.6491,6.1721,0.0000,0.0000,0.0000,0.0000,-5.5791260545207e+02,-4.3983613576808e+02,9.7733286168104e+01,1.5164572500573e+01,4.9310264231530e+01,3.9166556e-01,4.0481687e-02,4.5592149e-03,2.2542917e-03,2.5459800e+00,6.1504421e-02,5.3734021e-03,1.5031408e-02,1.1901108e+00,5.7094007e-01,3.9852764e-02,1.2086802e-05,7.2726108e-03,4.3438455e-01,6.2198687e-01,3.4539584e-01,3.4539584e-01,3.4539584e-01,2.4274920e-01,3.0991,6.6015215344951e+01,2.4792,-1.0307332867674e+03,-8.4145326045892e+02,1.5666930952988e+02,2.6627847956351e+01,8.1538905510995e+01,-1.5886458922195e+03,-1.2812893962270e+03, 2.5440259569798e+02, 4.1792420456923e+01, 1.3084916974252e+02, 8.6736891017813e-03,-2.1952283057095e-03, 2.0754215733261e-04, 5.2526948229097e-05, 1.9087325027073e-03,-1.3338639862154e-04, 1.2586787412802e-04, 8.7959221149496e-06
332,934.50,2.000,-14.547,3.3744428614521e+01,2.2407,58.9547,0.3525,14.7944,0.3133,0.0000,4.1250,0.3705,1.8464,0.0000,0.0000,5.6262,4.0722,2.7157,0.6537,6.1754,0.0000,0.0000,0.0000,0.0000,-5.5394174120731e+02,-4.3676416403533e+02,9.7029418434133e+01,1.5059996219597e+01,4.8955437974010e+01,3.9173943e-01,4.0424993e-02,4.5416644e-03,2.2490517e-03,2.5544177e+00,6.1470509e-02,5.4285699e-03,1.4975970e-02,1.1912102e+00,5.7153649e-01,3.9779111e-02,1.2061127e-05,7.3061495e-03,4.3807708e-01,6.2203859e-01,3.4527730e-01,3.4527730e-01,3.4527730e-01,2.4292296e-01,3.1023,6.6255571385480e+01,2.4776,-1.0345769763370e+03,-8.4465376877162e+02,1.5726676401721e+02,2.6741598348476e+01,8.1858613497775e+01,-1.5885187175443e+03,-1.2814179328070e+03, 2.5429618245134e+02, 4.1801594568074e+01, 1.3081405147178e+02, 8.7102120501042e-03,-2.2079245993461e-03, 2.0837032989064e-04, 5.2819147742091e-05, 1.8957836589443e-03,-1.3251121034814e-04, 1.2588208066595e-04, 8.7988873579997e-06
333,934.00,2.000,-14.564,3.3506329834161e+01,2.2403,58.9744,0.3513,14.7840,0.3113,0.0000,4.1106,0.3735,1.8361,0.0000,0.0000,5.6151,4.0729,2.7336,0.6584,6.1787,0.0000,0.0000,0.0000,0.0000,-5.5000833640422e+02,-4.3372110596663e+02,9.6332046918435e+01,1.4956372324803e+01,4.8603994979276e+01,3.9181405e-01,4.0368373e-02,4.5241848e-03,2.2438832e-03,2.5628326e+00,6.1435070e-02,5.4841882e-03,1.4920794e-02,1.1922974e+00,5.7212444e-01,3.9705512e-02,1.2034834e-05,7.3396284e-03,4.4178738e-01,6.2208294e-01,3.4515464e-01,3.4515464e-01,3.4515464e-01,2.4309692e-01,3.1056,6.6493670165840e+01,2.4761,-1.0383832595559e+03,-8.4782475267539e+02,1.5785818405375e+02,2.6854266276853e+01,8.2175332992769e+01,-1.5883915959601e+03,-1.2815458586420e+03, 2.5419023097219e+02, 4.1810638601656e+01, 1.3077932797204e+02, 8.7464627449797e-03,-2.2204762628728e-03, 2.0919227826942e-04, 5.3107925091219e-05, 1.8829465263597e-03,-1.3164358644743e-04, 1.2589593823076e-04, 8.8018393490458e-06
334,933.50,2.000,-14.581,3.3270464768660e+01,2.2399,58.9940,0.3501,14.7738,0.3094,0.0000,4.0961,0.3766,1.8258,0.0000,0.0000,5.6042,4.0735,2.7516,0.6631,6.1820,0.0000,0.0000,0.0000,0.0000,-5.4611199381896e+02,-4.3070665460990e+02,9.5641104884647e+01,1.4853691116188e+01,4.8255899063616e+01,3.9188943e-01,4.0311827e-02,4.5067762e-03,2.2387855e-03,2.5712242e+00,6.1398113e-02,5.5402587e-03,1.4865880e-02,1.1933726e+00,5.7270393e-01,3.9631969e-02,1.2007929e-05,7.3730453e-03,4.4551544e-01,6.2211993e-01,3.4502786e-01,3.4502786e-01,3.4502786e-01,2.4327106e-01,3.1088,6.6729535231341e+01,2.4746,-1.0421525334183e+03,-8.5096652584911e+02,1.5844363118483e+02,2.6965862378304e+01,8.2489095247726e+01,-1.5882645272373e+03,-1.2816731804590e+03, 2.5408473606948e+02, 4.1819553494492e+01, 1.3074499431134e+02, 8.7824435348140e-03,-2.2328846769302e-03, 2.1000806562822e-04, 5.3393317009573e-05, 1.8702200217459e-03,-1.3078345470472e-04, 1.2590944615157e-04, 8.8047781310188e-06
335,933.00,2.000,-14.599,3.3036810326741e+01,2.2395,59.0135,0.3488,14.7636,0.3075,0.0000,4.0815,0.3797,1.8156,0.0000,0.0000,5.5933,4.0738,2.7696,0.6677,6.1852,0.0000,0.0000,0.0000,0.0000,-5.4225232394513e+02,-4.2772050903428e+02,9.4956526892053e+01,1.4751943086070e+01,4.7911114741856e+01,3.9196558e-01,4.0255355e-02,4.4894385e-03,2.2337581e-03,2.5795922e+00,6.1359649e-02,5.5967832e-03,1.4811224e-02,1.1944357e+00,5.7327496e-01,3.9558480e-02,1.1980417e-05,7.4063981e-03,4.4926121e-01,6.2214955e-01,3.4489699e-01,3.4489699e-01,3.4489699e-01,2.4344539e-01,3.1120,6.6963189673259e+01,2.4731,-1.0458851872036e+03,-8.5407939582168e+02,1.5902316576045e+02,2.7076397079343e+01,8.2799930903961e+01,-1.5881375111488e+03,-1.2817999048560e+03, 2.5397969265250e+02, 4.1828340165413e+01, 1.3071104564582e+02, 8.8181567126826e-03,-2.2451511946550e-03, 2.1081775365244e-04, 5.3675359475810e-05, 1.8576030845384e-03,-1.2993074438672e-04, 1.2592260380211e-04, 8.8077037464585e-06
336,932.50,2.000,-14.616,3.2805343857546e+01,2.2391,59.0330,0.3476,14.7535,0.3056,0.0000,4.0668,0.3829,1.8055,0.0000,0.0000,5.5826,4.0740,2.7877,0.6725,6.1885,0.0000,0.0000,0.0000,0.0000,-5.3842894476385e+02,-4.2476237415087e+02,9.4278248756251e+01,1.4651118913219e+01,4.7569607206644e+01,3.9204250e-01,4.0198956e-02,4.4721714e-03,2.2288005e-03,2.5879359e+00,6.1319688e-02,5.6537632e-03,1.4756826e-02,1.1954867e+00,5.7383756e-01,3.9485046e-02,1.1952304e-05,7.4396845e-03,4.5302465e-01,6.2217181e-01,3.4476205e-01,3.4476205e-01,3.4476205e-01,2.4361991e-01,3.1152,6.7194656142455e+01,2.4717,-1.0495816027063e+03,-8.5716366415489e+02,1.5959684697171e+02,2.7185880602765e+01,8.3107870010638e+01,-1.5880105474702e+03,-1.2819260383058e+03, 2.5387509572796e+02, 4.1836999515984e+01, 1.3067747721728e+02, 8.8536045181196e-03,-2.2572771425469e-03, 2.1162140259932e-04, 5.3954087737208e-05, 1.8450946761033e-03,-1.2908538619487e-04, 1.2593541060120e-04, 8.8106162375350e-06
337,932.00,2.000,-14.633,3.2576043136063e+01,2.2387,59.0523,0.3464,14.7434,0.3037,0.0000,4.0521,0.3860,1.7955,0.0000,0.0000,5.5720,4.0739,2.8058,0.6772,6.1916,0.0000,0.0000,0.0000,0.0000,-5.3464148149802e+02,-4.2183196052091e+02,9.3606207507038e+01,1.4551209456564e+01,4.7231342306344e+01,3.9212019e-01,4.0142629e-02,4.4549751e-03,2.2239120e-03,2.5962549e+00,6.1278241e-02,5.7112005e-03,1.4702684e-02,1.1965256e+00,5.7439173e-01,3.9411666e-02,1.1923596e-05,7.4729023e-03,4.5680574e-01,6.2218672e-01,3.4462305e-01,3.4462305e-01,3.4462305e-01,2.4379462e-01,3.1184,6.7423956863938e+01,2.4703,-1.0532421544814e+03,-8.6021962663915e+02,1.6016473288992e+02,2.7294322974732e+01,8.3412942044395e+01,-1.5878836359795e+03,-1.2820515871601e+03, 2.5377094039696e+02, 4.1845532431297e+01, 1.3064428435074e+02, 8.8887891390936e-03,-2.2692638214041e-03, 2.1241907134740e-04, 5.4229536334131e-05, 1.8326937789659e-03,-1.2824731221460e-04, 1.2594786601323e-04, 8.8135156460649e-06
338,931.50,2.000,-14.650,3.2348886349047e+01,2.2383,59.0715,0.3452,14.7335,0.3018,0.0000,4.0373,0.3892,1.7855,0.0000,0.0000,5.5615,4.0737,2.8240,0.6819,6.1948,0.0000,0.0000,0.0000,0.0000,-5.3088956637490e+02,-4.1892898417033e+02,9.2940341347756e+01,1.4452205749102e+01,4.6896286523691e+01,3.9219866e-01,4.0086373e-02,4.4378492e-03,2.2190923e-03,2.6045488e+00,6.1235318e-02,5.7690965e-03,1.4648797e-02,1.1975525e+00,5.7493749e-01,3.9338342e-02,1.1894296e-05,7.5060493e-03,4.6060442e-01,6.2219429e-01,3.4448002e-01,3.4448002e-01,3.4448002e-01,2.4396952e-01,3.1217,6.7651113650954e+01,2.4689,-1.0568672100821e+03,-8.6324757348264e+02,1.6072688050425e+02,2.7401734031622e+01,8.3715175928287e+01,-1.5877567764570e+03,-1.2821765576530e+03, 2.5366722185201e+02, 4.1853939780724e+01, 1.3061146245198e+02, 8.9237127138989e-03,-2.2811125072183e-03, 2.1321081744397e-04, 5.4501739123468e-05, 1.8203993960698e-03,-1.2741645586636e-04, 1.2595996954880e-04, 8.8164020135319e-06
339,931.00,2.000,-14.667,3.2123852082403e+01,2.2380,59.0906,0.3441,14.7237,0.2999,0.0000,4.0225,0.3924,1.7756,0.0000,0.0000,5.5511,4.0732,2.8423,0.6867,6.1979,0.0000,0.0000,0.0000,0.0000,-5.2717283841320e+02,-4.1605316642370e+02,9.2280589618817e+01,1.4354098992455e+01,4.6564406956600e+01,3.9227790e-01,4.0030189e-02,4.4207938e-03,2.2143407e-03,2.6128170e+00,6.1190930e-02,5.8274529e-03,1.4595164e-02,1.1985674e+00,5.7547485e-01,3.9265072e-02,1.1864413e-05,7.5391230e-03,4.6442066e-01,6.2219451e-01,3.4433296e-01,3.4433296e-01,3.4433296e-01,2.4414460e-01,3.1249,6.7876147917598e+01,2.4675,-1.0604571302724e+03,-8.6624778948081e+02,1.6128334575558e+02,2.7508123426144e+01,8.4014600048757e+01,-1.5876299686856e+03,-1.2823009559045e+03, 2.5356393537440e+02, 4.1862222418599e+01, 1.3057900700536e+02, 8.9583773328496e-03,-2.2928244519867e-03, 2.1399669714787e-04, 5.4770729300029e-05, 1.8082105501101e-03,-1.2659275186212e-04, 1.2597172076496e-04, 8.8192753811061e-06
340,930.50,2.000,-14.684,3.1900919307708e+01,2.2376,59.1096,0.3429,14.7139,0.2981,0.0000,4.0076,0.3956,1.7657,0.0000,0.0000,5.5408,4.0726,2.8606,0.6915,6.2010,0.0000,0.0000,0.0000,0.0000,-5.2349094319575e+02,-4.1320423372667e+02,9.1626892758761e+01,1.4256880551038e+01,4.6235671297741e+01,3.9235794e-01,3.9974074e-02,4.4038087e-03,2.2096567e-03,2.6210592e+00,6.1145086e-02,5.8862708e-03,1.4541782e-02,1.1995703e+00,5.7600383e-01,3.9191858e-02,1.1833950e-05,7.5721214e-03,4.6825441e-01,6.2218741e-01,3.4418191e-01,3.4418191e-01,3.4418191e-01,2.4431988e-01,3.1282,6.8099080692293e+01,2.4662,-1.0640122692546e+03,-8.6922055419747e+02,1.6183418357260e+02,2.7613500633903e+01,8.4311242273791e+01,-1.5875032124504e+03,-1.2824247879241e+03, 2.5346107633136e+02, 4.1870381184941e+01, 1.3054691357153e+02, 8.9927850401110e-03,-2.3044008845710e-03, 2.1477676547510e-04, 5.5036539418938e-05, 1.7961262828206e-03,-1.2577613615828e-04, 1.2598311926586e-04, 8.8221357896639e-06
341,930.00,2.000,-14.701,3.1680067369851e+01,2.2372,59.1285,0.3418,14.7042,0.2962,0.0000,3.9926,0.3988,1.7560,0.0000,0.0000,5.5307,4.0718,2.8790,0.6963,6.2040,0.0000,0.0000,0.0000,0.0000,-5.1984353266119e+02,-4.1038191748328e+02,9.0979192268554e+01,1.4160541946717e+01,4.5910047815783e+01,3.9243876e-01,3.9918029e-02,4.3868939e-03,2.2050397e-03,2.6292749e+00,6.1097796e-02,5.9455519e-03,1.4488651e-02,1.2005613e+00,5.7652444e-01,3.9118698e-02,1.1802915e-05,7.6050419e-03,4.7210562e-01,6.2217300e-01,3.4402689e-01,3.4402689e-01,3.4402689e-01,2.4449534e-01,3.1314,6.8319932630150e+01,2.4648,-1.0675329748776e+03,-8.7216614213082e+02,1.6237944790489e+02,2.7717874959398e+01,8.4605129969551e+01,-1.5873765075388e+03,-1.2825480596141e+03, 2.5335864017344e+02, 4.1878416906115e+01, 1.3051517778533e+02, 9.0269378353744e-03,-2.3158430114901e-03, 2.1555107624081e-04, 5.5299201416373e-05, 1.7841456543194e-03,-1.2496654591278e-04, 1.2599416470307e-04, 8.8249832798067e-06
342,929.50,2.000,-14.718,3.1461275975040e+01,2.2368,59.1473,0.3406,14.6946,0.2944,0.0000,3.9776,0.4020,1.7463,0.0000,0.0000,5.5206,4.0708,2.8975,0.7012,6.2071,0.0000,0.0000,0.0000,0.0000,-5.1623026490153e+02,-4.0758595389793e+02,9.0337430676920e+01,1.4065074853622e+01,4.5587505337182e+01,3.9252037e-01,3.9862052e-02,4.3700492e-03,2.2004894e-03,2.6374636e+00,6.1049072e-02,6.0052973e-03,1.4435770e-02,1.2015403e+00,5.7703671e-01,3.9045594e-02,1.1771313e-05,7.6378823e-03,4.7597424e-01,6.2215128e-01,3.4386791e-01,3.4386791e-01,3.4386791e-01,2.4467100e-01,3.1347,6.8538724024961e+01,2.4635,-1.0710195888389e+03,-8.7508482287469e+02,1.6291919175508e+02,2.7821255541854e+01,8.4896290016523e+01,-1.5872498537405e+03,-1.2826707767726e+03, 2.5325662243200e+02, 4.1886330395476e+01, 1.3048379535370e+02, 9.0608376754818e-03,-2.3271520176872e-03, 2.1631968209993e-04, 5.5558746629629e-05, 1.7722677424750e-03,-1.2416391944348e-04, 1.2600485677604e-04, 8.8278178918834e-06
