Index,T (C),P (kbars),log(10) f O2,liq mass (gm),liq rho (gm/cc),wt% SiO2,wt% TiO2,wt% Al2O3,wt% Fe2O3,wt% Cr2O3,wt% FeO,wt% MnO,wt% MgO,wt% NiO,wt% CoO,wt% CaO,wt% Na2O,wt% K2O,wt% P2O5,wt% H2O,wt% CO2,wt% SO3,wt% Cl2O-1,wt% F2O-1,liq G (kJ),liq H (kJ),liq S (J/K),liq V (cc),liq Cp (J/K),activity SiO2,activity TiO2,activity Al2O3,activity Fe2O3,activity MgCr2O4,activity Fe2SiO4,activity MnSi0.5O2,activity Mg2SiO4,activity NiSi0.5O2,activity CoSi0.5O2,activity CaSiO3,activity Na2SiO3,activity KAlSiO4,activity Ca3(PO4)2,activity CO2,activity SO3,activity Cl2O-1,activity F2O-1,activity H2O,liq vis (log 10 poise),sol mass (gm),sol rho (gm/cc),sol G (kJ),sol H (kJ),sol S (J/K),sol V (cc),sol Cp (J/K),sys G (kJ),sys H (kJ),sys S (J/K),sys V (cc),sys Cp (J/K),sys dVdT (cc/K),sys dVdP (cc/bar),sys alpha (1/K),sys beta (1/bar),liq dVdT (cc/K),liq dVdP (cc/bar),liq alpha (1/K),liq beta (1/bar)
1,1100.00,2.000,-9.025,9.9469461843865e+01,2.4355,49.4786,1.1822,18.2084,1.6161,0.0000,7.0025,0.1694,5.1543,0.0000,0.0000,9.3703,2.6804,0.9575,0.2218,3.9584,0.0000,0.0000,0.0000,0.0000,-1.6281862952462e+03,-1.2334662637964e+03,2.8745587259202e+02,4.0841378465460e+01,1.4870988965349e+02,3.3238154e-01,5.0134677e-02,1.1672556e-02,5.9826673e-03,1.4161310e+00,5.5993396e-02,1.9501679e-03,3.1389128e-02,9.2670008e-01,4.3224349e-01,6.5446067e-02,3.5554562e-05,6.3185794e-03,8.7682221e-02,5.9923267e-01,4.0718615e-01,4.0718615e-01,4.0718615e-01,1.5062145e-01,2.0099,5.3053815613539e-01,4.3349,-5.5468705551396e+00,-3.9565761263028e+00,1.1581359857531e+00,1.2238901749177e-01,5.3946569785588e-01,-1.6337331658013e+03,-1.2374228399227e+03, 2.8861400857778e+02, 4.0963767482952e+01, 1.4924935535135e+02, 4.6428613340153e-03,-2.9763545779745e-04, 1.1334068176096e-04, 7.2658223617082e-06, 4.6377661708736e-03,-2.9757698104115e-04, 1.1355557390884e-04, 7.2861639891222e-06
2,1099.50,2.000,-9.043,9.9440968979095e+01,2.4354,49.4928,1.1809,18.2053,1.6079,0.0000,6.9982,0.1694,5.1522,0.0000,0.0000,9.3730,2.6812,0.9578,0.2218,3.9595,0.0000,0.0000,0.0000,0.0000,-1.6277090616621e+03,-1.2333050043633e+03,2.8733038815343e+02,4.0831545528221e+01,1.4866312981093e+02,3.3246507e-01,5.0136263e-02,1.1654441e-02,5.9562325e-03,1.4176931e+00,5.6019951e-02,1.9512966e-03,3.1380815e-02,9.2730828e-01,4.3233991e-01,6.5459776e-02,3.5477807e-05,6.3138186e-03,8.7860044e-02,5.9950774e-01,4.0718520e-01,4.0718520e-01,4.0718520e-01,1.5069988e-01,2.0132,5.5903102090550e-01,4.3266,-5.8798126255349e+00,-4.2037394671400e+00,1.2210491810694e+00,1.2920780907219e-01,5.6990002517509e-01,-1.6335888742876e+03,-1.2375087438304e+03, 2.8855143733450e+02, 4.0960753337293e+01, 1.4923302983611e+02, 4.6417525495500e-03,-2.9761574737620e-04, 1.1332195263420e-04, 7.2658758232659e-06, 4.6363972885480e-03,-2.9755413816810e-04, 1.1354939492416e-04, 7.2873591807209e-06
3,1099.00,2.000,-9.060,9.9405572447336e+01,2.4353,49.5104,1.1802,18.1969,1.6005,0.0000,6.9946,0.1695,5.1484,0.0000,0.0000,9.3763,2.6821,0.9581,0.2219,3.9609,0.0000,0.0000,0.0000,0.0000,-1.6270928687203e+03,-1.2330303830569e+03,2.8718615724475e+02,4.0819278836455e+01,1.4860291222797e+02,3.3259494e-01,5.0167507e-02,1.1629227e-02,5.9331592e-03,1.4192559e+00,5.6053757e-02,1.9528165e-03,3.1360949e-02,9.2788757e-01,4.3240697e-01,6.5485414e-02,3.5403070e-05,6.3083816e-03,8.8039034e-02,5.9974839e-01,4.0713119e-01,4.0713119e-01,4.0713119e-01,1.5078391e-01,2.0166,5.9442755266430e-01,4.3047,-6.3517460284334e+00,-4.5671825891421e+00,1.3005600257197e+00,1.3808781534756e-01,6.1019852582199e-01,-1.6334446147487e+03,-1.2375975656461e+03, 2.8848671727047e+02, 4.0957366651802e+01, 1.4921311075379e+02, 4.6404833704826e-03,-2.9758402354492e-04, 1.1330033519815e-04, 7.2657020670988e-06, 4.6348199444282e-03,-2.9751848167239e-04, 1.1354487576809e-04, 7.2886756001844e-06
4,1098.50,2.000,-9.077,9.9370214355730e+01,2.4351,49.5280,1.1795,18.1884,1.5933,0.0000,6.9910,0.1696,5.1447,0.0000,0.0000,9.3797,2.6831,0.9584,0.2220,3.9624,0.0000,0.0000,0.0000,0.0000,-1.6264771727830e+03,-1.2327559617168e+03,2.8704203774011e+02,4.0807024004617e+01,1.4854275975266e+02,3.3272480e-01,5.0198504e-02,1.1604055e-02,5.9101592e-03,1.4208229e+00,5.6087427e-02,1.9543385e-03,3.1341087e-02,9.2846764e-01,4.3247415e-01,6.5511092e-02,3.5328399e-05,6.3029526e-03,8.8218424e-02,5.9998937e-01,4.0707722e-01,4.0707722e-01,4.0707722e-01,1.5086802e-01,2.0200,6.2978564427016e-01,4.2855,-6.8232147882735e+00,-4.9304011172220e+00,1.3799538300962e+00,1.4695834577616e-01,6.5045383369304e-01,-1.6333003875713e+03,-1.2376863628340e+03, 2.8842199157021e+02, 4.0953982350393e+01, 1.4919321358636e+02, 4.6392153555641e-03,-2.9755233196280e-04, 1.1327873601820e-04, 7.2655286466896e-06, 4.6332446500659e-03,-2.9748286606051e-04, 1.1354037112684e-04, 7.2899916942448e-06
5,1098.00,2.000,-9.095,9.9334894517269e+01,2.4350,49.5456,1.1788,18.1800,1.5860,0.0000,6.9873,0.1696,5.1409,0.0000,0.0000,9.3830,2.6841,0.9588,0.2221,3.9638,0.0000,0.0000,0.0000,0.0000,-1.6258619717638e+03,-1.2324817391248e+03,2.8689802912809e+02,4.0794780982899e+01,1.4848267208040e+02,3.3285464e-01,5.0229253e-02,1.1578924e-02,5.8872323e-03,1.4223943e+00,5.6120963e-02,1.9558626e-03,3.1321228e-02,9.2904848e-01,4.3254144e-01,6.5536812e-02,3.5253793e-05,6.2975316e-03,8.8398215e-02,6.0023068e-01,4.0702331e-01,4.0702331e-01,4.0702331e-01,1.5095219e-01,2.0234,6.6510548273144e-01,4.2684,-7.2942209943660e+00,-5.2933963560016e+00,1.4592310384454e+00,1.5581944606951e-01,6.9066613483367e-01,-1.6331561927581e+03,-1.2377751354808e+03, 2.8835726016653e+02, 4.0950600428969e+01, 1.4917333821523e+02, 4.6379484973080e-03,-2.9752067251741e-04, 1.1325715493117e-04, 7.2653555601336e-06, 4.6316713950314e-03,-2.9744729119098e-04, 1.1353588090038e-04, 7.2913074668956e-06
6,1097.50,2.000,-9.112,9.9299612745764e+01,2.4349,49.5632,1.1781,18.1715,1.5788,0.0000,6.9837,0.1697,5.1372,0.0000,0.0000,9.3863,2.6850,0.9591,0.2222,3.9652,0.0000,0.0000,0.0000,0.0000,-1.6252472635844e+03,-1.2322077140668e+03,2.8675413089962e+02,4.0782549721695e+01,1.4842264890782e+02,3.3298447e-01,5.0259753e-02,1.1553833e-02,5.8643785e-03,1.4239700e+00,5.6154363e-02,1.9573890e-03,3.1301372e-02,9.2963012e-01,4.3260885e-01,6.5562573e-02,3.5179254e-05,6.2921186e-03,8.8578410e-02,6.0047233e-01,4.0696946e-01,4.0696946e-01,4.0696946e-01,1.5103642e-01,2.0268,7.0038725423591e-01,4.2532,-7.7647667277217e+00,-5.6561696055043e+00,1.5383920929613e+00,1.6467116174526e-01,7.3083561445875e-01,-1.6330120303121e+03,-1.2378638836723e+03, 2.8829252299258e+02, 4.0947220883440e+01, 1.4915348452227e+02, 4.6366827882692e-03,-2.9748904509681e-04, 1.1323559177478e-04, 7.2651828055348e-06, 4.6301001689497e-03,-2.9741175692297e-04, 1.1353140498929e-04, 7.2926229221210e-06
7,1097.00,2.000,-9.129,9.9264368855804e+01,2.4347,49.5808,1.1774,18.1630,1.5716,0.0000,6.9800,0.1697,5.1335,0.0000,0.0000,9.3897,2.6860,0.9595,0.2222,3.9666,0.0000,0.0000,0.0000,0.0000,-1.6246330461744e+03,-1.2319338853323e+03,2.8661034254790e+02,4.0770330171588e+01,1.4836268993277e+02,3.3311428e-01,5.0290002e-02,1.1528783e-02,5.8415977e-03,1.4255500e+00,5.6187628e-02,1.9589177e-03,3.1281519e-02,9.3021253e-01,4.3267638e-01,6.5588376e-02,3.5104780e-05,6.2867135e-03,8.8759009e-02,6.0071432e-01,4.0691565e-01,4.0691565e-01,4.0691565e-01,1.5112073e-01,2.0303,7.3563114419611e-01,4.2396,-8.2348540617470e+00,-6.0187221616976e+00,1.6174374338937e+00,1.7351353813962e-01,7.7096245701069e-01,-1.6328679002361e+03,-1.2379526074940e+03, 2.8822777998179e+02, 4.0943843709728e+01, 1.4913365238978e+02, 4.6354182210429e-03,-2.9745744958943e-04, 1.1321404638768e-04, 7.2650103810053e-06, 4.6285309614990e-03,-2.9737626311616e-04, 1.1352694329477e-04, 7.2939380638962e-06
8,1096.50,2.000,-9.146,9.9229162662889e+01,2.4346,49.5984,1.1767,18.1545,1.5644,0.0000,6.9764,0.1698,5.1297,0.0000,0.0000,9.3930,2.6869,0.9598,0.2223,3.9680,0.0000,0.0000,0.0000,0.0000,-1.6240193174732e+03,-1.2316602517163e+03,2.8646666356869e+02,4.0758122283396e+01,1.4830279485455e+02,3.3324408e-01,5.0319999e-02,1.1503774e-02,5.8188899e-03,1.4271344e+00,5.6220757e-02,1.9604485e-03,3.1261669e-02,9.3079574e-01,4.3274402e-01,6.5614221e-02,3.5030373e-05,6.2813163e-03,8.8940014e-02,6.0095664e-01,4.0686191e-01,4.0686191e-01,4.0686191e-01,1.5120510e-01,2.0337,7.7083733711065e-01,4.2273,-8.7044850598894e+00,-6.3810553145871e+00,1.6963674992168e+00,1.8234662036816e-01,8.1104684597715e-01,-1.6327238025331e+03,-1.2380413070309e+03, 2.8816303106790e+02, 4.0940468903764e+01, 1.4911384170053e+02, 4.6341547882687e-03,-2.9742588588436e-04, 1.1319251860944e-04, 7.2648382846690e-06, 4.6269637624159e-03,-2.9734080963101e-04, 1.1352249571862e-04, 7.2952528961851e-06
9,1096.00,2.000,-9.164,9.9193993983177e+01,2.4345,49.6160,1.1760,18.1461,1.5573,0.0000,6.9727,0.1699,5.1260,0.0000,0.0000,9.3963,2.6879,0.9601,0.2224,3.9694,0.0000,0.0000,0.0000,0.0000,-1.6234060754259e+03,-1.2313868120156e+03,2.8632309345969e+02,4.0745926008081e+01,1.4824296337341e+02,3.3337387e-01,5.0349742e-02,1.1478806e-02,5.7962549e-03,1.4287231e+00,5.6253749e-02,1.9619816e-03,3.1241823e-02,9.3137975e-01,4.3281178e-01,6.5640108e-02,3.4956032e-05,6.2759270e-03,8.9121426e-02,6.0119931e-01,4.0680821e-01,4.0680821e-01,4.0680821e-01,1.5128955e-01,2.0371,8.0600601682301e-01,4.2162,-9.1736617800979e+00,-6.7431703518199e+00,1.7751827252515e+00,1.9117045339953e-01,8.5108896423686e-01,-1.6325797372060e+03,-1.2381299823674e+03, 2.8809827618494e+02, 4.0937096461480e+01, 1.4909405233765e+02, 4.6328924826239e-03,-2.9739435387085e-04, 1.1317100828055e-04, 7.2646665146533e-06, 4.6253985614860e-03,-2.9730539632824e-04, 1.1351806216329e-04, 7.2965674229439e-06
10,1095.50,2.000,-9.181,9.9158862633777e+01,2.4343,49.6336,1.1752,18.1376,1.5501,0.0000,6.9690,0.1699,5.1223,0.0000,0.0000,9.3997,2.6888,0.9605,0.2225,3.9708,0.0000,0.0000,0.0000,0.0000,-1.6227933179880e+03,-1.2311135650326e+03,2.8617963172131e+02,4.0733741296850e+01,1.4818319519111e+02,3.3350365e-01,5.0379228e-02,1.1453877e-02,5.7736927e-03,1.4303163e+00,5.6286605e-02,1.9635169e-03,3.1221979e-02,9.3196455e-01,4.3287966e-01,6.5666036e-02,3.4881757e-05,6.2705456e-03,8.9303247e-02,6.0144231e-01,4.0675458e-01,4.0675458e-01,4.0675458e-01,1.5137405e-01,2.0405,8.4113736622275e-01,4.2060,-9.6423862699212e+00,-7.1050685547489e+00,1.8538835459557e+00,1.9998508197222e-01,8.9108899367328e-01,-1.6324357042579e+03,-1.2382186335874e+03, 2.8803351526726e+02, 4.0933726378822e+01, 1.4907428418479e+02, 4.6316312968317e-03,-2.9736285343880e-04, 1.1314951524247e-04, 7.2644950690988e-06, 4.6238353485551e-03,-2.9727002306943e-04, 1.1351364253184e-04, 7.2978816481170e-06
11,1095.00,2.000,-9.198,9.9123768432578e+01,2.4342,49.6512,1.1745,18.1291,1.5430,0.0000,6.9654,0.1700,5.1185,0.0000,0.0000,9.4030,2.6898,0.9608,0.2226,3.9722,0.0000,0.0000,0.0000,0.0000,-1.6221810431225e+03,-1.2308405095735e+03,2.8603627785618e+02,4.0721568101097e+01,1.4812349001061e+02,3.3363341e-01,5.0408458e-02,1.1428990e-02,5.7512032e-03,1.4319138e+00,5.6319324e-02,1.9650544e-03,3.1202139e-02,9.3255015e-01,4.3294766e-01,6.5692008e-02,3.4807549e-05,6.2651719e-03,8.9485477e-02,6.0168567e-01,4.0670099e-01,4.0670099e-01,4.0670099e-01,1.5145863e-01,2.0439,8.7623156742247e-01,4.1967,-1.0110660569313e+01,-7.4667512006568e+00,1.9324703933457e+00,2.0879055064342e-01,9.3104711540171e-01,-1.6322917036918e+03,-1.2383072607742e+03, 2.8796874824952e+02, 4.0930358651741e+01, 1.4905453712601e+02, 4.6303712236569e-03,-2.9733138447848e-04, 1.1312803933762e-04, 7.2643239461532e-06, 4.6222741135226e-03,-2.9723468971661e-04, 1.1350923672799e-04, 7.2991955756388e-06
12,1094.50,2.000,-9.215,9.9088711198332e+01,2.4340,49.6687,1.1738,18.1206,1.5360,0.0000,6.9617,0.1700,5.1148,0.0000,0.0000,9.4063,2.6907,0.9612,0.2226,3.9736,0.0000,0.0000,0.0000,0.0000,-1.6215692488015e+03,-1.2305676444491e+03,2.8589303136942e+02,4.0709406372430e+01,1.4806384753617e+02,3.3376317e-01,5.0437428e-02,1.1404143e-02,5.7287864e-03,1.4335158e+00,5.6351906e-02,1.9665942e-03,3.1182302e-02,9.3313656e-01,4.3301577e-01,6.5718022e-02,3.4733409e-05,6.2598061e-03,8.9668119e-02,6.0192936e-01,4.0664746e-01,4.0664746e-01,4.0664746e-01,1.5154327e-01,2.0474,9.1128880166768e-01,4.1882,-1.0578486709187e+01,-7.8282195615969e+00,2.0109436972840e+00,2.1758690376426e-01,9.7096350965530e-01,-1.6321477355107e+03,-1.2383958640107e+03, 2.8790397506670e+02, 4.0926993276194e+01, 1.4903481104583e+02, 4.6291122559082e-03,-2.9729994688068e-04, 1.1310658040938e-04, 7.2641531439742e-06, 4.6207148463451e-03,-2.9719939613246e-04, 1.1350484465611e-04, 7.3005092094325e-06
13,1094.00,2.000,-9.233,9.9053690750642e+01,2.4339,49.6863,1.1730,18.1120,1.5289,0.0000,6.9580,0.1701,5.1111,0.0000,0.0000,9.4096,2.6917,0.9615,0.2227,3.9750,0.0000,0.0000,0.0000,0.0000,-1.6209579330059e+03,-1.2302949684745e+03,2.8574989176856e+02,4.0697256062663e+01,1.4800426747340e+02,3.3389291e-01,5.0466138e-02,1.1379336e-02,5.7064421e-03,1.4351222e+00,5.6384351e-02,1.9681363e-03,3.1162467e-02,9.3372377e-01,4.3308401e-01,6.5744079e-02,3.4659335e-05,6.2544481e-03,8.9851173e-02,6.0217341e-01,4.0659398e-01,4.0659398e-01,4.0659398e-01,1.5162799e-01,2.0508,9.4630924935841e-01,4.1803,-1.1045866711817e+01,-8.1894749047109e+00,2.0893038855330e+00,2.2637418548616e-01,1.0108383558157e+00,-1.6320037997177e+03,-1.2384844433792e+03, 2.8783919565410e+02, 4.0923630248149e+01, 1.4901510582922e+02, 4.6278543864382e-03,-2.9726854053662e-04, 1.1308513830216e-04, 7.2639826607286e-06, 4.6191575370353e-03,-2.9716414218026e-04, 1.1350046622119e-04, 7.3018225534101e-06
14,1093.50,2.000,-9.250,9.9018706909994e+01,2.4338,49.7038,1.1723,18.1035,1.5219,0.0000,6.9543,0.1702,5.1074,0.0000,0.0000,9.4130,2.6926,0.9618,0.2228,3.9764,0.0000,0.0000,0.0000,0.0000,-1.6203470937260e+03,-1.2300224804700e+03,2.8560685856368e+02,4.0685117123830e+01,1.4794474952926e+02,3.3402264e-01,5.0494585e-02,1.1354570e-02,5.6841703e-03,1.4367331e+00,5.6416658e-02,1.9696807e-03,3.1142636e-02,9.3431179e-01,4.3315237e-01,6.5770178e-02,3.4585329e-05,6.2490978e-03,9.0034642e-02,6.0241780e-01,4.0654056e-01,4.0654056e-01,4.0654056e-01,1.5171276e-01,2.0542,9.8129309000599e-01,4.1730,-1.1512802590046e+01,-8.5505184915766e+00,2.1675513836530e+00,2.3515243974852e-01,1.0506718323559e+00,-1.6318598963161e+03,-1.2385729989616e+03, 2.8777440994733e+02, 4.0920269563578e+01, 1.4899542136161e+02, 4.6265976081446e-03,-2.9723716533807e-04, 1.1306371286133e-04, 7.2638124945939e-06, 4.6176021756641e-03,-2.9712892772393e-04, 1.1349610132889e-04, 7.3031356114716e-06
15,1093.00,2.000,-9.267,9.8983759497664e+01,2.4336,49.7214,1.1715,18.0950,1.5149,0.0000,6.9506,0.1702,5.1037,0.0000,0.0000,9.4163,2.6936,0.9622,0.2229,3.9778,0.0000,0.0000,0.0000,0.0000,-1.6197367289594e+03,-1.2297501792589e+03,2.8546393126708e+02,4.0672989508148e+01,1.4788529341187e+02,3.3415236e-01,5.0522769e-02,1.1329843e-02,5.6619709e-03,1.4383485e+00,5.6448828e-02,1.9712274e-03,3.1122808e-02,9.3490063e-01,4.3322085e-01,6.5796321e-02,3.4511390e-05,6.2437552e-03,9.0218526e-02,6.0266254e-01,4.0648719e-01,4.0648719e-01,4.0648719e-01,1.5179761e-01,2.0576,1.0162405023358e+00,4.1663,-1.1979296349420e+01,-8.9113515799878e+00,2.2456866152559e+00,2.4392171030996e-01,1.0904641169913e+00,-1.6317160253089e+03,-1.2386615308389e+03, 2.8770961788234e+02, 4.0916911218458e+01, 1.4897575752886e+02, 4.6253419139682e-03,-2.9720582117709e-04, 1.1304230393328e-04, 7.2636426437540e-06, 4.6160487523572e-03,-2.9709375262786e-04, 1.1349174988557e-04, 7.3044483875063e-06
16,1092.50,2.000,-9.285,9.8948848335930e+01,2.4335,49.7389,1.1707,18.0865,1.5080,0.0000,6.9468,0.1703,5.0999,0.0000,0.0000,9.4196,2.6945,0.9625,0.2229,3.9792,0.0000,0.0000,0.0000,0.0000,-1.6191268367155e+03,-1.2294780636716e+03,2.8532110939394e+02,4.0660873168096e+01,1.4782589883097e+02,3.3428207e-01,5.0550687e-02,1.1305157e-02,5.6398439e-03,1.4399683e+00,5.6480859e-02,1.9727763e-03,3.1102982e-02,9.3549028e-01,4.3328945e-01,6.5822508e-02,3.4437519e-05,6.2384204e-03,9.0402827e-02,6.0290764e-01,4.0643388e-01,4.0643388e-01,4.0643388e-01,1.5188252e-01,2.0611,1.0511516640698e+00,4.1600,-1.2445349983805e+01,-9.2719754202896e+00,2.3237100014755e+00,2.5268204068320e-01,1.1302153863689e+00,-1.6315721866993e+03,-1.2387500390919e+03, 2.8764481939541e+02, 4.0913555208779e+01, 1.4895611421734e+02, 4.6240872968979e-03,-2.9717450794648e-04, 1.1302091136547e-04, 7.2634731064074e-06, 4.6144972573019e-03,-2.9705861675726e-04, 1.1348741179820e-04, 7.3057608853895e-06
17,1092.00,2.000,-9.302,9.8913973247884e+01,2.4334,49.7565,1.1700,18.0779,1.5010,0.0000,6.9431,0.1704,5.0962,0.0000,0.0000,9.4229,2.6955,0.9629,0.2230,3.9806,0.0000,0.0000,0.0000,0.0000,-1.6185174150113e+03,-1.2292061325421e+03,2.8517839246174e+02,4.0648768056340e+01,1.4776656549750e+02,3.3441177e-01,5.0578338e-02,1.1280511e-02,5.6177891e-03,1.4415927e+00,5.6512751e-02,1.9743276e-03,3.1083159e-02,9.3608076e-01,4.3335817e-01,6.5848737e-02,3.4363715e-05,6.2330932e-03,9.0587547e-02,6.0315309e-01,4.0638062e-01,4.0638062e-01,4.0638062e-01,1.5196751e-01,2.0645,1.0860267521157e+00,4.1541,-1.2910965479280e+01,-9.6323912586281e+00,2.4016219614340e+00,2.6143347419246e-01,1.1699258163434e+00,-1.6314283804905e+03,-1.2388385238007e+03, 2.8758001442317e+02, 4.0910201530532e+01, 1.4893649131385e+02, 4.6228337499670e-03,-2.9714322553938e-04, 1.1299953500637e-04, 7.2633038807598e-06, 4.6129476807416e-03,-2.9702351997784e-04, 1.1348308697444e-04, 7.3070731089849e-06
18,1091.50,2.000,-9.320,9.8879134057526e+01,2.4332,49.7740,1.1692,18.0694,1.4941,0.0000,6.9394,0.1704,5.0925,0.0000,0.0000,9.4263,2.6964,0.9632,0.2231,3.9820,0.0000,0.0000,0.0000,0.0000,-1.6179084618736e+03,-1.2289343847095e+03,2.8503577999055e+02,4.0636674125771e+01,1.4770729312381e+02,3.3454146e-01,5.0605720e-02,1.1255905e-02,5.5958065e-03,1.4432216e+00,5.6544505e-02,1.9758811e-03,3.1063340e-02,9.3667205e-01,4.3342702e-01,6.5875011e-02,3.4289980e-05,6.2277736e-03,9.0772686e-02,6.0339889e-01,4.0632741e-01,4.0632741e-01,4.0632741e-01,1.5205256e-01,2.0679,1.1208659424741e+00,4.1487,-1.3376144812293e+01,-9.9926003354107e+00,2.4794229120156e+00,2.7017605394571e-01,1.2095955818457e+00,-1.6312846066859e+03,-1.2389269850450e+03, 2.8751520290256e+02, 4.0906850179717e+01, 1.4891688870565e+02, 4.6215812662554e-03,-2.9711197384943e-04, 1.1297817470549e-04, 7.2631349650273e-06, 4.6114000129789e-03,-2.9698846215596e-04, 1.1347877532267e-04, 7.3083850621431e-06
19,1091.00,2.000,-9.337,9.8844330589775e+01,2.4331,49.7915,1.1684,18.0608,1.4872,0.0000,6.9356,0.1705,5.0888,0.0000,0.0000,9.4296,2.6974,0.9635,0.2232,3.9834,0.0000,0.0000,0.0000,0.0000,-1.6172999753393e+03,-1.2286628190184e+03,2.8489327150305e+02,4.0624591329507e+01,1.4764808142363e+02,3.3467114e-01,5.0632833e-02,1.1231339e-02,5.5738960e-03,1.4448550e+00,5.6576121e-02,1.9774370e-03,3.1043523e-02,9.3726417e-01,4.3349599e-01,6.5901329e-02,3.4216313e-05,6.2224617e-03,9.0958247e-02,6.0364506e-01,4.0627426e-01,4.0627426e-01,4.0627426e-01,1.5213767e-01,2.0714,1.1556694102247e+00,4.1435,-1.3840889949491e+01,-1.0352603885169e+01,2.5571132678389e+00,2.7890982283153e-01,1.2492248568701e+00,-1.6311408652887e+03,-1.2390154229035e+03, 2.8745038477089e+02, 4.0903501152338e+01, 1.4889730628050e+02, 4.6203298388903e-03,-2.9708075277082e-04, 1.1295683031344e-04, 7.2629663574370e-06, 4.6098542443758e-03,-2.9695344315861e-04, 1.1347447675191e-04, 7.3096967487013e-06
20,1090.50,2.000,-9.354,9.8809562670460e+01,2.4330,49.8090,1.1676,18.0523,1.4804,0.0000,6.9319,0.1705,5.0851,0.0000,0.0000,9.4329,2.6983,0.9639,0.2233,3.9848,0.0000,0.0000,0.0000,0.0000,-1.6166919534543e+03,-1.2283914343182e+03,2.8475086652449e+02,4.0612519620886e+01,1.4758893011212e+02,3.3480081e-01,5.0659673e-02,1.1206814e-02,5.5520575e-03,1.4464930e+00,5.6607596e-02,1.9789952e-03,3.1023709e-02,9.3785712e-01,4.3356508e-01,6.5927691e-02,3.4142714e-05,6.2171574e-03,9.1144230e-02,6.0389158e-01,4.0622116e-01,4.0622116e-01,4.0622116e-01,1.5222286e-01,2.0748,1.1904373295399e+00,4.1387,-1.4305202847940e+01,-1.0712403136726e+01,2.6346934412894e+00,2.8763482352268e-01,1.2888138144911e+00,-1.6309971563023e+03,-1.2391038374549e+03, 2.8738555996578e+02, 4.0900154444409e+01, 1.4887774392661e+02, 4.6190794610463e-03,-2.9704956219821e-04, 1.1293550168189e-04, 7.2627980562263e-06, 4.6083103653539e-03,-2.9691846285343e-04, 1.1347019117188e-04, 7.3110081724830e-06
21,1090.00,2.000,-9.372,9.8774830126337e+01,2.4329,49.8266,1.1668,18.0437,1.4735,0.0000,6.9281,0.1706,5.0814,0.0000,0.0000,9.4362,2.6993,0.9642,0.2233,3.9862,0.0000,0.0000,0.0000,0.0000,-1.6160843942751e+03,-1.2281202294641e+03,2.8460856458277e+02,4.0600458953475e+01,1.4752983890583e+02,3.3493048e-01,5.0686240e-02,1.1182327e-02,5.5302910e-03,1.4481356e+00,5.6638933e-02,1.9805558e-03,3.1003898e-02,9.3845091e-01,4.3363430e-01,6.5954097e-02,3.4069183e-05,6.2118606e-03,9.1330637e-02,6.0413846e-01,4.0616811e-01,4.0616811e-01,4.0616811e-01,1.5230811e-01,2.0782,1.2251698736628e+00,4.1342,-1.4769085454799e+01,-1.1071999312936e+01,2.7121638424700e+00,2.9635109847046e-01,1.3283626268394e+00,-1.6308534797299e+03,-1.2391922287770e+03, 2.8732072842524e+02, 4.0896810051946e+01, 1.4885820153267e+02, 4.6178301259456e-03,-2.9701840202677e-04, 1.1291418866362e-04, 7.2626300596431e-06, 4.6067683663946e-03,-2.9688352110867e-04, 1.1346591849303e-04, 7.3123193372979e-06
22,1089.50,2.000,-9.389,9.8740132785101e+01,2.4327,49.8441,1.1660,18.0351,1.4667,0.0000,6.9243,0.1706,5.0777,0.0000,0.0000,9.4395,2.7002,0.9646,0.2234,3.9876,0.0000,0.0000,0.0000,0.0000,-1.6154772958678e+03,-1.2278492033165e+03,2.8446636520844e+02,4.0588409281069e+01,1.4747080752276e+02,3.3506013e-01,5.0712532e-02,1.1157881e-02,5.5085964e-03,1.4497828e+00,5.6670129e-02,1.9821187e-03,3.0984089e-02,9.3904553e-01,4.3370365e-01,6.5980547e-02,3.3995722e-05,6.2065714e-03,9.1517470e-02,6.0438570e-01,4.0611512e-01,4.0611512e-01,4.0611512e-01,1.5239343e-01,2.0817,1.2598672148992e+00,4.1299,-1.5232539707196e+01,-1.1431393630574e+01,2.7895248791854e+00,3.0505868990265e-01,1.3678714650923e+00,-1.6307098355750e+03,-1.2392805969471e+03, 2.8725589008762e+02, 4.0893467970972e+01, 1.4883867898785e+02, 4.6165818268593e-03,-2.9698727215222e-04, 1.1289289111250e-04, 7.2624623659465e-06, 4.6052282380403e-03,-2.9684861779326e-04, 1.1346165862647e-04, 7.3136302469411e-06
