Index,T (C),P (kbars),log(10) f O2,mass (gm),rho (gm/cc),wt% SiO2,wt% TiO2,wt% Al2O3,wt% Fe2O3,wt% Cr2O3,wt% FeO,wt% MnO,wt% MgO,wt% NiO,wt% CoO,wt% CaO,wt% Na2O,wt% K2O,wt% P2O5,wt% H2O,wt% CO2,wt% SO3,wt% Cl2O-1,wt% F2O-1,G (kJ),H (kJ),S (J/K),V (cc),Cp (J/K),     chromite,    hercynite,    magnetite,       spinel,   ulvospinel
258,971.50,2.000,-13.287,3.7626,4.6371,0.0000,13.2836,7.9539,36.6489,0.0000,37.1694,0.0000,4.9442,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-32.211,-22.714,7.630,0.811,3.519,0.000000,-0.094271,0.484416,0.258930,0.350925
259,971.00,2.000,-13.301,3.7698,4.6381,0.0000,13.3126,7.9132,36.6321,0.0000,37.2143,0.0000,4.9279,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-32.251,-22.742,7.643,0.813,3.525,0.000000,-0.094290,0.484338,0.258155,0.351797
260,970.50,2.000,-13.314,3.7771,4.6390,0.0000,13.3413,7.8728,36.6153,0.0000,37.2588,0.0000,4.9118,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-32.290,-22.770,7.655,0.814,3.531,0.000000,-0.094309,0.484260,0.257387,0.352661
261,970.00,2.000,-13.328,3.7842,4.6400,0.0000,13.3698,7.8330,36.5987,0.0000,37.3028,0.0000,4.8958,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-32.330,-22.798,7.667,0.816,3.537,0.000000,-0.094326,0.484182,0.256626,0.353518
262,969.50,2.000,-13.342,3.7913,4.6409,0.0000,13.3979,7.7935,36.5821,0.0000,37.3464,0.0000,4.8800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-32.369,-22.826,7.679,0.817,3.542,0.000000,-0.094343,0.484104,0.255873,0.354366
263,969.00,2.000,-13.355,3.7984,4.6418,0.0000,13.4259,7.7545,36.5657,0.0000,37.3895,0.0000,4.8644,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-32.407,-22.853,7.692,0.818,3.548,0.000000,-0.094360,0.484026,0.255127,0.355206
264,968.50,2.000,-13.368,3.8054,4.6427,0.0000,13.4535,7.7159,36.5493,0.0000,37.4323,0.0000,4.8490,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-32.446,-22.881,7.704,0.820,3.554,0.000000,-0.094375,0.483948,0.254389,0.356039
265,968.00,2.000,-13.382,3.8124,4.6437,0.0000,13.4809,7.6778,36.5331,0.0000,37.4746,0.0000,4.8336,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-32.484,-22.908,7.715,0.821,3.559,0.000000,-0.094391,0.483870,0.253657,0.356864
266,967.50,2.000,-13.395,3.8193,4.6446,0.0000,13.5080,7.6400,36.5171,0.0000,37.5165,0.0000,4.8185,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-32.522,-22.935,7.727,0.822,3.565,0.000000,-0.094405,0.483792,0.252932,0.357681
267,967.00,2.000,-13.409,3.8262,4.6455,0.0000,13.5348,7.6026,36.5011,0.0000,37.5580,0.0000,4.8035,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-32.559,-22.962,7.739,0.824,3.571,0.000000,-0.094419,0.483714,0.252214,0.358491
268,966.50,2.000,-13.422,3.8330,4.6463,0.0000,13.5614,7.5657,36.4853,0.0000,37.5991,0.0000,4.7886,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-32.596,-22.988,7.750,0.825,3.576,0.000000,-0.094432,0.483636,0.251503,0.359293
269,966.00,2.000,-13.435,3.8398,4.6472,0.0000,13.5877,7.5291,36.4696,0.0000,37.6398,0.0000,4.7739,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-32.633,-23.015,7.762,0.826,3.582,0.000000,-0.094445,0.483559,0.250798,0.360087
270,965.50,2.000,-13.448,3.8465,4.6481,0.0000,13.6137,7.4928,36.4540,0.0000,37.6801,0.0000,4.7593,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-32.670,-23.041,7.773,0.828,3.587,0.000000,-0.094457,0.483482,0.250100,0.360875
271,965.00,2.000,-13.462,3.8532,4.6490,0.0000,13.6395,7.4570,36.4386,0.0000,37.7200,0.0000,4.7449,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-32.706,-23.067,7.785,0.829,3.592,0.000000,-0.094469,0.483406,0.249408,0.361654
272,964.50,2.000,-13.475,3.8598,4.6498,0.0000,13.6651,7.4215,36.4233,0.0000,37.7595,0.0000,4.7306,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-32.742,-23.093,7.796,0.830,3.598,0.000000,-0.094480,0.483330,0.248722,0.362427
273,964.00,2.000,-13.488,3.8664,4.6507,0.0000,13.6904,7.3864,36.4081,0.0000,37.7987,0.0000,4.7165,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-32.777,-23.119,7.807,0.831,3.603,0.000000,-0.094490,0.483255,0.248043,0.363192
274,963.50,2.000,-13.501,3.8729,4.6515,0.0000,13.7154,7.3516,36.3931,0.0000,37.8374,0.0000,4.7024,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-32.812,-23.144,7.818,0.833,3.608,0.000000,-0.094500,0.483181,0.247369,0.363950
275,963.00,2.000,-13.514,3.8793,4.6523,0.0000,13.7402,7.3171,36.3783,0.0000,37.8758,0.0000,4.6886,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-32.847,-23.170,7.829,0.834,3.614,0.000000,-0.094510,0.483107,0.246701,0.364701
276,962.50,2.000,-13.527,3.8858,4.6532,0.0000,13.7647,7.2831,36.3636,0.0000,37.9138,0.0000,4.6748,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-32.882,-23.195,7.839,0.835,3.619,0.000000,-0.094518,0.483034,0.246039,0.365445
277,962.00,2.000,-13.540,3.8921,4.6540,0.0000,13.7890,7.2493,36.3490,0.0000,37.9515,0.0000,4.6612,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-32.916,-23.220,7.850,0.836,3.624,0.000000,-0.094527,0.482962,0.245383,0.366182
278,961.50,2.000,-13.553,3.8984,4.6548,0.0000,13.8131,7.2159,36.3346,0.0000,37.9888,0.0000,4.6476,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-32.949,-23.244,7.861,0.838,3.629,0.000000,-0.094535,0.482891,0.244733,0.366911
279,961.00,2.000,-13.566,3.9047,4.6556,0.0000,13.8369,7.1827,36.3204,0.0000,38.0257,0.0000,4.6343,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-32.983,-23.269,7.871,0.839,3.634,0.000000,-0.094542,0.482820,0.244088,0.367634
280,960.50,2.000,-13.578,3.9109,4.6564,0.0000,13.8604,7.1500,36.3063,0.0000,38.0623,0.0000,4.6210,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-33.016,-23.293,7.881,0.840,3.639,0.000000,-0.094549,0.482751,0.243448,0.368350
281,960.00,2.000,-13.591,3.9171,4.6572,0.0000,13.8837,7.1175,36.2924,0.0000,38.0985,0.0000,4.6078,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-33.049,-23.317,7.892,0.841,3.644,0.000000,-0.094556,0.482682,0.242814,0.369059
282,959.50,2.000,-13.604,3.9232,4.6580,0.0000,13.9068,7.0853,36.2786,0.0000,38.1344,0.0000,4.5948,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-33.081,-23.341,7.902,0.842,3.649,0.000000,-0.094561,0.482615,0.242186,0.369761
283,959.00,2.000,-13.617,3.9292,4.6587,0.0000,13.9297,7.0534,36.2650,0.0000,38.1700,0.0000,4.5819,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-33.113,-23.364,7.912,0.843,3.654,0.000000,-0.094567,0.482549,0.241562,0.370456
284,958.50,2.000,-13.629,3.9352,4.6595,0.0000,13.9523,7.0219,36.2516,0.0000,38.2052,0.0000,4.5691,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-33.144,-23.388,7.922,0.845,3.658,0.000000,-0.094572,0.482484,0.240944,0.371145
285,958.00,2.000,-13.649,3.9392,4.6604,0.0000,13.9758,6.9941,36.2289,0.0000,38.2507,0.0000,4.5505,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-33.159,-23.399,7.927,0.845,3.661,0.000000,-0.094196,0.482305,0.240026,0.371865
286,957.50,2.000,-13.670,3.9429,4.6614,0.0000,13.9991,6.9672,36.2048,0.0000,38.2979,0.0000,4.5309,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-33.169,-23.407,7.932,0.846,3.664,0.000000,-0.093748,0.482109,0.239055,0.372583
287,957.00,2.000,-13.690,3.9465,4.6623,0.0000,14.0221,6.9406,36.1813,0.0000,38.3445,0.0000,4.5115,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-33.179,-23.415,7.937,0.846,3.666,0.000000,-0.093303,0.481920,0.238092,0.373291
288,956.50,2.000,-13.711,3.9500,4.6632,0.0000,14.0447,6.9142,36.1584,0.0000,38.3905,0.0000,4.4923,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-33.189,-23.423,7.942,0.847,3.669,0.000000,-0.092862,0.481737,0.237137,0.373988
289,956.00,2.000,-13.732,3.9535,4.6641,0.0000,14.0669,6.8880,36.1360,0.0000,38.4359,0.0000,4.4732,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-33.199,-23.431,7.947,0.848,3.671,0.000000,-0.092425,0.481561,0.236190,0.374675
290,955.50,2.000,-13.752,3.9570,4.6650,0.0000,14.0888,6.8620,36.1141,0.0000,38.4808,0.0000,4.4543,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-33.208,-23.438,7.952,0.848,3.674,0.000000,-0.091992,0.481391,0.235250,0.375351
291,955.00,2.000,-13.772,3.9604,4.6659,0.0000,14.1103,6.8362,36.0929,0.0000,38.5252,0.0000,4.4355,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-33.217,-23.445,7.956,0.849,3.676,0.000000,-0.091562,0.481227,0.234317,0.376017
292,954.50,2.000,-13.793,3.9638,4.6668,0.0000,14.1314,6.8106,36.0721,0.0000,38.5690,0.0000,4.4169,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-33.226,-23.452,7.961,0.849,3.678,0.000000,-0.091135,0.481070,0.233391,0.376673
293,954.00,2.000,-13.813,3.9671,4.6677,0.0000,14.1521,6.7852,36.0520,0.0000,38.6122,0.0000,4.3984,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-33.234,-23.459,7.965,0.850,3.681,0.000000,-0.090711,0.480920,0.232473,0.377319
294,953.50,2.000,-13.833,3.9704,4.6686,0.0000,14.1725,6.7601,36.0324,0.0000,38.6550,0.0000,4.3801,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-33.242,-23.466,7.970,0.850,3.683,0.000000,-0.090291,0.480776,0.231561,0.377954
295,953.00,2.000,-13.853,3.9736,4.6695,0.0000,14.1925,6.7351,36.0133,0.0000,38.6971,0.0000,4.3619,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-33.249,-23.472,7.974,0.851,3.685,0.000000,-0.089874,0.480638,0.230657,0.378580
296,952.50,2.000,-13.873,3.9768,4.6704,0.0000,14.2121,6.7103,35.9948,0.0000,38.7388,0.0000,4.3439,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-33.256,-23.478,7.978,0.851,3.687,0.000000,-0.089460,0.480507,0.229759,0.379195
297,952.00,2.000,-13.893,3.9799,4.6713,0.0000,14.2314,6.6858,35.9769,0.0000,38.7799,0.0000,4.3260,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-33.263,-23.484,7.982,0.852,3.689,0.000000,-0.089050,0.480383,0.228867,0.379800
298,951.50,2.000,-13.913,3.9830,4.6721,0.0000,14.2503,6.6614,35.9595,0.0000,38.8206,0.0000,4.3083,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-33.269,-23.490,7.986,0.852,3.691,0.000000,-0.088642,0.480265,0.227983,0.380394
299,951.00,2.000,-13.933,3.9860,4.6730,0.0000,14.2688,6.6372,35.9427,0.0000,38.8607,0.0000,4.2907,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-33.275,-23.495,7.990,0.853,3.693,0.000000,-0.088237,0.480154,0.227105,0.380979
300,950.50,2.000,-13.953,3.9889,4.6739,0.0000,14.2870,6.6132,35.9264,0.0000,38.9002,0.0000,4.2732,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-33.281,-23.500,7.993,0.853,3.695,0.000000,-0.087835,0.480049,0.226233,0.381554
301,950.00,2.000,-13.972,3.9918,4.6747,0.0000,14.3048,6.5893,35.9107,0.0000,38.9393,0.0000,4.2559,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-33.286,-23.505,7.997,0.854,3.697,0.000000,-0.087436,0.479951,0.225367,0.382118
302,949.50,2.000,-13.992,3.9947,4.6756,0.0000,14.3222,6.5657,35.8956,0.0000,38.9779,0.0000,4.2386,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-33.291,-23.509,8.000,0.854,3.699,0.000000,-0.087040,0.479860,0.224508,0.382672
303,949.00,2.000,-14.011,3.9975,4.6764,0.0000,14.3393,6.5422,35.8810,0.0000,39.0159,0.0000,4.2216,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-33.295,-23.513,8.004,0.855,3.701,0.000000,-0.086647,0.479775,0.223655,0.383217
304,948.50,2.000,-14.031,4.0002,4.6773,0.0000,14.3560,6.5189,35.8669,0.0000,39.0535,0.0000,4.2046,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-33.298,-23.517,8.007,0.855,3.702,0.000000,-0.086256,0.479697,0.222808,0.383751
305,948.00,2.000,-14.050,4.0028,4.6781,0.0000,14.3724,6.4958,35.8535,0.0000,39.0906,0.0000,4.1878,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-33.302,-23.520,8.010,0.856,3.704,0.000000,-0.085868,0.479626,0.221966,0.384276
306,947.50,2.000,-14.069,4.0054,4.6789,0.0000,14.3884,6.4729,35.8405,0.0000,39.1271,0.0000,4.1711,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-33.304,-23.524,8.013,0.856,3.706,0.000000,-0.085482,0.479561,0.221131,0.384790
307,947.00,2.000,-14.089,4.0080,4.6798,0.0000,14.4040,6.4501,35.8282,0.0000,39.1632,0.0000,4.1545,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-33.307,-23.526,8.016,0.856,3.707,0.000000,-0.085099,0.479503,0.220301,0.385295
308,946.50,2.000,-14.108,4.0105,4.6806,0.0000,14.4193,6.4275,35.8164,0.0000,39.1988,0.0000,4.1380,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-33.308,-23.529,8.018,0.857,3.709,0.000000,-0.084719,0.479452,0.219477,0.385789
309,946.00,2.000,-14.127,4.0129,4.6814,0.0000,14.4342,6.4051,35.8052,0.0000,39.2339,0.0000,4.1217,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-33.310,-23.531,8.021,0.857,3.710,0.000000,-0.084341,0.479408,0.218659,0.386274
310,945.50,2.000,-14.146,4.0152,4.6823,0.0000,14.4487,6.3829,35.7945,0.0000,39.2685,0.0000,4.1055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-33.311,-23.533,8.023,0.858,3.712,0.000000,-0.083965,0.479371,0.217846,0.386748
311,945.00,2.000,-14.165,4.0175,4.6831,0.0000,14.4629,6.3608,35.7844,0.0000,39.3026,0.0000,4.0894,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-33.311,-23.534,8.026,0.858,3.713,0.000000,-0.083592,0.479340,0.217039,0.387213
312,944.50,2.000,-14.184,4.0197,4.6839,0.0000,14.4767,6.3389,35.7748,0.0000,39.3362,0.0000,4.0734,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-33.311,-23.536,8.028,0.858,3.715,0.000000,-0.083221,0.479316,0.216237,0.387668
313,944.00,2.000,-14.202,4.0219,4.6847,0.0000,14.4902,6.3171,35.7658,0.0000,39.3694,0.0000,4.0575,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-33.310,-23.536,8.030,0.859,3.716,0.000000,-0.082852,0.479299,0.215440,0.388113
314,943.50,2.000,-14.221,4.0240,4.6855,0.0000,14.5033,6.2955,35.7574,0.0000,39.4021,0.0000,4.0417,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-33.308,-23.537,8.032,0.859,3.717,0.000000,-0.082486,0.479289,0.214649,0.388548
315,943.00,2.000,-14.240,4.0260,4.6863,0.0000,14.5161,6.2740,35.7495,0.0000,39.4343,0.0000,4.0260,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-33.307,-23.537,8.033,0.859,3.718,0.000000,-0.082121,0.479286,0.213862,0.388973
316,942.50,2.000,-14.258,4.0279,4.6871,0.0000,14.5285,6.2528,35.7422,0.0000,39.4661,0.0000,4.0105,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-33.304,-23.536,8.035,0.859,3.719,0.000000,-0.081759,0.479290,0.213081,0.389388
317,942.00,2.000,-14.277,4.0298,4.6879,0.0000,14.5406,6.2316,35.7354,0.0000,39.4974,0.0000,3.9950,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-33.301,-23.536,8.037,0.860,3.720,0.000000,-0.081399,0.479301,0.212305,0.389793
318,941.50,2.000,-14.295,4.0316,4.6887,0.0000,14.5523,6.2106,35.7292,0.0000,39.5282,0.0000,3.9797,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-33.298,-23.535,8.038,0.860,3.721,0.000000,-0.081041,0.479319,0.211534,0.390189
319,941.00,2.000,-14.314,4.0333,4.6895,0.0000,14.5636,6.1898,35.7236,0.0000,39.5586,0.0000,3.9644,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-33.294,-23.533,8.039,0.860,3.722,0.000000,-0.080685,0.479343,0.210768,0.390575
320,940.50,2.000,-14.332,4.0350,4.6903,0.0000,14.5746,6.1691,35.7185,0.0000,39.5885,0.0000,3.9493,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-33.289,-23.531,8.040,0.860,3.723,0.000000,-0.080332,0.479375,0.210006,0.390950
321,940.00,2.000,-14.350,4.0366,4.6911,0.0000,14.5852,6.1486,35.7140,0.0000,39.6179,0.0000,3.9342,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-33.284,-23.529,8.041,0.860,3.724,0.000000,-0.079980,0.479413,0.209250,0.391317
322,939.50,2.000,-14.368,4.0381,4.6919,0.0000,14.5955,6.1282,35.7101,0.0000,39.6469,0.0000,3.9193,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-33.278,-23.526,8.042,0.861,3.724,0.000000,-0.079630,0.479459,0.208498,0.391673
323,939.00,2.000,-14.387,4.0396,4.6926,0.0000,14.6054,6.1080,35.7067,0.0000,39.6754,0.0000,3.9045,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-33.272,-23.523,8.042,0.861,3.725,0.000000,-0.079282,0.479512,0.207751,0.392019
324,938.50,2.000,-14.405,4.0410,4.6934,0.0000,14.6150,6.0879,35.7039,0.0000,39.7035,0.0000,3.8897,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-33.265,-23.520,8.043,0.861,3.726,0.000000,-0.078935,0.479572,0.207008,0.392356
325,938.00,2.000,-14.423,4.0423,4.6942,0.0000,14.6242,6.0680,35.7016,0.0000,39.7311,0.0000,3.8751,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-33.258,-23.516,8.043,0.861,3.726,0.000000,-0.078591,0.479638,0.206270,0.392683
326,937.50,2.000,-14.441,4.0435,4.6950,0.0000,14.6331,6.0482,35.6999,0.0000,39.7583,0.0000,3.8605,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-33.250,-23.512,8.044,0.861,3.727,0.000000,-0.078249,0.479712,0.205536,0.393000
327,937.00,2.000,-14.458,4.0447,4.6957,0.0000,14.6416,6.0285,35.6988,0.0000,39.7851,0.0000,3.8460,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-33.241,-23.507,8.044,0.861,3.727,0.000000,-0.077908,0.479793,0.204807,0.393307
328,936.50,2.000,-14.476,4.0457,4.6965,0.0000,14.6497,6.0090,35.6982,0.0000,39.8113,0.0000,3.8317,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-33.232,-23.502,8.043,0.861,3.727,0.000000,-0.077569,0.479881,0.204083,0.393605
329,936.00,2.000,-14.494,4.0468,4.6973,0.0000,14.6575,5.9896,35.6982,0.0000,39.8372,0.0000,3.8174,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-33.222,-23.496,8.043,0.862,3.728,0.000000,-0.077231,0.479976,0.203362,0.393893
330,935.50,2.000,-14.511,4.0477,4.6980,0.0000,14.6650,5.9704,35.6988,0.0000,39.8626,0.0000,3.8032,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-33.211,-23.490,8.043,0.862,3.728,0.000000,-0.076896,0.480079,0.202646,0.394171
331,935.00,2.000,-14.529,4.0485,4.6988,0.0000,14.6721,5.9513,35.6999,0.0000,39.8876,0.0000,3.7891,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-33.200,-23.484,8.042,0.862,3.728,0.000000,-0.076562,0.480188,0.201934,0.394439
332,934.50,2.000,-14.547,4.0493,4.6996,0.0000,14.6789,5.9323,35.7016,0.0000,39.9121,0.0000,3.7751,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-33.189,-23.477,8.042,0.862,3.728,0.000000,-0.076229,0.480305,0.201227,0.394698
333,934.00,2.000,-14.564,4.0500,4.7003,0.0000,14.6853,5.9135,35.7039,0.0000,39.9362,0.0000,3.7612,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-33.177,-23.470,8.041,0.862,3.728,0.000000,-0.075899,0.480428,0.200523,0.394947
334,933.50,2.000,-14.581,4.0507,4.7011,0.0000,14.6913,5.8948,35.7067,0.0000,39.9598,0.0000,3.7473,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-33.164,-23.463,8.040,0.862,3.728,0.000000,-0.075569,0.480559,0.199824,0.395186
335,933.00,2.000,-14.599,4.0512,4.7018,0.0000,14.6970,5.8762,35.7101,0.0000,39.9831,0.0000,3.7336,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-33.150,-23.455,8.039,0.862,3.728,0.000000,-0.075242,0.480697,0.199129,0.395415
336,932.50,2.000,-14.616,4.0517,4.7026,0.0000,14.7024,5.8578,35.7141,0.0000,40.0059,0.0000,3.7199,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-33.136,-23.446,8.037,0.862,3.728,0.000000,-0.074916,0.480843,0.198437,0.395635
337,932.00,2.000,-14.633,4.0521,4.7033,0.0000,14.7074,5.8395,35.7186,0.0000,40.0282,0.0000,3.7063,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-33.122,-23.437,8.036,0.862,3.727,0.000000,-0.074591,0.480995,0.197750,0.395846
338,931.50,2.000,-14.650,4.0524,4.7041,0.0000,14.7121,5.8213,35.7237,0.0000,40.0502,0.0000,3.6928,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-33.106,-23.428,8.034,0.861,3.727,0.000000,-0.074268,0.481155,0.197067,0.396046
