Index,T (C),P (kbars),log(10) f O2,mass (gm),rho (gm/cc),wt% SiO2,wt% TiO2,wt% Al2O3,wt% Fe2O3,wt% Cr2O3,wt% FeO,wt% MnO,wt% MgO,wt% NiO,wt% CoO,wt% CaO,wt% Na2O,wt% K2O,wt% P2O5,wt% H2O,wt% CO2,wt% SO3,wt% Cl2O-1,wt% F2O-1,G (kJ),H (kJ),S (J/K),V (cc),Cp (J/K),     chromite,    hercynite,    magnetite,       spinel,   ulvospinel
110,1045.50,2.000,-10.906,0.4338,4.4567,0.0000,10.5713,13.9930,36.6019,0.0000,30.5209,0.0000,8.3128,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-4.185,-2.972,0.920,0.097,0.425,0.000000,-0.138373,0.459555,0.413537,0.265281
110,1045.50,2.000,-10.906,3.5342,3.9381,0.0000,2.2862,47.1816,17.7571,0.0000,16.7109,0.0000,16.0642,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-48.822,-38.503,7.825,0.897,4.086,0.000000,0.106496,0.184543,0.661475,0.047487
111,1045.00,2.000,-10.925,0.4250,4.4582,0.0000,10.5890,13.9584,36.5901,0.0000,30.5837,0.0000,8.2788,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-4.097,-2.909,0.901,0.095,0.416,0.000000,-0.137412,0.459582,0.412003,0.265828
111,1045.00,2.000,-10.925,3.5704,3.9383,0.0000,2.2783,47.2223,17.7158,0.0000,16.7357,0.0000,16.0479,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-49.325,-38.907,7.904,0.907,4.128,0.000000,0.107820,0.184100,0.660760,0.047320
112,1044.50,2.000,-10.944,0.4163,4.4596,0.0000,10.6066,13.9242,36.5782,0.0000,30.6461,0.0000,8.2450,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-4.010,-2.847,0.883,0.093,0.408,0.000000,-0.136453,0.459610,0.410474,0.266369
112,1044.50,2.000,-10.944,3.6064,3.9384,0.0000,2.2705,47.2625,17.6747,0.0000,16.7607,0.0000,16.0316,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-49.826,-39.309,7.982,0.916,4.170,0.000000,0.109140,0.183661,0.660045,0.047155
113,1044.00,2.000,-10.964,0.4198,4.4609,0.0000,10.6399,13.8836,36.5471,0.0000,30.7114,0.0000,8.2181,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-4.040,-2.869,0.890,0.094,0.411,0.000000,-0.135963,0.459380,0.409282,0.267302
113,1044.00,2.000,-10.964,3.6271,3.9382,0.0000,2.2644,47.3130,17.6227,0.0000,16.7762,0.0000,16.0236,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-50.123,-39.552,8.026,0.921,4.194,0.000000,0.110272,0.183092,0.659613,0.047022
114,1043.50,2.000,-10.985,0.4285,4.4620,0.0000,10.6801,13.8404,36.5075,0.0000,30.7778,0.0000,8.1943,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-4.121,-2.926,0.908,0.096,0.419,0.000000,-0.135673,0.459038,0.408234,0.268401
114,1043.50,2.000,-10.985,3.6412,3.9379,0.0000,2.2592,47.3677,17.5662,0.0000,16.7877,0.0000,16.0192,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-50.333,-39.727,8.056,0.925,4.211,0.000000,0.111323,0.182469,0.659304,0.046904
115,1043.00,2.000,-11.006,0.4373,4.4631,0.0000,10.7202,13.7974,36.4678,0.0000,30.8440,0.0000,8.1706,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-4.203,-2.984,0.926,0.098,0.428,0.000000,-0.135385,0.458693,0.407191,0.269500
115,1043.00,2.000,-11.006,3.6553,3.9376,0.0000,2.2540,47.4221,17.5099,0.0000,16.7993,0.0000,16.0147,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-50.542,-39.901,8.085,0.928,4.228,0.000000,0.112370,0.181850,0.658993,0.046786
116,1042.50,2.000,-11.026,0.4462,4.4642,0.0000,10.7603,13.7547,36.4279,0.0000,30.9101,0.0000,8.1470,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-4.285,-3.042,0.945,0.100,0.436,0.000000,-0.135097,0.458345,0.406153,0.270599
116,1042.50,2.000,-11.026,3.6693,3.9373,0.0000,2.2487,47.4762,17.4540,0.0000,16.8109,0.0000,16.0102,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-50.750,-40.074,8.115,0.932,4.244,0.000000,0.113414,0.181235,0.658683,0.046669
117,1042.00,2.000,-11.047,0.4551,4.4653,0.0000,10.8004,13.7122,36.3878,0.0000,30.9760,0.0000,8.1236,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-4.368,-3.101,0.963,0.102,0.445,0.000000,-0.134811,0.457993,0.405120,0.271698
117,1042.00,2.000,-11.047,3.6831,3.9371,0.0000,2.2435,47.5300,17.3983,0.0000,16.8225,0.0000,16.0057,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-50.957,-40.247,8.144,0.936,4.261,0.000000,0.114453,0.180623,0.658372,0.046552
118,1041.50,2.000,-11.068,0.4641,4.4664,0.0000,10.8405,13.6700,36.3475,0.0000,31.0417,0.0000,8.1003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-4.452,-3.160,0.982,0.104,0.454,0.000000,-0.134527,0.457638,0.404092,0.272797
118,1041.50,2.000,-11.068,3.6969,3.9368,0.0000,2.2384,47.5834,17.3430,0.0000,16.8341,0.0000,16.0011,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-51.163,-40.418,8.173,0.939,4.277,0.000000,0.115489,0.180014,0.658061,0.046436
119,1041.00,2.000,-11.089,0.4732,4.4675,0.0000,10.8805,13.6279,36.3071,0.0000,31.1073,0.0000,8.0771,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-4.536,-3.220,1.001,0.106,0.462,0.000000,-0.134244,0.457280,0.403069,0.273895
119,1041.00,2.000,-11.089,3.7107,3.9365,0.0000,2.2332,47.6366,17.2879,0.0000,16.8457,0.0000,15.9965,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-51.367,-40.589,8.202,0.943,4.294,0.000000,0.116521,0.179409,0.657749,0.046321
120,1040.50,2.000,-11.109,0.4824,4.4686,0.0000,10.9206,13.5861,36.2665,0.0000,31.1727,0.0000,8.0541,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-4.621,-3.281,1.020,0.108,0.471,0.000000,-0.133962,0.456918,0.402050,0.274994
120,1040.50,2.000,-11.109,3.7243,3.9362,0.0000,2.2281,47.6895,17.2331,0.0000,16.8573,0.0000,15.9919,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-51.570,-40.759,8.230,0.946,4.310,0.000000,0.117549,0.178808,0.657437,0.046205
121,1040.00,2.000,-11.130,0.4916,4.4697,0.0000,10.9606,13.5445,36.2257,0.0000,31.2379,0.0000,8.0311,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-4.707,-3.341,1.040,0.110,0.480,0.000000,-0.133682,0.456554,0.401036,0.276092
121,1040.00,2.000,-11.130,3.7379,3.9359,0.0000,2.2229,47.7422,17.1786,0.0000,16.8690,0.0000,15.9873,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-51.773,-40.928,8.259,0.950,4.326,0.000000,0.118574,0.178210,0.657125,0.046091
122,1039.50,2.000,-11.151,0.5010,4.4708,0.0000,11.0007,13.5032,36.1848,0.0000,31.3030,0.0000,8.0083,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-4.793,-3.402,1.059,0.112,0.489,0.000000,-0.133403,0.456186,0.400027,0.277190
122,1039.50,2.000,-11.151,3.7514,3.9357,0.0000,2.2178,47.7945,17.1244,0.0000,16.8807,0.0000,15.9826,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-51.974,-41.096,8.287,0.953,4.342,0.000000,0.119595,0.177615,0.656813,0.045976
123,1039.00,2.000,-11.171,0.5104,4.4719,0.0000,11.0407,13.4620,36.1438,0.0000,31.3679,0.0000,7.9857,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-4.880,-3.464,1.079,0.114,0.498,0.000000,-0.133126,0.455816,0.399023,0.278287
123,1039.00,2.000,-11.171,3.7648,3.9354,0.0000,2.2127,47.8465,17.0705,0.0000,16.8923,0.0000,15.9779,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-52.174,-41.263,8.315,0.957,4.358,0.000000,0.120612,0.177024,0.656501,0.045863
124,1038.50,2.000,-11.192,0.5198,4.4729,0.0000,11.0806,13.4211,36.1026,0.0000,31.4326,0.0000,7.9631,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-4.967,-3.526,1.098,0.116,0.507,0.000000,-0.132849,0.455442,0.398023,0.279385
124,1038.50,2.000,-11.192,3.7781,3.9351,0.0000,2.2077,47.8983,17.0169,0.0000,16.9040,0.0000,15.9731,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-52.373,-41.429,8.343,0.960,4.374,0.000000,0.121626,0.176436,0.656188,0.045749
125,1038.00,2.000,-11.213,0.5294,4.4740,0.0000,11.1206,13.3803,36.0612,0.0000,31.4972,0.0000,7.9407,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-5.055,-3.588,1.118,0.118,0.516,0.000000,-0.132575,0.455065,0.397028,0.280482
125,1038.00,2.000,-11.213,3.7913,3.9349,0.0000,2.2026,47.9498,16.9635,0.0000,16.9157,0.0000,15.9683,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-52.570,-41.595,8.371,0.964,4.390,0.000000,0.122636,0.175852,0.655875,0.045637
126,1037.50,2.000,-11.233,0.5390,4.4751,0.0000,11.1605,13.3398,36.0197,0.0000,31.5616,0.0000,7.9183,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-5.143,-3.651,1.138,0.120,0.526,0.000000,-0.132301,0.454686,0.396037,0.281578
126,1037.50,2.000,-11.233,3.8045,3.9346,0.0000,2.1976,48.0010,16.9105,0.0000,16.9274,0.0000,15.9636,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-52.767,-41.760,8.398,0.967,4.405,0.000000,0.123643,0.175271,0.655562,0.045524
127,1037.00,2.000,-11.254,0.5487,4.4761,0.0000,11.2004,13.2995,35.9781,0.0000,31.6258,0.0000,7.8961,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-5.232,-3.714,1.159,0.123,0.535,0.000000,-0.132030,0.454304,0.395052,0.282674
127,1037.00,2.000,-11.254,3.8176,3.9343,0.0000,2.1926,48.0519,16.8577,0.0000,16.9391,0.0000,15.9587,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-52.963,-41.924,8.426,0.970,4.421,0.000000,0.124646,0.174693,0.655249,0.045412
128,1036.50,2.000,-11.275,0.5584,4.4771,0.0000,11.2403,13.2594,35.9364,0.0000,31.6899,0.0000,7.8741,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-5.322,-3.778,1.179,0.125,0.544,0.000000,-0.131759,0.453919,0.394070,0.283770
128,1036.50,2.000,-11.275,3.8306,3.9341,0.0000,2.1876,48.1026,16.8052,0.0000,16.9508,0.0000,15.9539,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-53.157,-42.087,8.453,0.974,4.436,0.000000,0.125645,0.174118,0.654936,0.045301
129,1036.00,2.000,-11.295,0.5682,4.4782,0.0000,11.2802,13.2195,35.8945,0.0000,31.7538,0.0000,7.8521,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-5.412,-3.842,1.199,0.127,0.554,0.000000,-0.131490,0.453531,0.393094,0.284865
129,1036.00,2.000,-11.295,3.8436,3.9338,0.0000,2.1826,48.1529,16.7529,0.0000,16.9625,0.0000,15.9490,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-53.351,-42.249,8.480,0.977,4.452,0.000000,0.126641,0.173547,0.654623,0.045190
130,1035.50,2.000,-11.316,0.5781,4.4792,0.0000,11.3200,13.1798,35.8525,0.0000,31.8175,0.0000,7.8302,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-5.503,-3.906,1.220,0.129,0.563,0.000000,-0.131222,0.453141,0.392121,0.285960
130,1035.50,2.000,-11.316,3.8565,3.9336,0.0000,2.1776,48.2030,16.7010,0.0000,16.9743,0.0000,15.9441,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-53.543,-42.411,8.507,0.980,4.467,0.000000,0.127633,0.172979,0.654309,0.045079
131,1035.00,2.000,-11.337,0.5880,4.4802,0.0000,11.3598,13.1404,35.8103,0.0000,31.8810,0.0000,7.8085,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-5.594,-3.971,1.240,0.131,0.572,0.000000,-0.130956,0.452748,0.391154,0.287054
131,1035.00,2.000,-11.337,3.8693,3.9333,0.0000,2.1727,48.2529,16.6493,0.0000,16.9860,0.0000,15.9392,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-53.734,-42.572,8.533,0.984,4.482,0.000000,0.128622,0.172414,0.653995,0.044969
132,1034.50,2.000,-11.357,0.5980,4.4812,0.0000,11.3996,13.1011,35.7681,0.0000,31.9444,0.0000,7.7869,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-5.685,-4.036,1.261,0.133,0.582,0.000000,-0.130691,0.452353,0.390191,0.288147
132,1034.50,2.000,-11.357,3.8820,3.9331,0.0000,2.1677,48.3025,16.5978,0.0000,16.9977,0.0000,15.9342,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-53.925,-42.732,8.560,0.987,4.497,0.000000,0.129607,0.171852,0.653682,0.044859
133,1034.00,2.000,-11.378,0.6081,4.4823,0.0000,11.4393,13.0620,35.7257,0.0000,32.0076,0.0000,7.7654,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-5.777,-4.102,1.282,0.136,0.592,0.000000,-0.130427,0.451955,0.389232,0.289240
133,1034.00,2.000,-11.378,3.8946,3.9329,0.0000,2.1628,48.3518,16.5467,0.0000,17.0095,0.0000,15.9293,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-54.114,-42.891,8.586,0.990,4.513,0.000000,0.130588,0.171294,0.653368,0.044750
134,1033.50,2.000,-11.396,0.6549,4.4833,0.0000,11.4534,13.0331,35.7205,0.0000,32.0501,0.0000,7.7430,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.219,-4.415,1.380,0.146,0.637,0.000000,-0.129915,0.452017,0.388220,0.289678
134,1033.50,2.000,-11.396,3.8396,3.9328,0.0000,2.1564,48.3857,16.5153,0.0000,17.0206,0.0000,15.9221,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-53.355,-42.297,8.463,0.976,4.449,0.000000,0.131421,0.170953,0.653012,0.044613
135,1033.00,2.000,-11.412,0.7315,4.4844,0.0000,11.4462,13.0126,35.7460,0.0000,32.0753,0.0000,7.7199,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.941,-4.928,1.541,0.163,0.711,0.000000,-0.129199,0.452460,0.387166,0.289573
135,1033.00,2.000,-11.412,3.7295,3.9329,0.0000,2.1488,48.4069,16.5002,0.0000,17.0311,0.0000,15.9131,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-51.824,-41.089,8.218,0.948,4.321,0.000000,0.132130,0.170792,0.652624,0.044454
136,1032.50,2.000,-11.428,0.8072,4.4855,0.0000,11.4389,12.9921,35.7717,0.0000,32.1003,0.0000,7.6970,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-7.654,-5.434,1.701,0.180,0.785,0.000000,-0.128487,0.452905,0.386117,0.289466
136,1032.50,2.000,-11.428,3.6203,3.9331,0.0000,2.1412,48.4280,16.4852,0.0000,17.0415,0.0000,15.9041,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-50.305,-39.891,7.976,0.920,4.194,0.000000,0.132835,0.170631,0.652237,0.044296
137,1032.00,2.000,-11.444,0.8821,4.4866,0.0000,11.4316,12.9718,35.7974,0.0000,32.1251,0.0000,7.6741,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-8.358,-5.934,1.858,0.197,0.857,0.000000,-0.127778,0.453350,0.385072,0.289356
137,1032.00,2.000,-11.444,3.5120,3.9332,0.0000,2.1336,48.4490,16.4703,0.0000,17.0518,0.0000,15.8952,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-48.799,-38.703,7.736,0.893,4.069,0.000000,0.133537,0.170472,0.651853,0.044138
138,1031.50,2.000,-11.460,0.9561,4.4877,0.0000,11.4242,12.9515,35.8233,0.0000,32.1496,0.0000,7.6514,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.053,-6.427,2.013,0.213,0.929,0.000000,-0.127072,0.453797,0.384032,0.289244
138,1031.50,2.000,-11.460,3.4046,3.9333,0.0000,2.1261,48.4700,16.4554,0.0000,17.0621,0.0000,15.8864,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-47.306,-37.524,7.498,0.866,3.944,0.000000,0.134235,0.170313,0.651471,0.043981
139,1031.00,2.000,-11.476,1.0293,4.4888,0.0000,11.4167,12.9314,35.8492,0.0000,32.1739,0.0000,7.6288,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.740,-6.914,2.166,0.229,1.000,0.000000,-0.126370,0.454244,0.382997,0.289130
139,1031.00,2.000,-11.476,3.2981,3.9334,0.0000,2.1186,48.4908,16.4406,0.0000,17.0724,0.0000,15.8776,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-45.825,-36.355,7.261,0.838,3.821,0.000000,0.134929,0.170155,0.651091,0.043825
140,1030.50,2.000,-11.492,1.1017,4.4899,0.0000,11.4091,12.9113,35.8753,0.0000,32.1980,0.0000,7.6063,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-10.417,-7.395,2.318,0.245,1.070,0.000000,-0.125671,0.454692,0.381966,0.289013
140,1030.50,2.000,-11.492,3.1925,3.9335,0.0000,2.1111,48.5115,16.4259,0.0000,17.0825,0.0000,15.8688,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-44.356,-35.195,7.027,0.812,3.698,0.000000,0.135620,0.169998,0.650713,0.043669
141,1030.00,2.000,-11.508,1.1732,4.4909,0.0000,11.4015,12.8913,35.9014,0.0000,32.2219,0.0000,7.5839,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11.086,-7.870,2.468,0.261,1.139,0.000000,-0.124976,0.455141,0.380940,0.288894
141,1030.00,2.000,-11.508,3.0877,3.9336,0.0000,2.1037,48.5322,16.4113,0.0000,17.0926,0.0000,15.8601,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-42.899,-34.044,6.795,0.785,3.577,0.000000,0.136308,0.169841,0.650337,0.043514
142,1029.50,2.000,-11.524,1.2439,4.4920,0.0000,11.3938,12.8714,35.9277,0.0000,32.2455,0.0000,7.5616,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11.746,-8.339,2.616,0.277,1.207,0.000000,-0.124283,0.455591,0.379919,0.288773
142,1029.50,2.000,-11.524,2.9838,3.9338,0.0000,2.0963,48.5528,16.3967,0.0000,17.1027,0.0000,15.8515,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-41.455,-32.903,6.565,0.759,3.456,0.000000,0.136992,0.169685,0.649963,0.043360
143,1029.00,2.000,-11.540,1.3139,4.4931,0.0000,11.3860,12.8516,35.9540,0.0000,32.2689,0.0000,7.5394,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.398,-8.801,2.762,0.292,1.275,0.000000,-0.123594,0.456042,0.378902,0.288650
143,1029.00,2.000,-11.540,2.8807,3.9339,0.0000,2.0889,48.5733,16.3822,0.0000,17.1127,0.0000,15.8429,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-40.022,-31.770,6.337,0.732,3.337,0.000000,0.137672,0.169531,0.649592,0.043206
144,1028.50,2.000,-11.555,1.3830,4.4942,0.0000,11.3781,12.8319,35.9805,0.0000,32.2921,0.0000,7.5174,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-13.042,-9.258,2.907,0.308,1.342,0.000000,-0.122909,0.456494,0.377890,0.288524
144,1028.50,2.000,-11.555,2.7784,3.9340,0.0000,2.0816,48.5937,16.3678,0.0000,17.1226,0.0000,15.8344,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-38.600,-30.646,6.111,0.706,3.218,0.000000,0.138349,0.169376,0.649222,0.043052
145,1028.00,2.000,-11.571,1.4514,4.4952,0.0000,11.3702,12.8123,36.0070,0.0000,32.3151,0.0000,7.4954,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-13.677,-9.709,3.050,0.323,1.408,0.000000,-0.122226,0.456947,0.376883,0.288396
145,1028.00,2.000,-11.571,2.6770,3.9341,0.0000,2.0743,48.6140,16.3535,0.0000,17.1324,0.0000,15.8259,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-37.190,-29.531,5.886,0.680,3.100,0.000000,0.139022,0.169223,0.648855,0.042900
146,1027.50,2.000,-11.587,1.5190,4.4963,0.0000,11.3622,12.7928,36.0336,0.0000,32.3378,0.0000,7.4736,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-14.305,-10.155,3.191,0.338,1.473,0.000000,-0.121547,0.457401,0.375880,0.288266
146,1027.50,2.000,-11.587,2.5764,3.9342,0.0000,2.0670,48.6342,16.3392,0.0000,17.1422,0.0000,15.8174,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-35.791,-28.425,5.664,0.655,2.984,0.000000,0.139693,0.169070,0.648490,0.042748
147,1027.00,2.000,-11.603,1.5859,4.4973,0.0000,11.3541,12.7733,36.0604,0.0000,32.3604,0.0000,7.4519,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-14.924,-10.595,3.330,0.353,1.537,0.000000,-0.120871,0.457856,0.374882,0.288134
147,1027.00,2.000,-11.603,2.4766,3.9343,0.0000,2.0597,48.6544,16.3250,0.0000,17.1519,0.0000,15.8090,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-34.404,-27.327,5.443,0.629,2.868,0.000000,0.140359,0.168918,0.648126,0.042596
148,1026.50,2.000,-11.618,1.6520,4.4984,0.0000,11.3459,12.7540,36.0872,0.0000,32.3827,0.0000,7.4302,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-15.536,-11.029,3.468,0.367,1.601,0.000000,-0.120199,0.458312,0.373888,0.287999
148,1026.50,2.000,-11.618,2.3776,3.9344,0.0000,2.0525,48.6745,16.3109,0.0000,17.1615,0.0000,15.8007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-33.028,-26.238,5.224,0.604,2.753,0.000000,0.141022,0.168767,0.647765,0.042445
149,1026.00,2.000,-11.634,1.7174,4.4994,0.0000,11.3377,12.7347,36.1141,0.0000,32.4048,0.0000,7.4087,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-16.140,-11.458,3.604,0.382,1.664,0.000000,-0.119529,0.458768,0.372898,0.287863
149,1026.00,2.000,-11.634,2.2793,3.9345,0.0000,2.0453,48.6945,16.2968,0.0000,17.1711,0.0000,15.7924,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-31.662,-25.157,5.007,0.579,2.639,0.000000,0.141682,0.168616,0.647407,0.042295
150,1025.50,2.000,-11.650,1.7820,4.5005,0.0000,11.3294,12.7155,36.1411,0.0000,32.4267,0.0000,7.3873,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-16.737,-11.881,3.739,0.396,1.726,0.000000,-0.118863,0.459226,0.371913,0.287724
