Index,T (C),P (kbars),log(10) f O2,mass (gm),rho (gm/cc),wt% SiO2,wt% TiO2,wt% Al2O3,wt% Fe2O3,wt% Cr2O3,wt% FeO,wt% MnO,wt% MgO,wt% NiO,wt% CoO,wt% CaO,wt% Na2O,wt% K2O,wt% P2O5,wt% H2O,wt% CO2,wt% SO3,wt% Cl2O-1,wt% F2O-1,G (kJ),H (kJ),S (J/K),V (cc),Cp (J/K),       albite,    anorthite,     sanidine
232,984.50,2.000,-12.917,21.1905,2.6938,47.6518,0.0000,33.6372,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,16.6321,2.0386,0.0403,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-356.684,-296.828,47.593,7.866,25.565,0.181111,0.816533,0.002356
233,984.00,2.000,-12.931,21.3722,2.6937,47.6783,0.0000,33.6192,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,16.6111,2.0507,0.0406,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-359.718,-299.380,47.995,7.934,25.783,0.182176,0.815450,0.002374
234,983.50,2.000,-12.946,21.5530,2.6935,47.7050,0.0000,33.6012,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,16.5900,2.0629,0.0409,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-362.737,-301.920,48.395,8.002,26.001,0.183244,0.814365,0.002391
235,983.00,2.000,-12.961,21.7329,2.6933,47.7317,0.0000,33.5831,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,16.5689,2.0751,0.0412,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-365.741,-304.449,48.794,8.069,26.217,0.184316,0.813275,0.002409
236,982.50,2.000,-12.976,21.9120,2.6931,47.7586,0.0000,33.5650,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,16.5476,2.0873,0.0415,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-368.730,-306.965,49.190,8.136,26.433,0.185391,0.812182,0.002427
237,982.00,2.000,-12.990,22.0902,2.6930,47.7855,0.0000,33.5468,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,16.5263,2.0996,0.0418,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-371.705,-309.470,49.584,8.203,26.647,0.186470,0.811086,0.002444
238,981.50,2.000,-13.005,22.2677,2.6928,47.8125,0.0000,33.5285,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,16.5050,2.1119,0.0421,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-374.666,-311.963,49.976,8.269,26.860,0.187552,0.809986,0.002462
239,981.00,2.000,-13.019,22.4443,2.6926,47.8396,0.0000,33.5102,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,16.4835,2.1242,0.0425,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-377.612,-314.445,50.367,8.336,27.073,0.188637,0.808882,0.002481
240,980.50,2.000,-13.034,22.6201,2.6924,47.8668,0.0000,33.4918,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,16.4620,2.1366,0.0428,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-380.545,-316.916,50.755,8.401,27.284,0.189726,0.807775,0.002499
241,980.00,2.000,-13.048,22.7952,2.6922,47.8941,0.0000,33.4733,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,16.4404,2.1491,0.0431,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-383.465,-319.376,51.142,8.467,27.495,0.190818,0.806665,0.002517
242,979.50,2.000,-13.063,22.9694,2.6920,47.9215,0.0000,33.4548,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,16.4188,2.1615,0.0434,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-386.370,-321.826,51.526,8.532,27.704,0.191913,0.805552,0.002536
243,979.00,2.000,-13.077,23.1429,2.6918,47.9489,0.0000,33.4363,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,16.3970,2.1740,0.0437,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-389.262,-324.264,51.909,8.597,27.913,0.193011,0.804435,0.002554
244,978.50,2.000,-13.091,23.3156,2.6917,47.9764,0.0000,33.4177,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,16.3753,2.1866,0.0441,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-392.141,-326.692,52.291,8.662,28.120,0.194112,0.803315,0.002573
245,978.00,2.000,-13.106,23.4876,2.6915,48.0040,0.0000,33.3990,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,16.3534,2.1992,0.0444,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-395.008,-329.110,52.670,8.727,28.327,0.195216,0.802192,0.002592
246,977.50,2.000,-13.120,23.6588,2.6913,48.0317,0.0000,33.3803,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,16.3315,2.2118,0.0447,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-397.861,-331.517,53.048,8.791,28.533,0.196323,0.801065,0.002611
247,977.00,2.000,-13.134,23.8293,2.6911,48.0595,0.0000,33.3615,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,16.3095,2.2244,0.0450,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-400.701,-333.914,53.423,8.855,28.738,0.197433,0.799936,0.002630
248,976.50,2.000,-13.148,23.9991,2.6909,48.0874,0.0000,33.3427,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,16.2875,2.2371,0.0454,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-403.529,-336.301,53.798,8.919,28.942,0.198546,0.798804,0.002650
249,976.00,2.000,-13.162,24.1681,2.6907,48.1153,0.0000,33.3238,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,16.2654,2.2498,0.0457,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-406.344,-338.677,54.170,8.982,29.145,0.199662,0.797668,0.002669
250,975.50,2.000,-13.176,24.3365,2.6905,48.1433,0.0000,33.3048,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,16.2433,2.2626,0.0461,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-409.147,-341.045,54.541,9.045,29.347,0.200781,0.796530,0.002689
251,975.00,2.000,-13.190,24.5041,2.6904,48.1713,0.0000,33.2859,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,16.2210,2.2754,0.0464,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-411.938,-343.402,54.910,9.108,29.549,0.201902,0.795389,0.002709
252,974.50,2.000,-13.204,24.6710,2.6902,48.1995,0.0000,33.2668,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,16.1988,2.2882,0.0467,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-414.716,-345.749,55.278,9.171,29.749,0.203026,0.794245,0.002729
253,974.00,2.000,-13.218,24.8373,2.6900,48.2277,0.0000,33.2477,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,16.1765,2.3010,0.0471,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-417.483,-348.087,55.643,9.233,29.949,0.204153,0.793099,0.002749
254,973.50,2.000,-13.232,25.0028,2.6898,48.2560,0.0000,33.2286,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,16.1541,2.3139,0.0474,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-420.238,-350.416,56.008,9.295,30.148,0.205282,0.791949,0.002769
255,973.00,2.000,-13.246,25.1677,2.6896,48.2843,0.0000,33.2094,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,16.1316,2.3268,0.0478,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-422.981,-352.735,56.370,9.357,30.346,0.206413,0.790798,0.002789
256,972.50,2.000,-13.260,25.3319,2.6894,48.3127,0.0000,33.1902,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,16.1091,2.3397,0.0481,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-425.713,-355.045,56.731,9.419,30.543,0.207547,0.789643,0.002810
257,972.00,2.000,-13.273,25.4955,2.6892,48.3412,0.0000,33.1710,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,16.0866,2.3527,0.0485,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-428.432,-357.346,57.091,9.481,30.740,0.208683,0.788486,0.002831
258,971.50,2.000,-13.287,25.6584,2.6890,48.3698,0.0000,33.1516,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,16.0640,2.3657,0.0489,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-431.141,-359.637,57.449,9.542,30.936,0.209822,0.787327,0.002851
259,971.00,2.000,-13.301,25.8206,2.6888,48.3984,0.0000,33.1323,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,16.0414,2.3787,0.0492,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-433.838,-361.920,57.805,9.603,31.131,0.210962,0.786166,0.002872
260,970.50,2.000,-13.314,25.9822,2.6886,48.4270,0.0000,33.1129,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,16.0187,2.3918,0.0496,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-436.524,-364.193,58.160,9.664,31.325,0.212105,0.785002,0.002893
261,970.00,2.000,-13.328,26.1431,2.6884,48.4558,0.0000,33.0935,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.9960,2.4048,0.0500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-439.199,-366.458,58.513,9.724,31.518,0.213250,0.783836,0.002915
262,969.50,2.000,-13.342,26.3035,2.6882,48.4845,0.0000,33.0740,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.9732,2.4179,0.0503,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-441.862,-368.714,58.865,9.785,31.711,0.214396,0.782667,0.002936
263,969.00,2.000,-13.355,26.4631,2.6880,48.5134,0.0000,33.0545,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.9504,2.4310,0.0507,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-444.515,-370.961,59.215,9.845,31.902,0.215545,0.781497,0.002958
264,968.50,2.000,-13.368,26.6222,2.6879,48.5422,0.0000,33.0350,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.9275,2.4442,0.0511,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-447.157,-373.199,59.564,9.905,32.093,0.216696,0.780325,0.002979
265,968.00,2.000,-13.382,26.7806,2.6877,48.5712,0.0000,33.0154,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.9046,2.4573,0.0515,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-449.788,-375.428,59.912,9.964,32.284,0.217848,0.779151,0.003001
266,967.50,2.000,-13.395,26.9384,2.6875,48.6002,0.0000,32.9958,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.8817,2.4705,0.0518,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-452.408,-377.649,60.257,10.024,32.473,0.219002,0.777975,0.003023
267,967.00,2.000,-13.409,27.0956,2.6873,48.6292,0.0000,32.9762,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.8587,2.4837,0.0522,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-455.017,-379.862,60.602,10.083,32.662,0.220157,0.776797,0.003046
268,966.50,2.000,-13.422,27.2522,2.6871,48.6583,0.0000,32.9565,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.8357,2.4970,0.0526,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-457.616,-382.066,60.945,10.142,32.850,0.221315,0.775618,0.003068
269,966.00,2.000,-13.435,27.4082,2.6869,48.6874,0.0000,32.9368,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.8126,2.5102,0.0530,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-460.204,-384.261,61.286,10.201,33.037,0.222473,0.774437,0.003090
270,965.50,2.000,-13.448,27.5635,2.6867,48.7165,0.0000,32.9171,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.7896,2.5235,0.0534,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-462.782,-386.448,61.626,10.259,33.224,0.223633,0.773254,0.003113
271,965.00,2.000,-13.462,27.7183,2.6865,48.7457,0.0000,32.8973,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.7665,2.5367,0.0538,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-465.349,-388.627,61.965,10.318,33.410,0.224794,0.772070,0.003136
272,964.50,2.000,-13.475,27.8725,2.6863,48.7750,0.0000,32.8775,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.7433,2.5500,0.0542,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-467.906,-390.798,62.302,10.376,33.595,0.225957,0.770885,0.003159
273,964.00,2.000,-13.488,28.0260,2.6861,48.8042,0.0000,32.8577,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.7201,2.5633,0.0546,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-470.452,-392.960,62.638,10.434,33.779,0.227120,0.769698,0.003182
274,963.50,2.000,-13.501,28.1790,2.6859,48.8335,0.0000,32.8379,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.6969,2.5766,0.0550,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-472.989,-395.114,62.972,10.491,33.963,0.228285,0.768510,0.003205
275,963.00,2.000,-13.514,28.3314,2.6857,48.8629,0.0000,32.8180,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.6737,2.5900,0.0554,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-475.514,-397.260,63.305,10.549,34.146,0.229450,0.767321,0.003229
276,962.50,2.000,-13.527,28.4832,2.6855,48.8922,0.0000,32.7982,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.6505,2.6033,0.0558,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-478.030,-399.397,63.637,10.606,34.328,0.230617,0.766131,0.003252
277,962.00,2.000,-13.540,28.6344,2.6853,48.9216,0.0000,32.7783,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.6272,2.6167,0.0562,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-480.535,-401.527,63.967,10.663,34.509,0.231784,0.764940,0.003276
278,961.50,2.000,-13.553,28.7850,2.6851,48.9510,0.0000,32.7584,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.6039,2.6300,0.0566,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-483.031,-403.648,64.296,10.720,34.690,0.232952,0.763748,0.003300
279,961.00,2.000,-13.566,28.9351,2.6849,48.9805,0.0000,32.7384,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.5806,2.6434,0.0570,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-485.516,-405.761,64.623,10.777,34.870,0.234120,0.762556,0.003324
280,960.50,2.000,-13.578,29.0845,2.6847,49.0099,0.0000,32.7185,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.5573,2.6568,0.0575,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-487.991,-407.867,64.949,10.833,35.050,0.235289,0.761363,0.003348
281,960.00,2.000,-13.591,29.2334,2.6845,49.0394,0.0000,32.6986,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.5340,2.6702,0.0579,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-490.456,-409.964,65.274,10.890,35.228,0.236458,0.760169,0.003373
282,959.50,2.000,-13.604,29.3817,2.6843,49.0689,0.0000,32.6786,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.5106,2.6836,0.0583,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-492.911,-412.053,65.597,10.946,35.406,0.237628,0.758974,0.003398
283,959.00,2.000,-13.617,29.5294,2.6841,49.0984,0.0000,32.6586,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.4873,2.6970,0.0587,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-495.356,-414.134,65.919,11.002,35.583,0.238798,0.757780,0.003422
284,958.50,2.000,-13.629,29.6766,2.6839,49.1279,0.0000,32.6386,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.4639,2.7104,0.0592,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-497.791,-416.207,66.239,11.057,35.760,0.239968,0.756585,0.003447
285,958.00,2.000,-13.649,29.8609,2.6837,49.1598,0.0000,32.6171,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.4387,2.7247,0.0598,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-500.848,-418.801,66.643,11.127,35.981,0.241222,0.755295,0.003483
286,957.50,2.000,-13.670,30.0512,2.6835,49.1920,0.0000,32.5952,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.4131,2.7393,0.0605,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-504.006,-421.478,67.060,11.199,36.210,0.242492,0.753987,0.003521
287,957.00,2.000,-13.690,30.2399,2.6833,49.2243,0.0000,32.5733,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.3875,2.7538,0.0611,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-507.136,-424.133,67.474,11.270,36.437,0.243760,0.752681,0.003559
288,956.50,2.000,-13.711,30.4270,2.6830,49.2565,0.0000,32.5515,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.3619,2.7683,0.0618,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-510.240,-426.767,67.883,11.341,36.662,0.245026,0.751376,0.003598
289,956.00,2.000,-13.732,30.6126,2.6828,49.2887,0.0000,32.5296,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.3364,2.7828,0.0625,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-513.317,-429.378,68.290,11.411,36.884,0.246291,0.750072,0.003637
290,955.50,2.000,-13.752,30.7967,2.6826,49.3209,0.0000,32.5078,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.3109,2.7973,0.0631,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-516.368,-431.969,68.693,11.480,37.106,0.247554,0.748769,0.003676
291,955.00,2.000,-13.772,30.9792,2.6824,49.3530,0.0000,32.4860,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.2854,2.8117,0.0638,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-519.394,-434.539,69.092,11.549,37.325,0.248816,0.747468,0.003716
292,954.50,2.000,-13.793,31.1603,2.6822,49.3851,0.0000,32.4642,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.2600,2.8262,0.0645,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-522.394,-437.087,69.488,11.618,37.542,0.250075,0.746169,0.003756
293,954.00,2.000,-13.813,31.3399,2.6819,49.4172,0.0000,32.4425,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.2346,2.8406,0.0652,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-525.370,-439.616,69.880,11.686,37.758,0.251333,0.744872,0.003796
294,953.50,2.000,-13.833,31.5181,2.6817,49.4492,0.0000,32.4208,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.2092,2.8550,0.0659,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-528.320,-442.124,70.270,11.753,37.972,0.252588,0.743576,0.003836
295,953.00,2.000,-13.853,31.6949,2.6815,49.4811,0.0000,32.3991,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.1838,2.8694,0.0666,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-531.247,-444.613,70.655,11.820,38.184,0.253842,0.742282,0.003877
296,952.50,2.000,-13.873,31.8702,2.6813,49.5131,0.0000,32.3774,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.1585,2.8837,0.0673,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-534.149,-447.081,71.038,11.886,38.395,0.255093,0.740990,0.003918
297,952.00,2.000,-13.893,32.0441,2.6811,49.5450,0.0000,32.3558,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.1332,2.8980,0.0680,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-537.028,-449.531,71.418,11.952,38.604,0.256341,0.739699,0.003959
298,951.50,2.000,-13.913,32.2167,2.6809,49.5768,0.0000,32.3342,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.1079,2.9123,0.0688,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-539.883,-451.961,71.794,12.017,38.811,0.257588,0.738411,0.004001
299,951.00,2.000,-13.933,32.3879,2.6807,49.6086,0.0000,32.3126,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.0827,2.9266,0.0695,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-542.715,-454.372,72.167,12.082,39.016,0.258832,0.737125,0.004043
300,950.50,2.000,-13.953,32.5578,2.6804,49.6403,0.0000,32.2910,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.0576,2.9409,0.0702,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-545.524,-456.764,72.537,12.146,39.220,0.260073,0.735842,0.004085
301,950.00,2.000,-13.972,32.7263,2.6802,49.6720,0.0000,32.2695,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.0324,2.9551,0.0709,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-548.310,-459.138,72.904,12.210,39.422,0.261312,0.734560,0.004128
302,949.50,2.000,-13.992,32.8935,2.6800,49.7036,0.0000,32.2481,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.0073,2.9693,0.0717,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-551.074,-461.493,73.268,12.274,39.623,0.262548,0.733281,0.004170
303,949.00,2.000,-14.011,33.0594,2.6798,49.7352,0.0000,32.2266,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.9823,2.9835,0.0724,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-553.815,-463.830,73.628,12.337,39.822,0.263782,0.732005,0.004213
304,948.50,2.000,-14.031,33.2240,2.6796,49.7667,0.0000,32.2053,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.9573,2.9976,0.0732,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-556.535,-466.150,73.986,12.399,40.020,0.265012,0.730731,0.004257
305,948.00,2.000,-14.050,33.3874,2.6794,49.7981,0.0000,32.1839,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.9323,3.0117,0.0739,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-559.233,-468.451,74.341,12.461,40.216,0.266240,0.729460,0.004301
306,947.50,2.000,-14.069,33.5495,2.6792,49.8295,0.0000,32.1626,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.9074,3.0258,0.0747,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-561.909,-470.735,74.693,12.522,40.410,0.267464,0.728191,0.004345
307,947.00,2.000,-14.089,33.7103,2.6790,49.8608,0.0000,32.1413,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.8826,3.0398,0.0755,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-564.564,-473.001,75.042,12.583,40.603,0.268686,0.726925,0.004389
308,946.50,2.000,-14.108,33.8699,2.6787,49.8921,0.0000,32.1201,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.8578,3.0538,0.0762,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-567.198,-475.250,75.388,12.644,40.795,0.269904,0.725662,0.004434
309,946.00,2.000,-14.127,34.0282,2.6785,49.9233,0.0000,32.0989,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.8330,3.0678,0.0770,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-569.810,-477.482,75.732,12.704,40.984,0.271119,0.724402,0.004479
310,945.50,2.000,-14.146,34.1854,2.6783,49.9544,0.0000,32.0778,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.8083,3.0817,0.0778,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-572.402,-479.697,76.072,12.764,41.173,0.272331,0.723145,0.004524
311,945.00,2.000,-14.165,34.3413,2.6781,49.9854,0.0000,32.0567,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.7837,3.0956,0.0786,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-574.974,-481.895,76.410,12.823,41.360,0.273539,0.721891,0.004569
312,944.50,2.000,-14.184,34.4961,2.6779,50.0164,0.0000,32.0357,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.7591,3.1094,0.0794,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-577.525,-484.077,76.745,12.882,41.545,0.274744,0.720641,0.004615
313,944.00,2.000,-14.202,34.6496,2.6777,50.0473,0.0000,32.0147,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.7346,3.1232,0.0802,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-580.056,-486.242,77.077,12.940,41.730,0.275945,0.719393,0.004661
314,943.50,2.000,-14.221,34.8020,2.6775,50.0781,0.0000,31.9938,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.7102,3.1370,0.0810,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-582.567,-488.390,77.406,12.998,41.912,0.277143,0.718149,0.004708
315,943.00,2.000,-14.240,34.9532,2.6773,50.1088,0.0000,31.9729,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.6858,3.1508,0.0818,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-585.058,-490.523,77.733,13.055,42.094,0.278337,0.716908,0.004755
316,942.50,2.000,-14.258,35.1033,2.6771,50.1394,0.0000,31.9521,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.6614,3.1644,0.0826,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-587.529,-492.639,78.057,13.112,42.273,0.279527,0.715671,0.004802
317,942.00,2.000,-14.277,35.2522,2.6769,50.1700,0.0000,31.9313,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.6372,3.1781,0.0834,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-589.981,-494.739,78.379,13.169,42.452,0.280714,0.714437,0.004849
318,941.50,2.000,-14.295,35.4000,2.6767,50.2005,0.0000,31.9106,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.6130,3.1917,0.0843,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-592.414,-496.824,78.697,13.225,42.629,0.281896,0.713207,0.004897
