Index,T (C),P (kbars),log(10) f O2,mass (gm),rho (gm/cc),wt% SiO2,wt% TiO2,wt% Al2O3,wt% Fe2O3,wt% Cr2O3,wt% FeO,wt% MnO,wt% MgO,wt% NiO,wt% CoO,wt% CaO,wt% Na2O,wt% K2O,wt% P2O5,wt% H2O,wt% CO2,wt% SO3,wt% Cl2O-1,wt% F2O-1,G (kJ),H (kJ),S (J/K),V (cc),Cp (J/K),      h2oduan,      co2duan
650,775.50,2.000,-16.868,3.2273,0.4423,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-70.923,-40.640,28.878,7.297,13.009,1.000000,0.000000
651,775.00,2.000,-16.869,3.2276,0.4426,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-70.915,-40.650,28.874,7.292,13.015,1.000000,0.000000
652,774.50,2.000,-16.870,3.2278,0.4430,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-70.907,-40.660,28.871,7.287,13.020,1.000000,0.000000
653,774.00,2.000,-16.872,3.2281,0.4433,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-70.898,-40.670,28.867,7.282,13.026,1.000000,0.000000
654,773.50,2.000,-16.873,3.2284,0.4436,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-70.890,-40.680,28.863,7.277,13.032,1.000000,0.000000
655,773.00,2.000,-16.874,3.2287,0.4440,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-70.881,-40.690,28.860,7.272,13.038,1.000000,0.000000
656,772.50,2.000,-16.875,3.2289,0.4443,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-70.873,-40.700,28.856,7.267,13.044,1.000000,0.000000
657,772.00,2.000,-16.876,3.2292,0.4447,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-70.864,-40.710,28.852,7.262,13.049,1.000000,0.000000
658,771.50,2.000,-16.877,3.2294,0.4450,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-70.855,-40.719,28.848,7.257,13.055,1.000000,0.000000
659,771.00,2.000,-16.878,3.2297,0.4453,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-70.846,-40.729,28.844,7.252,13.061,1.000000,0.000000
660,770.50,2.000,-16.879,3.2299,0.4457,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-70.837,-40.739,28.840,7.247,13.066,1.000000,0.000000
661,770.00,2.000,-16.880,3.2302,0.4460,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-70.828,-40.748,28.836,7.242,13.072,1.000000,0.000000
662,769.50,2.000,-16.882,3.2304,0.4464,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-70.819,-40.758,28.831,7.237,13.078,1.000000,0.000000
663,769.00,2.000,-16.883,3.2306,0.4467,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-70.809,-40.767,28.827,7.232,13.083,1.000000,0.000000
664,768.50,2.000,-16.884,3.2309,0.4470,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-70.800,-40.777,28.823,7.227,13.089,1.000000,0.000000
665,768.00,2.000,-16.885,3.2311,0.4474,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-70.790,-40.786,28.819,7.222,13.095,1.000000,0.000000
666,767.50,2.000,-16.886,3.2313,0.4477,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-70.781,-40.795,28.814,7.217,13.100,1.000000,0.000000
667,767.00,2.000,-16.887,3.2315,0.4481,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-70.771,-40.804,28.810,7.212,13.106,1.000000,0.000000
668,766.50,2.000,-16.888,3.2317,0.4484,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-70.761,-40.814,28.805,7.207,13.111,1.000000,0.000000
669,766.00,2.000,-16.890,3.2319,0.4487,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-70.751,-40.823,28.801,7.202,13.117,1.000000,0.000000
670,765.50,2.000,-16.891,3.2321,0.4491,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-70.741,-40.832,28.796,7.197,13.122,1.000000,0.000000
671,765.00,2.000,-16.892,3.2323,0.4494,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-70.731,-40.841,28.792,7.192,13.128,1.000000,0.000000
672,764.50,2.000,-16.893,3.2325,0.4498,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-70.721,-40.850,28.787,7.187,13.133,1.000000,0.000000
673,764.00,2.000,-16.894,3.2327,0.4501,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-70.711,-40.859,28.782,7.182,13.139,1.000000,0.000000
674,763.50,2.000,-16.895,3.2329,0.4505,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-70.700,-40.868,28.778,7.177,13.144,1.000000,0.000000
675,763.00,2.000,-16.897,3.2331,0.4508,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-70.690,-40.877,28.773,7.171,13.149,1.000000,0.000000
676,762.50,2.000,-16.898,3.2332,0.4512,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-70.679,-40.885,28.768,7.166,13.155,1.000000,0.000000
677,762.00,2.000,-16.899,3.2334,0.4515,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-70.668,-40.894,28.763,7.161,13.160,1.000000,0.000000
678,761.50,2.000,-16.900,3.2336,0.4519,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-70.658,-40.903,28.758,7.156,13.165,1.000000,0.000000
679,761.00,2.000,-16.901,3.2337,0.4522,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-70.647,-40.911,28.754,7.151,13.171,1.000000,0.000000
680,760.50,2.000,-16.902,3.2339,0.4526,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-70.636,-40.920,28.749,7.146,13.176,1.000000,0.000000
681,760.00,2.000,-16.904,3.2340,0.4529,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-70.625,-40.928,28.744,7.141,13.181,1.000000,0.000000
682,759.50,2.000,-16.905,3.2342,0.4533,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-70.614,-40.937,28.739,7.135,13.187,1.000000,0.000000
683,759.00,2.000,-16.906,3.2343,0.4536,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-70.603,-40.945,28.733,7.130,13.192,1.000000,0.000000
684,758.50,2.000,-16.907,3.2345,0.4540,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-70.591,-40.954,28.728,7.125,13.197,1.000000,0.000000
685,758.00,2.000,-16.909,3.2346,0.4543,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-70.580,-40.962,28.723,7.120,13.202,1.000000,0.000000
686,757.50,2.000,-16.910,3.2348,0.4547,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-70.569,-40.970,28.718,7.115,13.208,1.000000,0.000000
687,757.00,2.000,-16.911,3.2349,0.4550,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-70.557,-40.979,28.713,7.109,13.213,1.000000,0.000000
688,756.50,2.000,-16.912,3.2350,0.4554,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-70.546,-40.987,28.707,7.104,13.218,1.000000,0.000000
689,756.00,2.000,-16.913,3.2351,0.4557,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-70.534,-40.995,28.702,7.099,13.223,1.000000,0.000000
690,755.50,2.000,-16.915,3.2353,0.4561,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-70.522,-41.003,28.697,7.094,13.228,1.000000,0.000000
691,755.00,2.000,-16.916,3.2354,0.4564,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-70.510,-41.011,28.691,7.088,13.233,1.000000,0.000000
692,754.50,2.000,-16.917,3.2355,0.4568,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-70.499,-41.020,28.686,7.083,13.238,1.000000,0.000000
693,754.00,2.000,-16.918,3.2356,0.4572,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-70.487,-41.028,28.680,7.078,13.243,1.000000,0.000000
694,753.50,2.000,-16.920,3.2357,0.4575,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-70.475,-41.036,28.675,7.073,13.249,1.000000,0.000000
695,753.00,2.000,-16.921,3.2358,0.4579,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-70.463,-41.043,28.669,7.067,13.254,1.000000,0.000000
696,752.50,2.000,-16.922,3.2359,0.4582,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-70.451,-41.051,28.664,7.062,13.259,1.000000,0.000000
697,752.00,2.000,-16.924,3.2360,0.4586,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00
