Index,T (C),P (kbars),log(10) f O2,mass (gm),rho (gm/cc),wt% SiO2,wt% TiO2,wt% Al2O3,wt% Fe2O3,wt% Cr2O3,wt% FeO,wt% MnO,wt% MgO,wt% NiO,wt% CoO,wt% CaO,wt% Na2O,wt% K2O,wt% P2O5,wt% H2O,wt% CO2,wt% SO3,wt% Cl2O-1,wt% F2O-1,G (kJ),H (kJ),S (J/K),V (cc),Cp (J/K),      h2oduan,      co2duan
212,994.50,2.000,-12.612,0.0133,0.3331,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-0.320,-0.157,0.129,0.040,0.046,1.000000,0.000000
213,994.00,2.000,-12.628,0.0300,0.3333,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-0.721,-0.354,0.290,0.090,0.105,1.000000,0.000000
214,993.50,2.000,-12.643,0.0466,0.3335,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-1.119,-0.549,0.450,0.140,0.163,1.000000,0.000000
215,993.00,2.000,-12.659,0.0631,0.3337,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-1.515,-0.744,0.610,0.189,0.220,1.000000,0.000000
216,992.50,2.000,-12.674,0.0796,0.3339,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-1.909,-0.937,0.768,0.238,0.278,1.000000,0.000000
217,992.00,2.000,-12.690,0.0959,0.3341,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-2.301,-1.130,0.925,0.287,0.335,1.000000,0.000000
218,991.50,2.000,-12.705,0.1121,0.3342,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-2.690,-1.321,1.082,0.335,0.392,1.000000,0.000000
219,991.00,2.000,-12.721,0.1283,0.3344,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-3.077,-1.512,1.238,0.384,0.448,1.000000,0.000000
220,990.50,2.000,-12.736,0.1444,0.3346,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-3.461,-1.702,1.393,0.431,0.505,1.000000,0.000000
221,990.00,2.000,-12.751,0.1603,0.3348,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-3.844,-1.890,1.547,0.479,0.561,1.000000,0.000000
222,989.50,2.000,-12.766,0.1762,0.3350,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-4.225,-2.078,1.700,0.526,0.616,1.000000,0.000000
223,989.00,2.000,-12.782,0.1921,0.3352,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-4.603,-2.265,1.852,0.573,0.672,1.000000,0.000000
224,988.50,2.000,-12.797,0.2078,0.3353,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-4.979,-2.451,2.004,0.620,0.727,1.000000,0.000000
225,988.00,2.000,-12.812,0.2235,0.3355,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-5.353,-2.636,2.154,0.666,0.782,1.000000,0.000000
226,987.50,2.000,-12.827,0.2391,0.3357,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-5.726,-2.821,2.304,0.712,0.837,1.000000,0.000000
227,987.00,2.000,-12.842,0.2546,0.3359,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-6.096,-3.004,2.454,0.758,0.892,1.000000,0.000000
228,986.50,2.000,-12.857,0.2700,0.3361,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-6.464,-3.187,2.602,0.803,0.946,1.000000,0.000000
229,986.00,2.000,-12.872,0.2854,0.3363,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-6.831,-3.369,2.750,0.849,1.000,1.000000,0.000000
230,985.50,2.000,-12.887,0.3007,0.3364,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-7.196,-3.550,2.897,0.894,1.054,1.000000,0.000000
231,985.00,2.000,-12.902,0.3159,0.3366,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-7.558,-3.730,3.043,0.938,1.108,1.000000,0.000000
232,984.50,2.000,-12.917,0.3311,0.3368,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-7.919,-3.909,3.188,0.983,1.161,1.000000,0.000000
233,984.00,2.000,-12.931,0.3461,0.3370,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-8.279,-4.088,3.333,1.027,1.214,1.000000,0.000000
234,983.50,2.000,-12.946,0.3612,0.3372,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-8.636,-4.266,3.477,1.071,1.267,1.000000,0.000000
235,983.00,2.000,-12.961,0.3761,0.3374,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-8.992,-4.443,3.621,1.115,1.320,1.000000,0.000000
236,982.50,2.000,-12.976,0.3910,0.3376,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-9.346,-4.620,3.763,1.158,1.373,1.000000,0.000000
237,982.00,2.000,-12.990,0.4058,0.3377,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-9.698,-4.796,3.906,1.202,1.425,1.000000,0.000000
238,981.50,2.000,-13.005,0.4206,0.3379,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-10.048,-4.971,4.047,1.245,1.477,1.000000,0.000000
239,981.00,2.000,-13.019,0.4353,0.3381,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-10.397,-5.145,4.188,1.287,1.529,1.000000,0.000000
240,980.50,2.000,-13.034,0.4499,0.3383,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-10.745,-5.319,4.328,1.330,1.581,1.000000,0.000000
241,980.00,2.000,-13.048,0.4645,0.3385,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-11.090,-5.492,4.467,1.372,1.633,1.000000,0.000000
242,979.50,2.000,-13.063,0.4790,0.3387,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-11.435,-5.665,4.606,1.414,1.684,1.000000,0.000000
243,979.00,2.000,-13.077,0.4934,0.3389,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-11.777,-5.836,4.744,1.456,1.736,1.000000,0.000000
244,978.50,2.000,-13.091,0.5078,0.3391,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-12.118,-6.007,4.882,1.498,1.787,1.000000,0.000000
245,978.00,2.000,-13.106,0.5221,0.3393,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-12.458,-6.178,5.019,1.539,1.838,1.000000,0.000000
246,977.50,2.000,-13.120,0.5364,0.3394,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-12.796,-6.348,5.156,1.580,1.888,1.000000,0.000000
247,977.00,2.000,-13.134,0.5506,0.3396,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-13.132,-6.517,5.292,1.621,1.939,1.000000,0.000000
248,976.50,2.000,-13.148,0.5648,0.3398,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-13.467,-6.686,5.427,1.662,1.989,1.000000,0.000000
249,976.00,2.000,-13.162,0.5789,0.3400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-13.801,-6.854,5.562,1.703,2.040,1.000000,0.000000
250,975.50,2.000,-13.176,0.5930,0.3402,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-14.133,-7.021,5.696,1.743,2.090,1.000000,0.000000
251,975.00,2.000,-13.190,0.6070,0.3404,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-14.464,-7.188,5.829,1.783,2.140,1.000000,0.000000
252,974.50,2.000,-13.204,0.6209,0.3406,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-14.793,-7.354,5.963,1.823,2.189,1.000000,0.000000
253,974.00,2.000,-13.218,0.6348,0.3408,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-15.121,-7.520,6.095,1.863,2.239,1.000000,0.000000
254,973.50,2.000,-13.232,0.6486,0.3410,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-15.448,-7.685,6.227,1.902,2.288,1.000000,0.000000
255,973.00,2.000,-13.246,0.6624,0.3412,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-15.773,-7.850,6.359,1.942,2.338,1.000000,0.000000
256,972.50,2.000,-13.260,0.6762,0.3413,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-16.097,-8.014,6.489,1.981,2.387,1.000000,0.000000
257,972.00,2.000,-13.273,0.6899,0.3415,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-16.420,-8.177,6.620,2.020,2.436,1.000000,0.000000
258,971.50,2.000,-13.287,0.7035,0.3417,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-16.741,-8.340,6.750,2.059,2.485,1.000000,0.000000
259,971.00,2.000,-13.301,0.7171,0.3419,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-17.061,-8.503,6.879,2.097,2.533,1.000000,0.000000
260,970.50,2.000,-13.314,0.7307,0.3421,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-17.380,-8.664,7.008,2.136,2.582,1.000000,0.000000
261,970.00,2.000,-13.328,0.7442,0.3423,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-17.698,-8.826,7.137,2.174,2.630,1.000000,0.000000
262,969.50,2.000,-13.342,0.7576,0.3425,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-18.014,-8.987,7.264,2.212,2.679,1.000000,0.000000
263,969.00,2.000,-13.355,0.7710,0.3427,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-18.329,-9.147,7.392,2.250,2.727,1.000000,0.000000
264,968.50,2.000,-13.368,0.7844,0.3429,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-18.643,-9.307,7.519,2.288,2.775,1.000000,0.000000
265,968.00,2.000,-13.382,0.7977,0.3431,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-18.955,-9.466,7.645,2.325,2.823,1.000000,0.000000
266,967.50,2.000,-13.395,0.8109,0.3433,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-19.266,-9.625,7.771,2.362,2.870,1.000000,0.000000
267,967.00,2.000,-13.409,0.8242,0.3435,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-19.577,-9.783,7.897,2.399,2.918,1.000000,0.000000
268,966.50,2.000,-13.422,0.8373,0.3437,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-19.885,-9.941,8.022,2.436,2.966,1.000000,0.000000
269,966.00,2.000,-13.435,0.8505,0.3439,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-20.193,-10.099,8.146,2.473,3.013,1.000000,0.000000
270,965.50,2.000,-13.448,0.8635,0.3441,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-20.500,-10.256,8.270,2.510,3.060,1.000000,0.000000
271,965.00,2.000,-13.462,0.8766,0.3443,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-20.805,-10.412,8.394,2.546,3.107,1.000000,0.000000
272,964.50,2.000,-13.475,0.8896,0.3444,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-21.109,-10.568,8.517,2.583,3.154,1.000000,0.000000
273,964.00,2.000,-13.488,0.9025,0.3446,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-21.412,-10.723,8.640,2.619,3.201,1.000000,0.000000
274,963.50,2.000,-13.501,0.9155,0.3448,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-21.714,-10.878,8.762,2.655,3.248,1.000000,0.000000
275,963.00,2.000,-13.514,0.9283,0.3450,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-22.015,-11.033,8.884,2.690,3.294,1.000000,0.000000
276,962.50,2.000,-13.527,0.9411,0.3452,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-22.315,-11.187,9.006,2.726,3.341,1.000000,0.000000
277,962.00,2.000,-13.540,0.9539,0.3454,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-22.613,-11.341,9.126,2.762,3.387,1.000000,0.000000
278,961.50,2.000,-13.553,0.9667,0.3456,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-22.911,-11.494,9.247,2.797,3.433,1.000000,0.000000
279,961.00,2.000,-13.566,0.9794,0.3458,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-23.207,-11.647,9.367,2.832,3.479,1.000000,0.000000
280,960.50,2.000,-13.578,0.9920,0.3460,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-23.502,-11.799,9.487,2.867,3.525,1.000000,0.000000
281,960.00,2.000,-13.591,1.0046,0.3462,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-23.796,-11.951,9.606,2.902,3.571,1.000000,0.000000
282,959.50,2.000,-13.604,1.0172,0.3464,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-24.089,-12.102,9.725,2.936,3.617,1.000000,0.000000
283,959.00,2.000,-13.617,1.0297,0.3466,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-24.381,-12.253,9.843,2.971,3.663,1.000000,0.000000
284,958.50,2.000,-13.629,1.0422,0.3468,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-24.672,-12.404,9.961,3.005,3.708,1.000000,0.000000
285,958.00,2.000,-13.649,1.0617,0.3470,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-25.128,-12.637,10.145,3.060,3.778,1.000000,0.000000
286,957.50,2.000,-13.670,1.0824,0.3472,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-25.612,-12.885,10.341,3.117,3.853,1.000000,0.000000
287,957.00,2.000,-13.690,1.1028,0.3474,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-26.091,-13.131,10.535,3.174,3.927,1.000000,0.000000
288,956.50,2.000,-13.711,1.1231,0.3476,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-26.565,-13.374,10.727,3.231,4.000,1.000000,0.000000
289,956.00,2.000,-13.732,1.1432,0.3478,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-27.034,-13.615,10.917,3.287,4.073,1.000000,0.000000
290,955.50,2.000,-13.752,1.1630,0.3480,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-27.498,-13.854,11.105,3.342,4.145,1.000000,0.000000
291,955.00,2.000,-13.772,1.1827,0.3482,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-27.958,-14.090,11.291,3.396,4.216,1.000000,0.000000
292,954.50,2.000,-13.793,1.2022,0.3484,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-28.413,-14.324,11.476,3.450,4.287,1.000000,0.000000
293,954.00,2.000,-13.813,1.2215,0.3486,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-28.863,-14.557,11.658,3.504,4.357,1.000000,0.000000
294,953.50,2.000,-13.833,1.2406,0.3488,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-29.309,-14.787,11.839,3.557,4.427,1.000000,0.000000
295,953.00,2.000,-13.853,1.2595,0.3490,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-29.750,-15.014,12.018,3.609,4.495,1.000000,0.000000
296,952.50,2.000,-13.873,1.2783,0.3492,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-30.187,-15.240,12.195,3.660,4.564,1.000000,0.000000
297,952.00,2.000,-13.893,1.2969,0.3494,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-30.619,-15.464,12.370,3.711,4.631,1.000000,0.000000
298,951.50,2.000,-13.913,1.3153,0.3496,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-31.048,-15.686,12.544,3.762,4.699,1.000000,0.000000
299,951.00,2.000,-13.933,1.3335,0.3498,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-31.472,-15.906,12.716,3.812,4.765,1.000000,0.000000
300,950.50,2.000,-13.953,1.3516,0.3500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-31.892,-16.124,12.886,3.861,4.831,1.000000,0.000000
301,950.00,2.000,-13.972,1.3695,0.3502,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,-32.308,-16.340,13.055,3.910,4.896,1.000000,0.000000
