Index,T (C),P (kbars),log(10) f O2,mass (gm),rho (gm/cc),wt% SiO2,wt% TiO2,wt% Al2O3,wt% Fe2O3,wt% Cr2O3,wt% FeO,wt% MnO,wt% MgO,wt% NiO,wt% CoO,wt% CaO,wt% Na2O,wt% K2O,wt% P2O5,wt% H2O,wt% CO2,wt% SO3,wt% Cl2O-1,wt% F2O-1,G (kJ),H (kJ),S (J/K),V (cc),Cp (J/K),       annite,   phlogopite
610,795.50,2.000,-16.824,1.9078,2.7369,42.9482,0.0000,12.1470,0.0000,0.0000,1.3215,0.0000,28.0682,0.0000,0.0000,0.0000,0.0000,11.2227,0.0000,4.2924,0.0000,0.0000,0.0000,0.0000,-30.789,-26.291,4.209,0.697,2.414,0.025732,0.974268
611,795.00,2.000,-16.826,1.9205,2.7369,42.9480,0.0000,12.1469,0.0000,0.0000,1.3222,0.0000,28.0677,0.0000,0.0000,0.0000,0.0000,11.2227,0.0000,4.2924,0.0000,0.0000,0.0000,0.0000,-30.991,-26.467,4.236,0.702,2.430,0.025747,0.974253
612,794.50,2.000,-16.827,1.9332,2.7370,42.9479,0.0000,12.1469,0.0000,0.0000,1.3230,0.0000,28.0672,0.0000,0.0000,0.0000,0.0000,11.2227,0.0000,4.2924,0.0000,0.0000,0.0000,0.0000,-31.193,-26.642,4.263,0.706,2.446,0.025761,0.974239
613,794.00,2.000,-16.828,1.9458,2.7370,42.9478,0.0000,12.1468,0.0000,0.0000,1.3237,0.0000,28.0667,0.0000,0.0000,0.0000,0.0000,11.2226,0.0000,4.2924,0.0000,0.0000,0.0000,0.0000,-31.395,-26.818,4.289,0.711,2.462,0.025775,0.974225
614,793.50,2.000,-16.829,1.9584,2.7371,42.9476,0.0000,12.1468,0.0000,0.0000,1.3244,0.0000,28.0662,0.0000,0.0000,0.0000,0.0000,11.2226,0.0000,4.2924,0.0000,0.0000,0.0000,0.0000,-31.596,-26.993,4.316,0.716,2.478,0.025789,0.974211
615,793.00,2.000,-16.830,1.9710,2.7371,42.9475,0.0000,12.1468,0.0000,0.0000,1.3251,0.0000,28.0657,0.0000,0.0000,0.0000,0.0000,11.2226,0.0000,4.2923,0.0000,0.0000,0.0000,0.0000,-31.797,-27.167,4.343,0.720,2.494,0.025803,0.974197
616,792.50,2.000,-16.831,1.9836,2.7372,42.9474,0.0000,12.1467,0.0000,0.0000,1.3258,0.0000,28.0652,0.0000,0.0000,0.0000,0.0000,11.2225,0.0000,4.2923,0.0000,0.0000,0.0000,0.0000,-31.998,-27.342,4.369,0.725,2.510,0.025817,0.974183
617,792.00,2.000,-16.832,1.9962,2.7372,42.9472,0.0000,12.1467,0.0000,0.0000,1.3265,0.0000,28.0648,0.0000,0.0000,0.0000,0.0000,11.2225,0.0000,4.2923,0.0000,0.0000,0.0000,0.0000,-32.198,-27.516,4.396,0.729,2.525,0.025830,0.974170
618,791.50,2.000,-16.833,2.0087,2.7373,42.9471,0.0000,12.1467,0.0000,0.0000,1.3272,0.0000,28.0643,0.0000,0.0000,0.0000,0.0000,11.2225,0.0000,4.2923,0.0000,0.0000,0.0000,0.0000,-32.398,-27.690,4.422,0.734,2.541,0.025843,0.974157
619,791.00,2.000,-16.834,2.0212,2.7373,42.9470,0.0000,12.1466,0.0000,0.0000,1.3278,0.0000,28.0638,0.0000,0.0000,0.0000,0.0000,11.2224,0.0000,4.2923,0.0000,0.0000,0.0000,0.0000,-32.598,-27.864,4.448,0.738,2.557,0.025856,0.974144
620,790.50,2.000,-16.836,2.0337,2.7374,42.9469,0.0000,12.1466,0.0000,0.0000,1.3285,0.0000,28.0634,0.0000,0.0000,0.0000,0.0000,11.2224,0.0000,4.2923,0.0000,0.0000,0.0000,0.0000,-32.797,-28.038,4.475,0.743,2.572,0.025869,0.974131
621,790.00,2.000,-16.837,2.0462,2.7374,42.9467,0.0000,12.1466,0.0000,0.0000,1.3292,0.0000,28.0629,0.0000,0.0000,0.0000,0.0000,11.2224,0.0000,4.2923,0.0000,0.0000,0.0000,0.0000,-32.996,-28.211,4.501,0.747,2.588,0.025882,0.974118
622,789.50,2.000,-16.838,2.0587,2.7375,42.9466,0.0000,12.1465,0.0000,0.0000,1.3298,0.0000,28.0625,0.0000,0.0000,0.0000,0.0000,11.2223,0.0000,4.2923,0.0000,0.0000,0.0000,0.0000,-33.195,-28.384,4.527,0.752,2.604,0.025895,0.974105
623,789.00,2.000,-16.839,2.0711,2.7376,42.9465,0.0000,12.1465,0.0000,0.0000,1.3304,0.0000,28.0620,0.0000,0.0000,0.0000,0.0000,11.2223,0.0000,4.2922,0.0000,0.0000,0.0000,0.0000,-33.393,-28.557,4.553,0.757,2.619,0.025907,0.974093
624,788.50,2.000,-16.840,2.0836,2.7376,42.9464,0.0000,12.1465,0.0000,0.0000,1.3311,0.0000,28.0616,0.0000,0.0000,0.0000,0.0000,11.2223,0.0000,4.2922,0.0000,0.0000,0.0000,0.0000,-33.591,-28.729,4.579,0.761,2.635,0.025920,0.974080
625,788.00,2.000,-16.841,2.0960,2.7377,42.9462,0.0000,12.1464,0.0000,0.0000,1.3317,0.0000,28.0612,0.0000,0.0000,0.0000,0.0000,11.2222,0.0000,4.2922,0.0000,0.0000,0.0000,0.0000,-33.789,-28.901,4.605,0.766,2.650,0.025932,0.974068
626,787.50,2.000,-16.842,2.1084,2.7377,42.9461,0.0000,12.1464,0.0000,0.0000,1.3323,0.0000,28.0608,0.0000,0.0000,0.0000,0.0000,11.2222,0.0000,4.2922,0.0000,0.0000,0.0000,0.0000,-33.986,-29.074,4.631,0.770,2.666,0.025944,0.974056
627,787.00,2.000,-16.843,2.1207,2.7378,42.9460,0.0000,12.1464,0.0000,0.0000,1.3329,0.0000,28.0603,0.0000,0.0000,0.0000,0.0000,11.2222,0.0000,4.2922,0.0000,0.0000,0.0000,0.0000,-34.183,-29.245,4.657,0.775,2.681,0.025956,0.974044
628,786.50,2.000,-16.844,2.1331,2.7378,42.9459,0.0000,12.1463,0.0000,0.0000,1.3335,0.0000,28.0599,0.0000,0.0000,0.0000,0.0000,11.2221,0.0000,4.2922,0.0000,0.0000,0.0000,0.0000,-34.380,-29.417,4.683,0.779,2.697,0.025968,0.974032
629,786.00,2.000,-16.845,2.1454,2.7379,42.9458,0.0000,12.1463,0.0000,0.0000,1.3341,0.0000,28.0595,0.0000,0.0000,0.0000,0.0000,11.2221,0.0000,4.2922,0.0000,0.0000,0.0000,0.0000,-34.576,-29.588,4.709,0.784,2.712,0.025979,0.974021
630,785.50,2.000,-16.846,2.1578,2.7379,42.9457,0.0000,12.1463,0.0000,0.0000,1.3347,0.0000,28.0591,0.0000,0.0000,0.0000,0.0000,11.2221,0.0000,4.2922,0.0000,0.0000,0.0000,0.0000,-34.772,-29.760,4.735,0.788,2.728,0.025991,0.974009
631,785.00,2.000,-16.848,2.1701,2.7380,42.9456,0.0000,12.1462,0.0000,0.0000,1.3353,0.0000,28.0587,0.0000,0.0000,0.0000,0.0000,11.2221,0.0000,4.2922,0.0000,0.0000,0.0000,0.0000,-34.968,-29.930,4.760,0.793,2.743,0.026002,0.973998
632,784.50,2.000,-16.849,2.1824,2.7380,42.9455,0.0000,12.1462,0.0000,0.0000,1.3359,0.0000,28.0583,0.0000,0.0000,0.0000,0.0000,11.2220,0.0000,4.2921,0.0000,0.0000,0.0000,0.0000,-35.163,-30.101,4.786,0.797,2.758,0.026013,0.973987
633,784.00,2.000,-16.850,2.1946,2.7381,42.9454,0.0000,12.1462,0.0000,0.0000,1.3364,0.0000,28.0579,0.0000,0.0000,0.0000,0.0000,11.2220,0.0000,4.2921,0.0000,0.0000,0.0000,0.0000,-35.358,-30.272,4.812,0.802,2.774,0.026024,0.973976
634,783.50,2.000,-16.851,2.2069,2.7381,42.9452,0.0000,12.1461,0.0000,0.0000,1.3370,0.0000,28.0575,0.0000,0.0000,0.0000,0.0000,11.2220,0.0000,4.2921,0.0000,0.0000,0.0000,0.0000,-35.553,-30.442,4.837,0.806,2.789,0.026035,0.973965
635,783.00,2.000,-16.852,2.2191,2.7382,42.9451,0.0000,12.1461,0.0000,0.0000,1.3375,0.0000,28.0572,0.0000,0.0000,0.0000,0.0000,11.2220,0.0000,4.2921,0.0000,0.0000,0.0000,0.0000,-35.748,-30.612,4.863,0.810,2.804,0.026046,0.973954
636,782.50,2.000,-16.853,2.2313,2.7382,42.9450,0.0000,12.1461,0.0000,0.0000,1.3381,0.0000,28.0568,0.0000,0.0000,0.0000,0.0000,11.2219,0.0000,4.2921,0.0000,0.0000,0.0000,0.0000,-35.942,-30.782,4.888,0.815,2.820,0.026057,0.973943
637,782.00,2.000,-16.854,2.2435,2.7383,42.9449,0.0000,12.1460,0.0000,0.0000,1.3386,0.0000,28.0564,0.0000,0.0000,0.0000,0.0000,11.2219,0.0000,4.2921,0.0000,0.0000,0.0000,0.0000,-36.136,-30.951,4.914,0.819,2.835,0.026067,0.973933
638,781.50,2.000,-16.855,2.2557,2.7383,42.9448,0.0000,12.1460,0.0000,0.0000,1.3391,0.0000,28.0561,0.0000,0.0000,0.0000,0.0000,11.2219,0.0000,4.2921,0.0000,0.0000,0.0000,0.0000,-36.330,-31.121,4.939,0.824,2.850,0.026078,0.973922
639,781.00,2.000,-16.856,2.2679,2.7384,42.9447,0.0000,12.1460,0.0000,0.0000,1.3397,0.0000,28.0557,0.0000,0.0000,0.0000,0.0000,11.2218,0.0000,4.2921,0.0000,0.0000,0.0000,0.0000,-36.523,-31.290,4.964,0.828,2.865,0.026088,0.973912
640,780.50,2.000,-16.857,2.2801,2.7384,42.9446,0.0000,12.1460,0.0000,0.0000,1.3402,0.0000,28.0553,0.0000,0.0000,0.0000,0.0000,11.2218,0.0000,4.2921,0.0000,0.0000,0.0000,0.0000,-36.716,-31.459,4.989,0.833,2.880,0.026098,0.973902
641,780.00,2.000,-16.858,2.2922,2.7385,42.9445,0.0000,12.1459,0.0000,0.0000,1.3407,0.0000,28.0550,0.0000,0.0000,0.0000,0.0000,11.2218,0.0000,4.2921,0.0000,0.0000,0.0000,0.0000,-36.909,-31.628,5.015,0.837,2.896,0.026108,0.973892
642,779.50,2.000,-16.859,2.3043,2.7385,42.9444,0.0000,12.1459,0.0000,0.0000,1.3412,0.0000,28.0547,0.0000,0.0000,0.0000,0.0000,11.2218,0.0000,4.2920,0.0000,0.0000,0.0000,0.0000,-37.102,-31.797,5.040,0.841,2.911,0.026118,0.973882
643,779.00,2.000,-16.861,2.3164,2.7386,42.9444,0.0000,12.1459,0.0000,0.0000,1.3417,0.0000,28.0543,0.0000,0.0000,0.0000,0.0000,11.2217,0.0000,4.2920,0.0000,0.0000,0.0000,0.0000,-37.294,-31.965,5.065,0.846,2.926,0.026128,0.973872
644,778.50,2.000,-16.862,2.3285,2.7386,42.9443,0.0000,12.1459,0.0000,0.0000,1.3422,0.0000,28.0540,0.0000,0.0000,0.0000,0.0000,11.2217,0.0000,4.2920,0.0000,0.0000,0.0000,0.0000,-37.486,-32.133,5.090,0.850,2.941,0.026137,0.973863
645,778.00,2.000,-16.863,2.3406,2.7387,42.9442,0.0000,12.1458,0.0000,0.0000,1.3427,0.0000,28.0536,0.0000,0.0000,0.0000,0.0000,11.2217,0.0000,4.2920,0.0000,0.0000,0.0000,0.0000,-37.678,-32.301,5.115,0.855,2.956,0.026147,0.973853
646,777.50,2.000,-16.864,2.3527,2.7387,42.9441,0.0000,12.1458,0.0000,0.0000,1.3431,0.0000,28.0533,0.0000,0.0000,0.0000,0.0000,11.2217,0.0000,4.2920,0.0000,0.0000,0.0000,0.0000,-37.869,-32.469,5.140,0.859,2.971,0.026156,0.973844
647,777.00,2.000,-16.865,2.3647,2.7388,42.9440,0.0000,12.1458,0.0000,0.0000,1.3436,0.0000,28.0530,0.0000,0.0000,0.0000,0.0000,11.2216,0.0000,4.2920,0.0000,0.0000,0.0000,0.0000,-38.060,-32.637,5.165,0.863,2.986,0.026165,0.973835
648,776.50,2.000,-16.866,2.3767,2.7388,42.9439,0.0000,12.1458,0.0000,0.0000,1.3441,0.0000,28.0527,0.0000,0.0000,0.0000,0.0000,11.2216,0.0000,4.2920,0.0000,0.0000,0.0000,0.0000,-38.251,-32.804,5.190,0.868,3.001,0.026174,0.973826
649,776.00,2.000,-16.867,2.3888,2.7389,42.9438,0.0000,12.1457,0.0000,0.0000,1.3445,0.0000,28.0524,0.0000,0.0000,0.0000,0.0000,11.2216,0.0000,4.2920,0.0000,0.0000,0.0000,0.0000,-38.442,-32.971,5.214,0.872,3.016,0.026183,0.973817
650,775.50,2.000,-16.868,2.4008,2.7389,42.9437,0.0000,12.1457,0.0000,0.0000,1.3450,0.0000,28.0520,0.0000,0.0000,0.0000,0.0000,11.2216,0.0000,4.2920,0.0000,0.0000,0.0000,0.0000,-38.632,-33.139,5.239,0.877,3.031,0.026192,0.973808
651,775.00,2.000,-16.869,2.4128,2.7390,42.9436,0.0000,12.1457,0.0000,0.0000,1.3454,0.0000,28.0517,0.0000,0.0000,0.0000,0.0000,11.2216,0.0000,4.2920,0.0000,0.0000,0.0000,0.0000,-38.823,-33.305,5.264,0.881,3.046,0.026201,0.973799
652,774.50,2.000,-16.870,2.4247,2.7391,42.9436,0.0000,12.1457,0.0000,0.0000,1.3459,0.0000,28.0514,0.0000,0.0000,0.0000,0.0000,11.2215,0.0000,4.2920,0.0000,0.0000,0.0000,0.0000,-39.013,-33.472,5.288,0.885,3.061,0.026209,0.973791
653,774.00,2.000,-16.872,2.4367,2.7391,42.9435,0.0000,12.1456,0.0000,0.0000,1.3463,0.0000,28.0511,0.0000,0.0000,0.0000,0.0000,11.2215,0.0000,4.2919,0.0000,0.0000,0.0000,0.0000,-39.202,-33.639,5.313,0.890,3.076,0.026218,0.973782
654,773.50,2.000,-16.873,2.4486,2.7392,42.9434,0.0000,12.1456,0.0000,0.0000,1.3467,0.0000,28.0508,0.0000,0.0000,0.0000,0.0000,11.2215,0.0000,4.2919,0.0000,0.0000,0.0000,0.0000,-39.392,-33.805,5.338,0.894,3.091,0.026226,0.973774
655,773.00,2.000,-16.874,2.4606,2.7392,42.9433,0.0000,12.1456,0.0000,0.0000,1.3471,0.0000,28.0506,0.0000,0.0000,0.0000,0.0000,11.2215,0.0000,4.2919,0.0000,0.0000,0.0000,0.0000,-39.581,-33.971,5.362,0.898,3.106,0.026235,0.973765
656,772.50,2.000,-16.875,2.4725,2.7393,42.9432,0.0000,12.1456,0.0000,0.0000,1.3476,0.0000,28.0503,0.0000,0.0000,0.0000,0.0000,11.2215,0.0000,4.2919,0.0000,0.0000,0.0000,0.0000,-39.770,-34.137,5.387,0.903,3.121,0.026243,0.973757
657,772.00,2.000,-16.876,2.4844,2.7393,42.9432,0.0000,12.1455,0.0000,0.0000,1.3480,0.0000,28.0500,0.0000,0.0000,0.0000,0.0000,11.2214,0.0000,4.2919,0.0000,0.0000,0.0000,0.0000,-39.958,-34.303,5.411,0.907,3.135,0.026251,0.973749
658,771.50,2.000,-16.877,2.4963,2.7394,42.9431,0.0000,12.1455,0.0000,0.0000,1.3484,0.0000,28.0497,0.0000,0.0000,0.0000,0.0000,11.2214,0.0000,4.2919,0.0000,0.0000,0.0000,0.0000,-40.147,-34.469,5.435,0.911,3.150,0.026259,0.973741
659,771.00,2.000,-16.878,2.5082,2.7394,42.9430,0.0000,12.1455,0.0000,0.0000,1.3488,0.0000,28.0494,0.0000,0.0000,0.0000,0.0000,11.2214,0.0000,4.2919,0.0000,0.0000,0.0000,0.0000,-40.335,-34.634,5.460,0.916,3.165,0.026267,0.973733
660,770.50,2.000,-16.879,2.5200,2.7395,42.9429,0.0000,12.1455,0.0000,0.0000,1.3492,0.0000,28.0492,0.0000,0.0000,0.0000,0.0000,11.2214,0.0000,4.2919,0.0000,0.0000,0.0000,0.0000,-40.523,-34.799,5.484,0.920,3.180,0.026274,0.973726
661,770.00,2.000,-16.880,2.5319,2.7395,42.9429,0.0000,12.1455,0.0000,0.0000,1.3496,0.0000,28.0489,0.0000,0.0000,0.0000,0.0000,11.2214,0.0000,4.2919,0.0000,0.0000,0.0000,0.0000,-40.711,-34.965,5.508,0.924,3.195,0.026282,0.973718
662,769.50,2.000,-16.882,2.5437,2.7396,42.9428,0.0000,12.1454,0.0000,0.0000,1.3499,0.0000,28.0486,0.0000,0.0000,0.0000,0.0000,11.2213,0.0000,4.2919,0.0000,0.0000,0.0000,0.0000,-40.898,-35.129,5.533,0.929,3.209,0.026289,0.973711
663,769.00,2.000,-16.883,2.5555,2.7396,42.9427,0.0000,12.1454,0.0000,0.0000,1.3503,0.0000,28.0484,0.0000,0.0000,0.0000,0.0000,11.2213,0.0000,4.2919,0.0000,0.0000,0.0000,0.0000,-41.085,-35.294,5.557,0.933,3.224,0.026297,0.973703
664,768.50,2.000,-16.884,2.5673,2.7397,42.9426,0.0000,12.1454,0.0000,0.0000,1.3507,0.0000,28.0481,0.0000,0.0000,0.0000,0.0000,11.2213,0.0000,4.2919,0.0000,0.0000,0.0000,0.0000,-41.272,-35.459,5.581,0.937,3.239,0.026304,0.973696
665,768.00,2.000,-16.885,2.5791,2.7397,42.9426,0.0000,12.1454,0.0000,0.0000,1.3511,0.0000,28.0479,0.0000,0.0000,0.0000,0.0000,11.2213,0.0000,4.2919,0.0000,0.0000,0.0000,0.0000,-41.459,-35.623,5.605,0.941,3.253,0.026311,0.973689
666,767.50,2.000,-16.886,2.5909,2.7398,42.9425,0.0000,12.1454,0.0000,0.0000,1.3514,0.0000,28.0476,0.0000,0.0000,0.0000,0.0000,11.2213,0.0000,4.2918,0.0000,0.0000,0.0000,0.0000,-41.645,-35.788,5.629,0.946,3.268,0.026318,0.973682
667,767.00,2.000,-16.887,2.6027,2.7398,42.9424,0.0000,12.1453,0.0000,0.0000,1.3518,0.0000,28.0474,0.0000,0.0000,0.0000,0.0000,11.2212,0.0000,4.2918,0.0000,0.0000,0.0000,0.0000,-41.832,-35.952,5.653,0.950,3.283,0.026325,0.973675
668,766.50,2.000,-16.888,2.6144,2.7399,42.9424,0.0000,12.1453,0.0000,0.0000,1.3521,0.0000,28.0471,0.0000,0.0000,0.0000,0.0000,11.2212,0.0000,4.2918,0.0000,0.0000,0.0000,0.0000,-42.018,-36.116,5.677,0.954,3.297,0.026332,0.973668
669,766.00,2.000,-16.890,2.6262,2.7399,42.9423,0.0000,12.1453,0.0000,0.0000,1.3525,0.0000,28.0469,0.0000,0.0000,0.0000,0.0000,11.2212,0.0000,4.2918,0.0000,0.0000,0.0000,0.0000,-42.203,-36.279,5.701,0.958,3.312,0.026339,0.973661
670,765.50,2.000,-16.891,2.6379,2.7400,42.9422,0.0000,12.1453,0.0000,0.0000,1.3528,0.0000,28.0467,0.0000,0.0000,0.0000,0.0000,11.2212,0.0000,4.2918,0.0000,0.0000,0.0000,0.0000,-42.389,-36.443,5.725,0.963,3.327,0.026346,0.973654
671,765.00,2.000,-16.892,2.6496,2.7400,42.9422,0.0000,12.1453,0.0000,0.0000,1.3531,0.0000,28.0464,0.0000,0.0000,0.0000,0.0000,11.2212,0.0000,4.2918,0.0000,0.0000,0.0000,0.0000,-42.574,-36.607,5.749,0.967,3.341,0.026352,0.973648
672,764.50,2.000,-16.893,2.6614,2.7401,42.9421,0.0000,12.1452,0.0000,0.0000,1.3535,0.0000,28.0462,0.0000,0.0000,0.0000,0.0000,11.2212,0.0000,4.2918,0.0000,0.0000,0.0000,0.0000,-42.760,-36.770,5.772,0.971,3.356,0.026359,0.973641
673,764.00,2.000,-16.894,2.6730,2.7401,42.9421,0.0000,12.1452,0.0000,0.0000,1.3538,0.0000,28.0460,0.0000,0.0000,0.0000,0.0000,11.2211,0.0000,4.2918,0.0000,0.0000,0.0000,0.0000,-42.944,-36.933,5.796,0.976,3.370,0.026365,0.973635
674,763.50,2.000,-16.895,2.6847,2.7402,42.9420,0.0000,12.1452,0.0000,0.0000,1.3541,0.0000,28.0457,0.0000,0.0000,0.0000,0.0000,11.2211,0.0000,4.2918,0.0000,0.0000,0.0000,0.0000,-43.129,-37.096,5.820,0.980,3.385,0.026371,0.973629
675,763.00,2.000,-16.897,2.6964,2.7402,42.9419,0.0000,12.1452,0.0000,0.0000,1.3544,0.0000,28.0455,0.0000,0.0000,0.0000,0.0000,11.2211,0.0000,4.2918,0.0000,0.0000,0.0000,0.0000,-43.314,-37.259,5.843,0.984,3.399,0.026377,0.973623
676,762.50,2.000,-16.898,2.7081,2.7403,42.9419,0.0000,12.1452,0.0000,0.0000,1.3547,0.0000,28.0453,0.0000,0.0000,0.0000,0.0000,11.2211,0.0000,4.2918,0.0000,0.0000,0.0000,0.0000,-43.498,-37.422,5.867,0.988,3.414,0.026384,0.973616
677,762.00,2.000,-16.899,2.7197,2.7403,42.9418,0.0000,12.1452,0.0000,0.0000,1.3551,0.0000,28.0451,0.0000,0.0000,0.0000,0.0000,11.2211,0.0000,4.2918,0.0000,0.0000,0.0000,0.0000,-43.682,-37.584,5.891,0.992,3.428,0.026390,0.973610
678,761.50,2.000,-16.900,2.7313,2.7404,42.9418,0.0000,12.1451,0.0000,0.0000,1.3554,0.0000,28.0449,0.0000,0.0000,0.0000,0.0000,11.2211,0.0000,4.2918,0.0000,0.0000,0.0000,0.0000,-43.866,-37.747,5.914,0.997,3.443,0.026395,0.973605
679,761.00,2.000,-16.901,2.7430,2.7404,42.9417,0.0000,12.1451,0.0000,0.0000,1.3557,0.0000,28.0447,0.0000,0.0000,0.0000,0.0000,11.2211,0.0000,4.2918,0.0000,0.0000,0.0000,0.0000,-44.049,-37.909,5.938,1.001,3.457,0.026401,0.973599
680,760.50,2.000,-16.902,2.7546,2.7404,42.9416,0.0000,12.1451,0.0000,0.0000,1.3559,0.0000,28.0445,0.0000,0.0000,0.0000,0.0000,11.2210,0.0000,4.2918,0.0000,0.0000,0.0000,0.0000,-44.232,-38.071,5.961,1.005,3.472,0.026407,0.973593
681,760.00,2.000,-16.904,2.7662,2.7405,42.9416,0.0000,12.1451,0.0000,0.0000,1.3562,0.0000,28.0443,0.0000,0.0000,0.0000,0.0000,11.2210,0.0000,4.2918,0.0000,0.0000,0.0000,0.0000,-44.416,-38.233,5.984,1.009,3.486,0.026413,0.973587
682,759.50,2.000,-16.905,2.7777,2.7405,42.9415,0.0000,12.1451,0.0000,0.0000,1.3565,0.0000,28.0441,0.0000,0.0000,0.0000,0.0000,11.2210,0.0000,4.2918,0.0000,0.0000,0.0000,0.0000,-44.598,-38.394,6.008,1.014,3.500,0.026418,0.973582
683,759.00,2.000,-16.906,2.7893,2.7406,42.9415,0.0000,12.1451,0.0000,0.0000,1.3568,0.0000,28.0439,0.0000,0.0000,0.0000,0.0000,11.2210,0.0000,4.2917,0.0000,0.0000,0.0000,0.0000,-44.781,-38.556,6.031,1.018,3.515,0.026424,0.973576
684,758.50,2.000,-16.907,2.8009,2.7406,42.9414,0.0000,12.1451,0.0000,0.0000,1.3571,0.0000,28.0437,0.0000,0.0000,0.0000,0.0000,11.2210,0.0000,4.2917,0.0000,0.0000,0.0000,0.0000,-44.964,-38.718,6.054,1.022,3.529,0.026429,0.973571
685,758.00,2.000,-16.909,2.8124,2.7407,42.9414,0.0000,12.1450,0.0000,0.0000,1.3573,0.0000,28.0435,0.0000,0.0000,0.0000,0.0000,11.2210,0.0000,4.2917,0.0000,0.0000,0.0000,0.0000,-45.146,-38.879,6.078,1.026,3.543,0.026434,0.973566
686,757.50,2.000,-16.910,2.8240,2.7407,42.9413,0.0000,12.1450,0.0000,0.0000,1.3576,0.0000,28.0434,0.0000,0.0000,0.0000,0.0000,11.2210,0.0000,4.2917,0.0000,0.0000,0.0000,0.0000,-45.328,-39.040,6.101,1.030,3.558,0.026439,0.973561
687,757.00,2.000,-16.911,2.8355,2.7408,42.9413,0.0000,12.1450,0.0000,0.0000,1.3579,0.0000,28.0432,0.0000,0.0000,0.0000,0.0000,11.2209,0.0000,4.2917,0.0000,0.0000,0.0000,0.0000,-45.510,-39.201,6.124,1.035,3.572,0.026445,0.973555
688,756.50,2.000,-16.912,2.8470,2.7408,42.9412,0.0000,12.1450,0.0000,0.0000,1.3581,0.0000,28.0430,0.0000,0.0000,0.0000,0.0000,11.2209,0.0000,4.2917,0.0000,0.0000,0.0000,0.0000,-45.691,-39.362,6.147,1.039,3.586,0.026450,0.973550
689,756.00,2.000,-16.913,2.8585,2.7409,42.9412,0.0000,12.1450,0.0000,0.0000,1.3584,0.0000,28.0428,0.0000,0.0000,0.0000,0.0000,11.2209,0.0000,4.2
