Index,T (C),P (kbars),log(10) f O2,mass (gm),rho (gm/cc),wt% SiO2,wt% TiO2,wt% Al2O3,wt% Fe2O3,wt% Cr2O3,wt% FeO,wt% MnO,wt% MgO,wt% NiO,wt% CoO,wt% CaO,wt% Na2O,wt% K2O,wt% P2O5,wt% H2O,wt% CO2,wt% SO3,wt% Cl2O-1,wt% F2O-1,G (kJ),H (kJ),S (J/K),V (cc),Cp (J/K),   geikielite,     hematite,     ilmenite,  pyrophanite,     corundum
324,777.00,2.000,-4.184,10.8115,4.9565,0.0000,10.8407,0.3353,81.6935,0.0000,2.9923,0.8063,3.3318,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-79.158,-59.495,18.724,2.181,9.781,0.127075,0.786377,0.064021,0.017472,0.005056
325,776.00,2.000,-4.245,10.8677,4.9582,0.0000,10.7938,0.3320,81.7569,0.0000,3.0168,0.8060,3.2946,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-79.466,-59.734,18.807,2.192,9.829,0.125696,0.787258,0.064567,0.017471,0.005007
326,775.00,2.000,-4.305,10.9221,4.9599,0.0000,10.7487,0.3287,81.8173,0.0000,3.0414,0.8058,3.2581,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-79.762,-59.965,18.888,2.202,9.876,0.124348,0.788104,0.065116,0.017473,0.004960
327,774.00,2.000,-4.365,10.9747,4.9616,0.0000,10.7054,0.3256,81.8747,0.0000,3.0661,0.8057,3.2225,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-80.046,-60.187,18.965,2.212,9.921,0.123028,0.788915,0.065667,0.017476,0.004913
328,773.00,2.000,-4.424,11.0256,4.9632,0.0000,10.6639,0.3225,81.9294,0.0000,3.0909,0.8057,3.1877,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-80.318,-60.400,19.039,2.221,9.964,0.121737,0.789694,0.066219,0.017482,0.004868
329,772.00,2.000,-4.483,11.0747,4.9648,0.0000,10.6241,0.3194,81.9814,0.0000,3.1157,0.8058,3.1536,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-80.580,-60.607,19.110,2.231,10.006,0.120473,0.790443,0.066772,0.017489,0.004824
330,771.00,2.000,-4.542,11.1222,4.9664,0.0000,10.5858,0.3165,82.0310,0.0000,3.1406,0.8059,3.1202,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-80.831,-60.805,19.179,2.240,10.047,0.119235,0.791161,0.067326,0.017498,0.004780
331,770.00,2.000,-4.600,11.1681,4.9679,0.0000,10.5491,0.3136,82.0781,0.0000,3.1655,0.8062,3.0876,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-81.072,-60.997,19.245,2.248,10.086,0.118022,0.791852,0.067879,0.017509,0.004738
332,769.00,2.000,-4.658,11.2125,4.9694,0.0000,10.5138,0.3107,82.1230,0.0000,3.1904,0.8065,3.0556,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-81.303,-61.181,19.308,2.256,10.123,0.116834,0.792515,0.068433,0.017522,0.004696
333,768.00,2.000,-4.715,11.2555,4.9708,0.0000,10.4798,0.3079,82.1658,0.0000,3.2153,0.8069,3.0243,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-81.525,-61.359,19.369,2.264,10.160,0.115670,0.793153,0.068986,0.017536,0.004655
334,767.00,2.000,-4.772,11.2971,4.9723,0.0000,10.4472,0.3052,82.2065,0.0000,3.2401,0.8074,2.9936,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-81.738,-61.531,19.427,2.272,10.195,0.114528,0.793767,0.069539,0.017551,0.004615
335,766.00,2.000,-4.828,11.3373,4.9737,0.0000,10.4158,0.3025,82.2453,0.0000,3.2649,0.8080,2.9635,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-81.943,-61.697,19.483,2.279,10.229,0.113409,0.794357,0.070090,0.017568,0.004576
336,765.00,2.000,-4.884,11.3762,4.9751,0.0000,10.385
