Index,T (C),P (kbars),log(10) f O2,mass (gm),rho (gm/cc),wt% SiO2,wt% TiO2,wt% Al2O3,wt% Fe2O3,wt% Cr2O3,wt% FeO,wt% MnO,wt% MgO,wt% NiO,wt% CoO,wt% CaO,wt% Na2O,wt% K2O,wt% P2O5,wt% H2O,wt% CO2,wt% SO3,wt% Cl2O-1,wt% F2O-1,G (kJ),H (kJ),S (J/K),V (cc),Cp (J/K),    tephroite,     fayalite,   co-olivine,   ni-olivine, monticellite,   forsterite
553,824.00,2.000,-16.729,0.0637,3.8445,33.3907,0.0000,0.0000,0.0000,0.0000,41.9019,7.8095,16.7403,0.0000,0.0000,0.1576,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.711,-0.573,0.125,0.017,0.066,0.099049,0.524728,0.000000,0.000000,0.005056,0.371167
554,823.50,2.000,-16.732,0.0603,3.8456,33.3792,0.0000,0.0000,0.0000,0.0000,41.9158,7.8579,16.6897,0.0000,0.0000,0.1574,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.672,-0.542,0.118,0.016,0.062,0.099698,0.525083,0.000000,0.000000,0.005052,0.370167
555,823.00,2.000,-16.734,0.0569,3.8466,33.3677,0.0000,0.0000,0.0000,0.0000,41.9295,7.9063,16.6393,0.0000,0.0000,0.1572,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.635,-0.512,0.112,0.015,0.059,0.100347,0.525435,0.000000,0.000000,0.005048,0.369171
556,822.50,2.000,-16.737,0.0537,3.8477,33.3563,0.0000,0.0000,0.0000,0.0000,41.9428,7.9547,16.5892,0.0000,0.0000,0.1570,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.598,-0.482,0.105,0.014,0.055,0.100995,0.525781,0.000000,0.000000,0.005043,0.368180
557,822.00,2.000,-16.739,0.0505,3.8487,33.3450,0.0000,0.0000,0.0000,0.0000,41.9559,8.0030,16.5393,0.0000,0.0000,0.1568,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.562,-0.454,0.099,0.013,0.052,0.101643,0.526124,0.000000,0.000000,0.005039,0.367194
558,821.50,2.000,-16.742,0.0474,3.8498,33.3337,0.0000,0.0000,0.0000,0.0000,41.9687,8.0513,16.4897,0.0000,0.0000,0.1566,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.527,-0.425,0.093,0.012,0.049,0.102291,0.526462,0.000000,0.000000,0.005035,0.366212
559,821.00,2.000,-16.744,0.0444,3.8508,33.3225,0.0000,0.0000,0.0000,0.0000,41.9812,8.0995,16.4404,0.0000,0.0000,0.1565,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.493,-0.398,0.087,0.012,0.046,0.102938,0.526796,0.000000,0.000000,0.005030,0.365235
560,820.50,2.000,-16.747,0.0414,3.8518,33.3114,0.0000,0.0000,0.0000,0.0000,41.9934,8.1477,16.3913,0.0000,0.0000,0.1563,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.460,-0.371,0.081,0.011,0.043,0.103585,0.527126,0.000000,0.000000,0.005026,0.364263
561,820.00,2.000,-16.749,0.0385,3.8529,33.3003,0.0000,0.0000,0.0000,0.0000,42.0054,8.1958,16.3425,0.0000,0.0000,0.1561,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.428,-0.345,0.075,0.010,0.040,0.104231,0.527452,0.000000,0.000000,0.005021,0.363295
562,819.50,2.000,-16.752,0.0357,3.8539,33.2892,0.0000,0.0000,0.0000,0.0000,42.0171,8.2438,16.2940,0.0000,0.0000,0.1559,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.396,-0.320,0.070,0.009,0.037,0.104877,0.527774,0.000000,0.000000,0.005017,0.362332
563,819.00,2.000,-16.754,0.0329,3.8549,33.2782,0.0000,0.0000,0.0000,0.0000,42.0285,8.2918,16.2457,0.0000,0.0000,0.1557,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.365,-0.295,0.064,0.009,0.034,0.105523,0.528092,0.000000,0.000000,0.005012,0.361373
564,818.50,2.000,-16.756,0.0302,3.8559,33.2673,0.0000,0.0000,0.0000,0.0000,42.0397,8.3398,16.1977,0.0000,0.0000,0.1555,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.335,-0.270,0.059,0.008,0.031,0.106168,0.528406,0.000000,0.000000,0.005007,0.360419
565,818.00,2.000,-16.758,0.0276,3.8569,33.2565,0.0000,0.0000,0.0000,0.0000,42.0506,8.3877,16.1499,0.0000,0.0000,0.1553,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.306,-0.247,0.054,0.007,0.028,0.106813,0.528716,0.000000,0.000000,0.005003,0.359469
566,817.50,2.000,-16.761,0.0250,3.8579,33.2457,0.0000,0.0000,0.0000,0.0000,42.0613,8.4356,16.1024,0.0000,0.0000,0.1551,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.277,-0.224,0.049,0.006,0.026,0.107457,0.529022,0.000000,0.000000,0.004998,0.358523
567,817.00,2.000,-16.763,0.0225,3.8589,33.2349,0.0000,0.0000,0.0000,0.0000,42.0717,8.4834,16.0551,0.0000,0.0000,0.1549,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.249,-0.201,0.044,0.006,0.023,0.108101,0.529324,0.000000,0.000000,0.004993,0.357582
568,816.50,2.000,-16.765,0.0201,3.8599,33.2242,0.0000,0.0000,0.0000,0.0000,42.0819,8.5311,16.0081,0.0000,0.0000,0.1547,0.0000,0.0000,0.0000,0.0000,0.00
